distid,createdts,sn,tplg_node_sta_num,tplg_node_type,tplg_node_son
DEV_006_2024-10-24 08:00:00,2024-10-24 08:00:00,DEV_006,74,69,92
DEV_006_2024-10-24 13:00:00,2024-10-24 13:00:00,DEV_006,80,95,24
DEV_006_2024-10-24 18:00:00,2024-10-24 18:00:00,DEV_006,50,53,74
DEV_006_2024-10-24 23:00:00,2024-10-24 23:00:00,DEV_006,58,45,24
DEV_006_2024-10-25 04:00:00,2024-10-25 04:00:00,DEV_006,37,26,20
DEV_006_2024-10-25 09:00:00,2024-10-25 09:00:00,DEV_006,13,86,21
DEV_006_2024-10-25 14:00:00,2024-10-25 14:00:00,DEV_006,94,68,8
DEV_006_2024-10-25 19:00:00,2024-10-25 19:00:00,DEV_006,86,57,77
DEV_006_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_006,33,78,90
DEV_006_2024-10-26 05:00:00,2024-10-26 05:00:00,DEV_006,75,71,75
DEV_006_2024-10-26 10:00:00,2024-10-26 10:00:00,DEV_006,3,82,68
DEV_006_2024-10-26 15:00:00,2024-10-26 15:00:00,DEV_006,10,95,12
DEV_006_2024-10-26 20:00:00,2024-10-26 20:00:00,DEV_006,52,34,21
DEV_006_2024-10-27 01:00:00,2024-10-27 01:00:00,DEV_006,16,28,62
DEV_006_2024-10-27 06:00:00,2024-10-27 06:00:00,DEV_006,29,37,70
DEV_006_2024-10-27 11:00:00,2024-10-27 11:00:00,DEV_006,59,27,84
DEV_006_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_006,22,2,18
DEV_006_2024-10-27 21:00:00,2024-10-27 21:00:00,DEV_006,85,6,23
DEV_006_2024-10-28 02:00:00,2024-10-28 02:00:00,DEV_006,98,14,59
DEV_006_2024-10-28 07:00:00,2024-10-28 07:00:00,DEV_006,68,80,21
DEV_006_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_006,83,93,25
DEV_006_2024-10-28 17:00:00,2024-10-28 17:00:00,DEV_006,40,83,62
DEV_006_2024-10-28 22:00:00,2024-10-28 22:00:00,DEV_006,77,22,28
DEV_006_2024-10-29 03:00:00,2024-10-29 03:00:00,DEV_006,9,17,34
DEV_006_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_006,5,7,31
DEV_006_2024-10-29 13:00:00,2024-10-29 13:00:00,DEV_006,93,71,72
DEV_006_2024-10-29 18:00:00,2024-10-29 18:00:00,DEV_006,50,34,81
DEV_006_2024-10-29 23:00:00,2024-10-29 23:00:00,DEV_006,4,46,24
DEV_006_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_006,58,31,12
DEV_006_2024-10-30 09:00:00,2024-10-30 09:00:00,DEV_006,57,88,52
DEV_006_2024-10-30 14:00:00,2024-10-30 14:00:00,DEV_006,59,73,5
DEV_006_2024-10-30 19:00:00,2024-10-30 19:00:00,DEV_006,97,33,55
DEV_006_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_006,45,85,69
DEV_006_2024-10-31 05:00:00,2024-10-31 05:00:00,DEV_006,7,92,72
DEV_006_2024-10-31 10:00:00,2024-10-31 10:00:00,DEV_006,36,14,4
DEV_006_2024-10-31 15:00:00,2024-10-31 15:00:00,DEV_006,24,36,61
DEV_006_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_006,8,98,33
DEV_006_2024-11-01 01:00:00,2024-11-01 01:00:00,DEV_006,62,23,16
DEV_006_2024-11-01 06:00:00,2024-11-01 06:00:00,DEV_006,84,18,41
DEV_006_2024-11-01 11:00:00,2024-11-01 11:00:00,DEV_006,20,78,81
DEV_006_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_006,7,81,1
DEV_006_2024-11-01 21:00:00,2024-11-01 21:00:00,DEV_006,41,93,41
DEV_006_2024-11-02 02:00:00,2024-11-02 02:00:00,DEV_006,83,97,80
DEV_006_2024-11-02 07:00:00,2024-11-02 07:00:00,DEV_006,68,35,5
DEV_006_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_006,16,43,28
DEV_006_2024-11-02 17:00:00,2024-11-02 17:00:00,DEV_006,2,98,14
DEV_006_2024-11-02 22:00:00,2024-11-02 22:00:00,DEV_006,28,87,53
DEV_006_2024-11-03 03:00:00,2024-11-03 03:00:00,DEV_006,64,64,39
DEV_006_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_006,45,53,81
DEV_006_2024-11-03 13:00:00,2024-11-03 13:00:00,DEV_006,81,14,39
DEV_006_2024-11-03 18:00:00,2024-11-03 18:00:00,DEV_006,26,96,56
DEV_006_2024-11-03 23:00:00,2024-11-03 23:00:00,DEV_006,30,56,44
DEV_006_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_006,55,36,13
DEV_006_2024-11-04 09:00:00,2024-11-04 09:00:00,DEV_006,42,77,90
DEV_006_2024-11-04 14:00:00,2024-11-04 14:00:00,DEV_006,94,34,53
DEV_006_2024-11-04 19:00:00,2024-11-04 19:00:00,DEV_006,2,26,28
DEV_006_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_006,59,45,65
DEV_006_2024-11-05 05:00:00,2024-11-05 05:00:00,DEV_006,53,53,71
DEV_006_2024-11-05 10:00:00,2024-11-05 10:00:00,DEV_006,3,95,49
DEV_006_2024-11-05 15:00:00,2024-11-05 15:00:00,DEV_006,67,41,15
DEV_006_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_006,35,97,82
DEV_006_2024-11-06 01:00:00,2024-11-06 01:00:00,DEV_006,63,15,2
DEV_006_2024-11-06 06:00:00,2024-11-06 06:00:00,DEV_006,79,46,61
DEV_006_2024-11-06 11:00:00,2024-11-06 11:00:00,DEV_006,80,24,96
DEV_006_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_006,44,5,56
DEV_006_2024-11-06 21:00:00,2024-11-06 21:00:00,DEV_006,80,54,24
DEV_006_2024-11-07 02:00:00,2024-11-07 02:00:00,DEV_006,48,22,78
DEV_006_2024-11-07 07:00:00,2024-11-07 07:00:00,DEV_006,79,81,19
DEV_006_2024-11-07 12:00:00,2024-11-07 12:00:00,DEV_006,14,22,11
DEV_006_2024-11-07 17:00:00,2024-11-07 17:00:00,DEV_006,42,34,53
DEV_006_2024-11-07 22:00:00,2024-11-07 22:00:00,DEV_006,1,86,14
DEV_006_2024-11-08 03:00:00,2024-11-08 03:00:00,DEV_006,58,11,50
DEV_006_2024-11-08 08:00:00,2024-11-08 08:00:00,DEV_006,3,12,41
DEV_006_2024-11-08 13:00:00,2024-11-08 13:00:00,DEV_006,70,6,84
DEV_006_2024-11-08 18:00:00,2024-11-08 18:00:00,DEV_006,15,84,11
DEV_006_2024-11-08 23:00:00,2024-11-08 23:00:00,DEV_006,10,94,47
DEV_006_2024-11-09 04:00:00,2024-11-09 04:00:00,DEV_006,68,22,28
DEV_006_2024-11-09 09:00:00,2024-11-09 09:00:00,DEV_006,23,33,8
DEV_006_2024-11-09 14:00:00,2024-11-09 14:00:00,DEV_006,80,90,76
DEV_006_2024-11-09 19:00:00,2024-11-09 19:00:00,DEV_006,36,66,80
DEV_006_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_006,31,29,78
DEV_006_2024-11-10 05:00:00,2024-11-10 05:00:00,DEV_006,5,69,23
DEV_006_2024-11-10 10:00:00,2024-11-10 10:00:00,DEV_006,37,73,38
DEV_006_2024-11-10 15:00:00,2024-11-10 15:00:00,DEV_006,53,77,36
DEV_006_2024-11-10 20:00:00,2024-11-10 20:00:00,DEV_006,63,70,50
DEV_006_2024-11-11 01:00:00,2024-11-11 01:00:00,DEV_006,62,62,29
DEV_006_2024-11-11 06:00:00,2024-11-11 06:00:00,DEV_006,24,36,10
DEV_006_2024-11-11 11:00:00,2024-11-11 11:00:00,DEV_006,85,83,7
DEV_006_2024-11-11 16:00:00,2024-11-11 16:00:00,DEV_006,38,49,5
DEV_006_2024-11-11 21:00:00,2024-11-11 21:00:00,DEV_006,49,50,47
DEV_006_2024-11-12 02:00:00,2024-11-12 02:00:00,DEV_006,9,91,3
DEV_006_2024-11-12 07:00:00,2024-11-12 07:00:00,DEV_006,8,58,20
DEV_006_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_006,74,16,12
DEV_006_2024-11-12 17:00:00,2024-11-12 17:00:00,DEV_006,2,54,67
DEV_006_2024-11-12 22:00:00,2024-11-12 22:00:00,DEV_006,25,9,46
DEV_006_2024-11-13 03:00:00,2024-11-13 03:00:00,DEV_006,31,21,71
DEV_006_2024-11-13 08:00:00,2024-11-13 08:00:00,DEV_006,43,84,37
DEV_006_2024-11-13 13:00:00,2024-11-13 13:00:00,DEV_006,30,47,34
DEV_006_2024-11-13 18:00:00,2024-11-13 18:00:00,DEV_006,4,93,6
DEV_006_2024-11-13 23:00:00,2024-11-13 23:00:00,DEV_006,40,19,10
DEV_006_2024-11-14 04:00:00,2024-11-14 04:00:00,DEV_006,34,16,67
DEV_006_2024-11-14 09:00:00,2024-11-14 09:00:00,DEV_006,86,16,31
DEV_006_2024-11-14 14:00:00,2024-11-14 14:00:00,DEV_006,81,23,38
DEV_006_2024-11-14 19:00:00,2024-11-14 19:00:00,DEV_006,91,69,25
DEV_006_2024-11-15 00:00:00,2024-11-15 00:00:00,DEV_006,75,73,69
DEV_006_2024-11-15 05:00:00,2024-11-15 05:00:00,DEV_006,52,88,80
DEV_006_2024-11-15 10:00:00,2024-11-15 10:00:00,DEV_006,66,66,84
DEV_006_2024-11-15 15:00:00,2024-11-15 15:00:00,DEV_006,68,34,72
DEV_006_2024-11-15 20:00:00,2024-11-15 20:00:00,DEV_006,66,15,72
DEV_006_2024-11-16 01:00:00,2024-11-16 01:00:00,DEV_006,88,64,33
DEV_006_2024-11-16 06:00:00,2024-11-16 06:00:00,DEV_006,93,1,90
DEV_006_2024-11-16 11:00:00,2024-11-16 11:00:00,DEV_006,48,68,2
DEV_006_2024-11-16 16:00:00,2024-11-16 16:00:00,DEV_006,88,5,70
DEV_006_2024-11-16 21:00:00,2024-11-16 21:00:00,DEV_006,57,95,27
DEV_006_2024-11-17 02:00:00,2024-11-17 02:00:00,DEV_006,49,32,95
DEV_006_2024-11-17 07:00:00,2024-11-17 07:00:00,DEV_006,17,36,17
DEV_006_2024-11-17 12:00:00,2024-11-17 12:00:00,DEV_006,62,15,97
DEV_006_2024-11-17 17:00:00,2024-11-17 17:00:00,DEV_006,86,14,90
DEV_006_2024-11-17 22:00:00,2024-11-17 22:00:00,DEV_006,79,61,66
DEV_006_2024-11-18 03:00:00,2024-11-18 03:00:00,DEV_006,28,76,60
DEV_006_2024-11-18 08:00:00,2024-11-18 08:00:00,DEV_006,6,42,4
DEV_006_2024-11-18 13:00:00,2024-11-18 13:00:00,DEV_006,76,9,18
DEV_006_2024-11-18 18:00:00,2024-11-18 18:00:00,DEV_006,4,5,92
DEV_006_2024-11-18 23:00:00,2024-11-18 23:00:00,DEV_006,63,66,88
DEV_006_2024-11-19 04:00:00,2024-11-19 04:00:00,DEV_006,68,40,56
DEV_006_2024-11-19 09:00:00,2024-11-19 09:00:00,DEV_006,92,79,54
DEV_006_2024-11-19 14:00:00,2024-11-19 14:00:00,DEV_006,68,32,83
DEV_006_2024-11-19 19:00:00,2024-11-19 19:00:00,DEV_006,86,66,72
DEV_006_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_006,36,58,72
DEV_006_2024-11-20 05:00:00,2024-11-20 05:00:00,DEV_006,24,40,97
DEV_006_2024-11-20 10:00:00,2024-11-20 10:00:00,DEV_006,69,74,76
DEV_006_2024-11-20 15:00:00,2024-11-20 15:00:00,DEV_006,14,41,25
DEV_006_2024-11-20 20:00:00,2024-11-20 20:00:00,DEV_006,53,48,99
DEV_006_2024-11-21 01:00:00,2024-11-21 01:00:00,DEV_006,25,44,86
DEV_006_2024-11-21 06:00:00,2024-11-21 06:00:00,DEV_006,46,61,68
DEV_006_2024-11-21 11:00:00,2024-11-21 11:00:00,DEV_006,19,20,27
DEV_006_2024-11-21 16:00:00,2024-11-21 16:00:00,DEV_006,23,39,47
DEV_006_2024-11-21 21:00:00,2024-11-21 21:00:00,DEV_006,77,44,47
DEV_006_2024-11-22 02:00:00,2024-11-22 02:00:00,DEV_006,79,80,39
DEV_006_2024-11-22 07:00:00,2024-11-22 07:00:00,DEV_006,62,42,48
DEV_006_2024-11-22 12:00:00,2024-11-22 12:00:00,DEV_006,90,58,26
DEV_006_2024-11-22 17:00:00,2024-11-22 17:00:00,DEV_006,7,65,73
DEV_006_2024-11-22 22:00:00,2024-11-22 22:00:00,DEV_006,72,87,55
DEV_006_2024-11-23 03:00:00,2024-11-23 03:00:00,DEV_006,63,79,18
DEV_006_2024-11-23 08:00:00,2024-11-23 08:00:00,DEV_006,54,61,56
DEV_006_2024-11-23 13:00:00,2024-11-23 13:00:00,DEV_006,83,26,76
DEV_006_2024-11-23 18:00:00,2024-11-23 18:00:00,DEV_006,36,7,73
DEV_006_2024-11-23 23:00:00,2024-11-23 23:00:00,DEV_006,31,22,63
DEV_006_2024-11-24 04:00:00,2024-11-24 04:00:00,DEV_006,43,76,98
DEV_006_2024-11-24 09:00:00,2024-11-24 09:00:00,DEV_006,40,2,53
DEV_006_2024-11-24 14:00:00,2024-11-24 14:00:00,DEV_006,32,1,89
DEV_006_2024-11-24 19:00:00,2024-11-24 19:00:00,DEV_006,68,38,45
DEV_006_2024-11-25 00:00:00,2024-11-25 00:00:00,DEV_006,4,73,82
DEV_006_2024-11-25 05:00:00,2024-11-25 05:00:00,DEV_006,41,48,11
DEV_006_2024-11-25 10:00:00,2024-11-25 10:00:00,DEV_006,61,70,80
DEV_006_2024-11-25 15:00:00,2024-11-25 15:00:00,DEV_006,8,19,5
DEV_006_2024-11-25 20:00:00,2024-11-25 20:00:00,DEV_006,90,89,25
DEV_006_2024-11-26 01:00:00,2024-11-26 01:00:00,DEV_006,9,99,65
DEV_006_2024-11-26 06:00:00,2024-11-26 06:00:00,DEV_006,47,66,44
DEV_006_2024-11-26 11:00:00,2024-11-26 11:00:00,DEV_006,42,25,12
DEV_006_2024-11-26 16:00:00,2024-11-26 16:00:00,DEV_006,29,12,77
DEV_006_2024-11-26 21:00:00,2024-11-26 21:00:00,DEV_006,75,71,39
DEV_006_2024-11-27 02:00:00,2024-11-27 02:00:00,DEV_006,86,55,73
DEV_006_2024-11-27 07:00:00,2024-11-27 07:00:00,DEV_006,39,96,78
DEV_006_2024-11-27 12:00:00,2024-11-27 12:00:00,DEV_006,52,29,99
DEV_006_2024-11-27 17:00:00,2024-11-27 17:00:00,DEV_006,42,12,31
DEV_006_2024-11-27 22:00:00,2024-11-27 22:00:00,DEV_006,38,35,61
DEV_006_2024-11-28 03:00:00,2024-11-28 03:00:00,DEV_006,55,15,16
DEV_006_2024-11-28 08:00:00,2024-11-28 08:00:00,DEV_006,19,58,80
DEV_006_2024-11-28 13:00:00,2024-11-28 13:00:00,DEV_006,93,29,93
DEV_006_2024-11-28 18:00:00,2024-11-28 18:00:00,DEV_006,30,85,56
DEV_006_2024-11-28 23:00:00,2024-11-28 23:00:00,DEV_006,53,25,72
DEV_006_2024-11-29 04:00:00,2024-11-29 04:00:00,DEV_006,14,18,8
DEV_006_2024-11-29 09:00:00,2024-11-29 09:00:00,DEV_006,32,55,98
DEV_006_2024-11-29 14:00:00,2024-11-29 14:00:00,DEV_006,15,18,12
DEV_006_2024-11-29 19:00:00,2024-11-29 19:00:00,DEV_006,14,58,83
DEV_006_2024-11-30 00:00:00,2024-11-30 00:00:00,DEV_006,19,38,64
DEV_006_2024-11-30 05:00:00,2024-11-30 05:00:00,DEV_006,47,68,28
DEV_006_2024-11-30 10:00:00,2024-11-30 10:00:00,DEV_006,90,21,36
DEV_006_2024-11-30 15:00:00,2024-11-30 15:00:00,DEV_006,80,2,17
DEV_006_2024-11-30 20:00:00,2024-11-30 20:00:00,DEV_006,65,27,42
DEV_006_2024-12-01 01:00:00,2024-12-01 01:00:00,DEV_006,7,81,66
DEV_006_2024-12-01 06:00:00,2024-12-01 06:00:00,DEV_006,65,44,18
DEV_006_2024-12-01 11:00:00,2024-12-01 11:00:00,DEV_006,31,79,99
DEV_006_2024-12-01 16:00:00,2024-12-01 16:00:00,DEV_006,79,54,42
DEV_006_2024-12-01 21:00:00,2024-12-01 21:00:00,DEV_006,75,81,66
DEV_006_2024-12-02 02:00:00,2024-12-02 02:00:00,DEV_006,91,10,99
DEV_006_2024-12-02 07:00:00,2024-12-02 07:00:00,DEV_006,8,71,5
DEV_006_2024-12-02 12:00:00,2024-12-02 12:00:00,DEV_006,73,10,90
DEV_006_2024-12-02 17:00:00,2024-12-02 17:00:00,DEV_006,25,8,55
DEV_006_2024-12-02 22:00:00,2024-12-02 22:00:00,DEV_006,30,51,30
DEV_006_2024-12-03 03:00:00,2024-12-03 03:00:00,DEV_006,10,44,11
DEV_006_2024-12-03 08:00:00,2024-12-03 08:00:00,DEV_006,46,45,39
DEV_006_2024-12-03 13:00:00,2024-12-03 13:00:00,DEV_006,51,66,63
DEV_006_2024-12-03 18:00:00,2024-12-03 18:00:00,DEV_006,23,5,65
DEV_006_2024-12-03 23:00:00,2024-12-03 23:00:00,DEV_006,32,47,49
DEV_006_2024-12-04 04:00:00,2024-12-04 04:00:00,DEV_006,94,90,9
DEV_006_2024-12-04 09:00:00,2024-12-04 09:00:00,DEV_006,55,12,63
DEV_006_2024-12-04 14:00:00,2024-12-04 14:00:00,DEV_006,7,29,43
DEV_006_2024-12-04 19:00:00,2024-12-04 19:00:00,DEV_006,8,68,94
DEV_006_2024-12-05 00:00:00,2024-12-05 00:00:00,DEV_006,87,64,55
DEV_006_2024-12-05 05:00:00,2024-12-05 05:00:00,DEV_006,29,48,39
DEV_006_2024-12-05 10:00:00,2024-12-05 10:00:00,DEV_006,49,12,76
DEV_006_2024-12-05 15:00:00,2024-12-05 15:00:00,DEV_006,82,85,91
DEV_006_2024-12-05 20:00:00,2024-12-05 20:00:00,DEV_006,83,68,55
DEV_006_2024-12-06 01:00:00,2024-12-06 01:00:00,DEV_006,50,20,80
DEV_006_2024-12-06 06:00:00,2024-12-06 06:00:00,DEV_006,6,86,51
DEV_006_2024-12-06 11:00:00,2024-12-06 11:00:00,DEV_006,88,37,32
DEV_006_2024-12-06 16:00:00,2024-12-06 16:00:00,DEV_006,97,71,60
DEV_006_2024-12-06 21:00:00,2024-12-06 21:00:00,DEV_006,41,93,30
DEV_006_2024-12-07 02:00:00,2024-12-07 02:00:00,DEV_006,19,77,22
DEV_006_2024-12-07 07:00:00,2024-12-07 07:00:00,DEV_006,60,29,42
DEV_006_2024-12-07 12:00:00,2024-12-07 12:00:00,DEV_006,54,50,18
DEV_006_2024-12-07 17:00:00,2024-12-07 17:00:00,DEV_006,8,7,57
DEV_006_2024-12-07 22:00:00,2024-12-07 22:00:00,DEV_006,37,34,74
DEV_006_2024-12-08 03:00:00,2024-12-08 03:00:00,DEV_006,40,35,5
DEV_006_2024-12-08 08:00:00,2024-12-08 08:00:00,DEV_006,90,71,7
DEV_006_2024-12-08 13:00:00,2024-12-08 13:00:00,DEV_006,12,40,63
DEV_006_2024-12-08 18:00:00,2024-12-08 18:00:00,DEV_006,89,42,48
DEV_006_2024-12-08 23:00:00,2024-12-08 23:00:00,DEV_006,6,8,9
DEV_006_2024-12-09 04:00:00,2024-12-09 04:00:00,DEV_006,1,56,39
DEV_006_2024-12-09 09:00:00,2024-12-09 09:00:00,DEV_006,73,33,87
DEV_006_2024-12-09 14:00:00,2024-12-09 14:00:00,DEV_006,71,62,14
DEV_006_2024-12-09 19:00:00,2024-12-09 19:00:00,DEV_006,17,97,51
DEV_006_2024-12-10 00:00:00,2024-12-10 00:00:00,DEV_006,6,15,64
DEV_006_2024-12-10 05:00:00,2024-12-10 05:00:00,DEV_006,31,39,48
DEV_006_2024-12-10 10:00:00,2024-12-10 10:00:00,DEV_006,5,38,29
DEV_006_2024-12-10 15:00:00,2024-12-10 15:00:00,DEV_006,8,40,31
DEV_006_2024-12-10 20:00:00,2024-12-10 20:00:00,DEV_006,30,97,32
DEV_006_2024-12-11 01:00:00,2024-12-11 01:00:00,DEV_006,64,97,39
DEV_006_2024-12-11 06:00:00,2024-12-11 06:00:00,DEV_006,91,1,50
DEV_006_2024-12-11 11:00:00,2024-12-11 11:00:00,DEV_006,20,42,55
DEV_006_2024-12-11 16:00:00,2024-12-11 16:00:00,DEV_006,95,15,3
DEV_006_2024-12-11 21:00:00,2024-12-11 21:00:00,DEV_006,4,18,12
DEV_006_2024-12-12 02:00:00,2024-12-12 02:00:00,DEV_006,96,13,19
DEV_006_2024-12-12 07:00:00,2024-12-12 07:00:00,DEV_006,51,84,35
DEV_006_2024-12-12 12:00:00,2024-12-12 12:00:00,DEV_006,58,73,90
DEV_006_2024-12-12 17:00:00,2024-12-12 17:00:00,DEV_006,67,4,77
DEV_006_2024-12-12 22:00:00,2024-12-12 22:00:00,DEV_006,10,90,74
DEV_006_2024-12-13 03:00:00,2024-12-13 03:00:00,DEV_006,46,30,61
DEV_006_2024-12-13 08:00:00,2024-12-13 08:00:00,DEV_006,71,26,86
DEV_006_2024-12-13 13:00:00,2024-12-13 13:00:00,DEV_006,45,42,50
DEV_006_2024-12-13 18:00:00,2024-12-13 18:00:00,DEV_006,97,70,11
DEV_006_2024-12-13 23:00:00,2024-12-13 23:00:00,DEV_006,42,23,57
DEV_006_2024-12-14 04:00:00,2024-12-14 04:00:00,DEV_006,45,57,41
DEV_006_2024-12-14 09:00:00,2024-12-14 09:00:00,DEV_006,27,89,18
DEV_006_2024-12-14 14:00:00,2024-12-14 14:00:00,DEV_006,51,31,69
DEV_006_2024-12-14 19:00:00,2024-12-14 19:00:00,DEV_006,64,32,87
DEV_006_2024-12-15 00:00:00,2024-12-15 00:00:00,DEV_006,30,84,9
DEV_006_2024-12-15 05:00:00,2024-12-15 05:00:00,DEV_006,63,66,75
DEV_006_2024-12-15 10:00:00,2024-12-15 10:00:00,DEV_006,16,7,50
DEV_006_2024-12-15 15:00:00,2024-12-15 15:00:00,DEV_006,27,44,63
DEV_006_2024-12-15 20:00:00,2024-12-15 20:00:00,DEV_006,40,44,77
DEV_006_2024-12-16 01:00:00,2024-12-16 01:00:00,DEV_006,12,84,38
DEV_006_2024-12-16 06:00:00,2024-12-16 06:00:00,DEV_006,81,35,89
DEV_006_2024-12-16 11:00:00,2024-12-16 11:00:00,DEV_006,21,36,47
DEV_006_2024-12-16 16:00:00,2024-12-16 16:00:00,DEV_006,81,7,52
DEV_006_2024-12-16 21:00:00,2024-12-16 21:00:00,DEV_006,79,26,82
DEV_006_2024-12-17 02:00:00,2024-12-17 02:00:00,DEV_006,43,64,12
DEV_006_2024-12-17 07:00:00,2024-12-17 07:00:00,DEV_006,92,92,62
DEV_006_2024-12-17 12:00:00,2024-12-17 12:00:00,DEV_006,45,24,16
DEV_006_2024-12-17 17:00:00,2024-12-17 17:00:00,DEV_006,24,57,6
DEV_006_2024-12-17 22:00:00,2024-12-17 22:00:00,DEV_006,25,92,19
DEV_006_2024-12-18 03:00:00,2024-12-18 03:00:00,DEV_006,27,39,6
DEV_006_2024-12-18 08:00:00,2024-12-18 08:00:00,DEV_006,18,65,55
DEV_006_2024-12-18 13:00:00,2024-12-18 13:00:00,DEV_006,39,60,75
DEV_006_2024-12-18 18:00:00,2024-12-18 18:00:00,DEV_006,73,66,72
DEV_006_2024-12-18 23:00:00,2024-12-18 23:00:00,DEV_006,70,70,86
DEV_006_2024-12-19 04:00:00,2024-12-19 04:00:00,DEV_006,28,70,68
DEV_006_2024-12-19 09:00:00,2024-12-19 09:00:00,DEV_006,25,86,57
DEV_006_2024-12-19 14:00:00,2024-12-19 14:00:00,DEV_006,18,73,15
DEV_006_2024-12-19 19:00:00,2024-12-19 19:00:00,DEV_006,88,91,29
DEV_006_2024-12-20 00:00:00,2024-12-20 00:00:00,DEV_006,35,95,90
DEV_006_2024-12-20 05:00:00,2024-12-20 05:00:00,DEV_006,88,37,23
DEV_006_2024-12-20 10:00:00,2024-12-20 10:00:00,DEV_006,44,53,40
DEV_006_2024-12-20 15:00:00,2024-12-20 15:00:00,DEV_006,42,56,86
DEV_006_2024-12-20 20:00:00,2024-12-20 20:00:00,DEV_006,84,97,30
DEV_006_2024-12-21 01:00:00,2024-12-21 01:00:00,DEV_006,85,48,45
DEV_006_2024-12-21 06:00:00,2024-12-21 06:00:00,DEV_006,81,43,62
DEV_006_2024-12-21 11:00:00,2024-12-21 11:00:00,DEV_006,12,93,7
DEV_006_2024-12-21 16:00:00,2024-12-21 16:00:00,DEV_006,90,43,9
DEV_006_2024-12-21 21:00:00,2024-12-21 21:00:00,DEV_006,70,90,52
DEV_006_2024-12-22 02:00:00,2024-12-22 02:00:00,DEV_006,83,61,68
DEV_006_2024-12-22 07:00:00,2024-12-22 07:00:00,DEV_006,96,51,15
DEV_006_2024-12-22 12:00:00,2024-12-22 12:00:00,DEV_006,3,66,42
DEV_006_2024-12-22 17:00:00,2024-12-22 17:00:00,DEV_006,78,50,19
DEV_006_2024-12-22 22:00:00,2024-12-22 22:00:00,DEV_006,45,75,97
DEV_006_2024-12-23 03:00:00,2024-12-23 03:00:00,DEV_006,21,56,85
DEV_006_2024-12-23 08:00:00,2024-12-23 08:00:00,DEV_006,56,83,50
DEV_006_2024-12-23 13:00:00,2024-12-23 13:00:00,DEV_006,93,38,8
DEV_006_2024-12-23 18:00:00,2024-12-23 18:00:00,DEV_006,40,32,55
DEV_006_2024-12-23 23:00:00,2024-12-23 23:00:00,DEV_006,44,34,21
DEV_006_2024-12-24 04:00:00,2024-12-24 04:00:00,DEV_006,20,27,50
DEV_006_2024-12-24 09:00:00,2024-12-24 09:00:00,DEV_006,56,23,63
DEV_006_2024-12-24 14:00:00,2024-12-24 14:00:00,DEV_006,58,80,77
DEV_006_2024-12-24 19:00:00,2024-12-24 19:00:00,DEV_006,85,7,89
DEV_006_2024-12-25 00:00:00,2024-12-25 00:00:00,DEV_006,80,85,29
DEV_006_2024-12-25 05:00:00,2024-12-25 05:00:00,DEV_006,49,36,30
DEV_006_2024-12-25 10:00:00,2024-12-25 10:00:00,DEV_006,85,34,53
DEV_006_2024-12-25 15:00:00,2024-12-25 15:00:00,DEV_006,49,28,84
DEV_006_2024-12-25 20:00:00,2024-12-25 20:00:00,DEV_006,3,24,78
DEV_006_2024-12-26 01:00:00,2024-12-26 01:00:00,DEV_006,20,8,18
DEV_006_2024-12-26 06:00:00,2024-12-26 06:00:00,DEV_006,49,17,64
DEV_006_2024-12-26 11:00:00,2024-12-26 11:00:00,DEV_006,4,23,50
DEV_006_2024-12-26 16:00:00,2024-12-26 16:00:00,DEV_006,76,34,50
DEV_006_2024-12-26 21:00:00,2024-12-26 21:00:00,DEV_006,1,35,94
DEV_006_2024-12-27 02:00:00,2024-12-27 02:00:00,DEV_006,21,35,87
DEV_006_2024-12-27 07:00:00,2024-12-27 07:00:00,DEV_006,79,23,59
DEV_006_2024-12-27 12:00:00,2024-12-27 12:00:00,DEV_006,65,31,27
DEV_006_2024-12-27 17:00:00,2024-12-27 17:00:00,DEV_006,87,84,32
DEV_006_2024-12-27 22:00:00,2024-12-27 22:00:00,DEV_006,96,84,28
DEV_006_2024-12-28 03:00:00,2024-12-28 03:00:00,DEV_006,22,5,3
DEV_006_2024-12-28 08:00:00,2024-12-28 08:00:00,DEV_006,97,81,62
DEV_006_2024-12-28 13:00:00,2024-12-28 13:00:00,DEV_006,51,99,75
DEV_006_2024-12-28 18:00:00,2024-12-28 18:00:00,DEV_006,73,48,67
DEV_006_2024-12-28 23:00:00,2024-12-28 23:00:00,DEV_006,91,23,59
DEV_006_2024-12-29 04:00:00,2024-12-29 04:00:00,DEV_006,7,51,11
