distid,createdts,sn,wc_interface,wc_current_ch,wc_enable
DEV_008_2024-12-22 18:00:00,2024-12-22 18:00:00,DEV_008,35,82,42
DEV_008_2024-12-22 21:00:00,2024-12-22 21:00:00,DEV_008,5,27,70
DEV_008_2024-12-23 00:00:00,2024-12-23 00:00:00,DEV_008,62,32,8
DEV_008_2024-12-23 03:00:00,2024-12-23 03:00:00,DEV_008,85,18,78
DEV_008_2024-12-23 06:00:00,2024-12-23 06:00:00,DEV_008,15,26,53
DEV_008_2024-12-23 09:00:00,2024-12-23 09:00:00,DEV_008,44,32,28
DEV_008_2024-12-23 12:00:00,2024-12-23 12:00:00,DEV_008,39,32,77
DEV_008_2024-12-23 15:00:00,2024-12-23 15:00:00,DEV_008,79,18,70
DEV_008_2024-12-23 18:00:00,2024-12-23 18:00:00,DEV_008,11,32,20
DEV_008_2024-12-23 21:00:00,2024-12-23 21:00:00,DEV_008,97,40,8
DEV_008_2024-12-24 00:00:00,2024-12-24 00:00:00,DEV_008,35,69,99
DEV_008_2024-12-24 03:00:00,2024-12-24 03:00:00,DEV_008,78,21,24
DEV_008_2024-12-24 06:00:00,2024-12-24 06:00:00,DEV_008,17,18,98
DEV_008_2024-12-24 09:00:00,2024-12-24 09:00:00,DEV_008,12,16,4
DEV_008_2024-12-24 12:00:00,2024-12-24 12:00:00,DEV_008,89,34,92
DEV_008_2024-12-24 15:00:00,2024-12-24 15:00:00,DEV_008,46,75,77
DEV_008_2024-12-24 18:00:00,2024-12-24 18:00:00,DEV_008,31,25,74
DEV_008_2024-12-24 21:00:00,2024-12-24 21:00:00,DEV_008,24,65,25
DEV_008_2024-12-25 00:00:00,2024-12-25 00:00:00,DEV_008,28,36,82
DEV_008_2024-12-25 03:00:00,2024-12-25 03:00:00,DEV_008,6,66,67
DEV_008_2024-12-25 06:00:00,2024-12-25 06:00:00,DEV_008,72,95,48
DEV_008_2024-12-25 09:00:00,2024-12-25 09:00:00,DEV_008,83,70,78
DEV_008_2024-12-25 12:00:00,2024-12-25 12:00:00,DEV_008,67,48,65
DEV_008_2024-12-25 15:00:00,2024-12-25 15:00:00,DEV_008,44,94,63
DEV_008_2024-12-25 18:00:00,2024-12-25 18:00:00,DEV_008,46,19,64
DEV_008_2024-12-25 21:00:00,2024-12-25 21:00:00,DEV_008,83,73,71
DEV_008_2024-12-26 00:00:00,2024-12-26 00:00:00,DEV_008,50,63,41
DEV_008_2024-12-26 03:00:00,2024-12-26 03:00:00,DEV_008,7,9,4
DEV_008_2024-12-26 06:00:00,2024-12-26 06:00:00,DEV_008,89,49,76
DEV_008_2024-12-26 09:00:00,2024-12-26 09:00:00,DEV_008,6,82,21
DEV_008_2024-12-26 12:00:00,2024-12-26 12:00:00,DEV_008,15,67,66
DEV_008_2024-12-26 15:00:00,2024-12-26 15:00:00,DEV_008,56,68,32
DEV_008_2024-12-26 18:00:00,2024-12-26 18:00:00,DEV_008,66,29,66
DEV_008_2024-12-26 21:00:00,2024-12-26 21:00:00,DEV_008,34,27,60
DEV_008_2024-12-27 00:00:00,2024-12-27 00:00:00,DEV_008,39,44,82
DEV_008_2024-12-27 03:00:00,2024-12-27 03:00:00,DEV_008,36,19,91
DEV_008_2024-12-27 06:00:00,2024-12-27 06:00:00,DEV_008,45,84,21
DEV_008_2024-12-27 09:00:00,2024-12-27 09:00:00,DEV_008,23,94,89
DEV_008_2024-12-27 12:00:00,2024-12-27 12:00:00,DEV_008,95,27,98
DEV_008_2024-12-27 15:00:00,2024-12-27 15:00:00,DEV_008,72,19,41
DEV_008_2024-12-27 18:00:00,2024-12-27 18:00:00,DEV_008,26,28,64
DEV_008_2024-12-27 21:00:00,2024-12-27 21:00:00,DEV_008,68,95,80
DEV_008_2024-12-28 00:00:00,2024-12-28 00:00:00,DEV_008,51,74,48
DEV_008_2024-12-28 03:00:00,2024-12-28 03:00:00,DEV_008,10,73,39
DEV_008_2024-12-28 06:00:00,2024-12-28 06:00:00,DEV_008,19,64,19
DEV_008_2024-12-28 09:00:00,2024-12-28 09:00:00,DEV_008,76,62,13
DEV_008_2024-12-28 12:00:00,2024-12-28 12:00:00,DEV_008,25,89,92
DEV_008_2024-12-28 15:00:00,2024-12-28 15:00:00,DEV_008,42,39,30
DEV_008_2024-12-28 18:00:00,2024-12-28 18:00:00,DEV_008,5,81,18
DEV_008_2024-12-28 21:00:00,2024-12-28 21:00:00,DEV_008,21,86,50
DEV_008_2024-12-29 00:00:00,2024-12-29 00:00:00,DEV_008,6,50,80
DEV_008_2024-12-29 03:00:00,2024-12-29 03:00:00,DEV_008,66,1,57
DEV_008_2024-12-29 06:00:00,2024-12-29 06:00:00,DEV_008,30,58,52
DEV_008_2024-12-29 09:00:00,2024-12-29 09:00:00,DEV_008,37,48,87
DEV_008_2024-12-29 12:00:00,2024-12-29 12:00:00,DEV_008,1,19,46
DEV_008_2024-12-29 15:00:00,2024-12-29 15:00:00,DEV_008,67,2,56
DEV_008_2024-12-29 18:00:00,2024-12-29 18:00:00,DEV_008,17,92,82
DEV_008_2024-12-29 21:00:00,2024-12-29 21:00:00,DEV_008,97,79,22
DEV_009_2024-09-01 00:00:00,2024-09-01 00:00:00,DEV_009,27,55,32
DEV_009_2024-09-01 01:00:00,2024-09-01 01:00:00,DEV_009,60,83,28
DEV_009_2024-09-01 02:00:00,2024-09-01 02:00:00,DEV_009,28,74,84
DEV_009_2024-09-01 03:00:00,2024-09-01 03:00:00,DEV_009,25,85,78
DEV_009_2024-09-01 04:00:00,2024-09-01 04:00:00,DEV_009,86,26,75
DEV_009_2024-09-01 05:00:00,2024-09-01 05:00:00,DEV_009,71,17,82
DEV_009_2024-09-01 06:00:00,2024-09-01 06:00:00,DEV_009,7,56,64
DEV_009_2024-09-01 07:00:00,2024-09-01 07:00:00,DEV_009,20,38,75
DEV_009_2024-09-01 08:00:00,2024-09-01 08:00:00,DEV_009,58,16,51
DEV_009_2024-09-01 09:00:00,2024-09-01 09:00:00,DEV_009,27,51,75
DEV_009_2024-09-01 10:00:00,2024-09-01 10:00:00,DEV_009,16,87,60
DEV_009_2024-09-01 11:00:00,2024-09-01 11:00:00,DEV_009,76,40,67
DEV_009_2024-09-01 12:00:00,2024-09-01 12:00:00,DEV_009,2,48,52
DEV_009_2024-09-01 13:00:00,2024-09-01 13:00:00,DEV_009,24,93,98
DEV_009_2024-09-01 14:00:00,2024-09-01 14:00:00,DEV_009,84,82,78
DEV_009_2024-09-01 15:00:00,2024-09-01 15:00:00,DEV_009,82,2,65
DEV_009_2024-09-01 16:00:00,2024-09-01 16:00:00,DEV_009,20,34,41
DEV_009_2024-09-01 17:00:00,2024-09-01 17:00:00,DEV_009,41,75,91
DEV_009_2024-09-01 18:00:00,2024-09-01 18:00:00,DEV_009,23,38,44
DEV_009_2024-09-01 19:00:00,2024-09-01 19:00:00,DEV_009,67,62,12
DEV_009_2024-09-01 20:00:00,2024-09-01 20:00:00,DEV_009,30,95,87
DEV_009_2024-09-01 21:00:00,2024-09-01 21:00:00,DEV_009,65,41,20
DEV_009_2024-09-01 22:00:00,2024-09-01 22:00:00,DEV_009,6,75,99
DEV_009_2024-09-01 23:00:00,2024-09-01 23:00:00,DEV_009,4,93,10
DEV_009_2024-09-02 00:00:00,2024-09-02 00:00:00,DEV_009,51,93,38
DEV_009_2024-09-02 01:00:00,2024-09-02 01:00:00,DEV_009,1,8,81
DEV_009_2024-09-02 02:00:00,2024-09-02 02:00:00,DEV_009,83,63,33
DEV_009_2024-09-02 03:00:00,2024-09-02 03:00:00,DEV_009,15,31,21
DEV_009_2024-09-02 04:00:00,2024-09-02 04:00:00,DEV_009,3,66,35
DEV_009_2024-09-02 05:00:00,2024-09-02 05:00:00,DEV_009,41,59,16
DEV_009_2024-09-02 06:00:00,2024-09-02 06:00:00,DEV_009,56,45,59
DEV_009_2024-09-02 07:00:00,2024-09-02 07:00:00,DEV_009,50,85,12
DEV_009_2024-09-02 08:00:00,2024-09-02 08:00:00,DEV_009,92,12,33
DEV_009_2024-09-02 09:00:00,2024-09-02 09:00:00,DEV_009,84,49,21
DEV_009_2024-09-02 10:00:00,2024-09-02 10:00:00,DEV_009,60,52,54
DEV_009_2024-09-02 11:00:00,2024-09-02 11:00:00,DEV_009,39,49,64
DEV_009_2024-09-02 12:00:00,2024-09-02 12:00:00,DEV_009,86,26,71
DEV_009_2024-09-02 13:00:00,2024-09-02 13:00:00,DEV_009,7,72,62
DEV_009_2024-09-02 14:00:00,2024-09-02 14:00:00,DEV_009,90,88,24
DEV_009_2024-09-02 15:00:00,2024-09-02 15:00:00,DEV_009,40,76,47
DEV_009_2024-09-02 16:00:00,2024-09-02 16:00:00,DEV_009,8,54,9
DEV_009_2024-09-02 17:00:00,2024-09-02 17:00:00,DEV_009,3,54,21
DEV_009_2024-09-02 18:00:00,2024-09-02 18:00:00,DEV_009,95,48,47
DEV_009_2024-09-02 19:00:00,2024-09-02 19:00:00,DEV_009,88,68,84
DEV_009_2024-09-02 20:00:00,2024-09-02 20:00:00,DEV_009,63,16,74
DEV_009_2024-09-02 21:00:00,2024-09-02 21:00:00,DEV_009,90,93,5
DEV_009_2024-09-02 22:00:00,2024-09-02 22:00:00,DEV_009,11,29,79
DEV_009_2024-09-02 23:00:00,2024-09-02 23:00:00,DEV_009,70,48,15
DEV_009_2024-09-03 00:00:00,2024-09-03 00:00:00,DEV_009,84,34,60
DEV_009_2024-09-03 01:00:00,2024-09-03 01:00:00,DEV_009,62,2,80
DEV_009_2024-09-03 02:00:00,2024-09-03 02:00:00,DEV_009,19,98,49
DEV_009_2024-09-03 03:00:00,2024-09-03 03:00:00,DEV_009,78,88,28
DEV_009_2024-09-03 04:00:00,2024-09-03 04:00:00,DEV_009,48,96,37
DEV_009_2024-09-03 05:00:00,2024-09-03 05:00:00,DEV_009,74,49,48
DEV_009_2024-09-03 06:00:00,2024-09-03 06:00:00,DEV_009,73,88,29
DEV_009_2024-09-03 07:00:00,2024-09-03 07:00:00,DEV_009,60,29,58
DEV_009_2024-09-03 08:00:00,2024-09-03 08:00:00,DEV_009,48,23,27
DEV_009_2024-09-03 09:00:00,2024-09-03 09:00:00,DEV_009,95,7,49
DEV_009_2024-09-03 10:00:00,2024-09-03 10:00:00,DEV_009,54,68,78
DEV_009_2024-09-03 11:00:00,2024-09-03 11:00:00,DEV_009,42,74,59
DEV_009_2024-09-03 12:00:00,2024-09-03 12:00:00,DEV_009,44,98,26
DEV_009_2024-09-03 13:00:00,2024-09-03 13:00:00,DEV_009,23,73,8
DEV_009_2024-09-03 14:00:00,2024-09-03 14:00:00,DEV_009,53,14,71
DEV_009_2024-09-03 15:00:00,2024-09-03 15:00:00,DEV_009,7,9,3
DEV_009_2024-09-03 16:00:00,2024-09-03 16:00:00,DEV_009,78,17,44
DEV_009_2024-09-03 17:00:00,2024-09-03 17:00:00,DEV_009,86,46,90
DEV_009_2024-09-03 18:00:00,2024-09-03 18:00:00,DEV_009,58,28,14
DEV_009_2024-09-03 19:00:00,2024-09-03 19:00:00,DEV_009,9,26,2
DEV_009_2024-09-03 20:00:00,2024-09-03 20:00:00,DEV_009,75,81,34
DEV_009_2024-09-03 21:00:00,2024-09-03 21:00:00,DEV_009,19,39,82
DEV_009_2024-09-03 22:00:00,2024-09-03 22:00:00,DEV_009,13,5,50
DEV_009_2024-09-03 23:00:00,2024-09-03 23:00:00,DEV_009,23,88,29
DEV_009_2024-09-04 00:00:00,2024-09-04 00:00:00,DEV_009,72,26,79
DEV_009_2024-09-04 01:00:00,2024-09-04 01:00:00,DEV_009,57,1,28
DEV_009_2024-09-04 02:00:00,2024-09-04 02:00:00,DEV_009,62,47,78
DEV_009_2024-09-04 03:00:00,2024-09-04 03:00:00,DEV_009,98,59,31
DEV_009_2024-09-04 04:00:00,2024-09-04 04:00:00,DEV_009,70,49,5
DEV_009_2024-09-04 05:00:00,2024-09-04 05:00:00,DEV_009,31,37,79
DEV_009_2024-09-04 06:00:00,2024-09-04 06:00:00,DEV_009,15,52,69
DEV_009_2024-09-04 07:00:00,2024-09-04 07:00:00,DEV_009,92,97,11
DEV_009_2024-09-04 08:00:00,2024-09-04 08:00:00,DEV_009,43,70,23
DEV_009_2024-09-04 09:00:00,2024-09-04 09:00:00,DEV_009,40,63,2
DEV_009_2024-09-04 10:00:00,2024-09-04 10:00:00,DEV_009,79,87,86
DEV_009_2024-09-04 11:00:00,2024-09-04 11:00:00,DEV_009,73,47,30
DEV_009_2024-09-04 12:00:00,2024-09-04 12:00:00,DEV_009,16,59,47
DEV_009_2024-09-04 13:00:00,2024-09-04 13:00:00,DEV_009,30,9,65
DEV_009_2024-09-04 14:00:00,2024-09-04 14:00:00,DEV_009,59,64,8
DEV_009_2024-09-04 15:00:00,2024-09-04 15:00:00,DEV_009,52,18,91
DEV_009_2024-09-04 16:00:00,2024-09-04 16:00:00,DEV_009,82,96,58
DEV_009_2024-09-04 17:00:00,2024-09-04 17:00:00,DEV_009,49,32,48
DEV_009_2024-09-04 18:00:00,2024-09-04 18:00:00,DEV_009,45,54,85
DEV_009_2024-09-04 19:00:00,2024-09-04 19:00:00,DEV_009,46,96,31
DEV_009_2024-09-04 20:00:00,2024-09-04 20:00:00,DEV_009,37,16,46
DEV_009_2024-09-04 21:00:00,2024-09-04 21:00:00,DEV_009,46,78,88
DEV_009_2024-09-04 22:00:00,2024-09-04 22:00:00,DEV_009,89,61,46
DEV_009_2024-09-04 23:00:00,2024-09-04 23:00:00,DEV_009,51,62,35
DEV_009_2024-09-05 00:00:00,2024-09-05 00:00:00,DEV_009,81,42,45
DEV_009_2024-09-05 01:00:00,2024-09-05 01:00:00,DEV_009,68,75,47
DEV_009_2024-09-05 02:00:00,2024-09-05 02:00:00,DEV_009,79,30,24
DEV_009_2024-09-05 03:00:00,2024-09-05 03:00:00,DEV_009,66,43,34
DEV_009_2024-09-05 04:00:00,2024-09-05 04:00:00,DEV_009,23,61,95
DEV_009_2024-09-05 05:00:00,2024-09-05 05:00:00,DEV_009,37,13,97
DEV_009_2024-09-05 06:00:00,2024-09-05 06:00:00,DEV_009,71,96,7
DEV_009_2024-09-05 07:00:00,2024-09-05 07:00:00,DEV_009,42,38,52
DEV_009_2024-09-05 08:00:00,2024-09-05 08:00:00,DEV_009,44,64,13
DEV_009_2024-09-05 09:00:00,2024-09-05 09:00:00,DEV_009,88,28,96
DEV_009_2024-09-05 10:00:00,2024-09-05 10:00:00,DEV_009,82,98,98
DEV_009_2024-09-05 11:00:00,2024-09-05 11:00:00,DEV_009,1,43,42
DEV_009_2024-09-05 12:00:00,2024-09-05 12:00:00,DEV_009,95,50,60
DEV_009_2024-09-05 13:00:00,2024-09-05 13:00:00,DEV_009,1,51,16
DEV_009_2024-09-05 14:00:00,2024-09-05 14:00:00,DEV_009,39,15,33
DEV_009_2024-09-05 15:00:00,2024-09-05 15:00:00,DEV_009,87,53,98
DEV_009_2024-09-05 16:00:00,2024-09-05 16:00:00,DEV_009,17,89,6
DEV_009_2024-09-05 17:00:00,2024-09-05 17:00:00,DEV_009,31,69,40
DEV_009_2024-09-05 18:00:00,2024-09-05 18:00:00,DEV_009,30,69,76
DEV_009_2024-09-05 19:00:00,2024-09-05 19:00:00,DEV_009,7,13,4
DEV_009_2024-09-05 20:00:00,2024-09-05 20:00:00,DEV_009,50,3,12
DEV_009_2024-09-05 21:00:00,2024-09-05 21:00:00,DEV_009,65,27,50
DEV_009_2024-09-05 22:00:00,2024-09-05 22:00:00,DEV_009,77,17,72
DEV_009_2024-09-05 23:00:00,2024-09-05 23:00:00,DEV_009,32,84,51
DEV_009_2024-09-06 00:00:00,2024-09-06 00:00:00,DEV_009,17,34,35
DEV_009_2024-09-06 01:00:00,2024-09-06 01:00:00,DEV_009,99,24,54
DEV_009_2024-09-06 02:00:00,2024-09-06 02:00:00,DEV_009,18,50,46
DEV_009_2024-09-06 03:00:00,2024-09-06 03:00:00,DEV_009,48,33,87
DEV_009_2024-09-06 04:00:00,2024-09-06 04:00:00,DEV_009,89,27,1
DEV_009_2024-09-06 05:00:00,2024-09-06 05:00:00,DEV_009,85,59,10
DEV_009_2024-09-06 06:00:00,2024-09-06 06:00:00,DEV_009,95,25,84
DEV_009_2024-09-06 07:00:00,2024-09-06 07:00:00,DEV_009,57,66,15
DEV_009_2024-09-06 08:00:00,2024-09-06 08:00:00,DEV_009,28,13,14
DEV_009_2024-09-06 09:00:00,2024-09-06 09:00:00,DEV_009,66,34,99
DEV_009_2024-09-06 10:00:00,2024-09-06 10:00:00,DEV_009,25,54,79
DEV_009_2024-09-06 11:00:00,2024-09-06 11:00:00,DEV_009,12,9,31
DEV_009_2024-09-06 12:00:00,2024-09-06 12:00:00,DEV_009,78,93,53
DEV_009_2024-09-06 13:00:00,2024-09-06 13:00:00,DEV_009,43,38,42
DEV_009_2024-09-06 14:00:00,2024-09-06 14:00:00,DEV_009,72,48,67
DEV_009_2024-09-06 15:00:00,2024-09-06 15:00:00,DEV_009,66,16,83
DEV_009_2024-09-06 16:00:00,2024-09-06 16:00:00,DEV_009,94,16,31
DEV_009_2024-09-06 17:00:00,2024-09-06 17:00:00,DEV_009,58,28,4
DEV_009_2024-09-06 18:00:00,2024-09-06 18:00:00,DEV_009,10,51,18
DEV_009_2024-09-06 19:00:00,2024-09-06 19:00:00,DEV_009,47,32,30
DEV_009_2024-09-06 20:00:00,2024-09-06 20:00:00,DEV_009,36,9,36
DEV_009_2024-09-06 21:00:00,2024-09-06 21:00:00,DEV_009,29,16,92
DEV_009_2024-09-06 22:00:00,2024-09-06 22:00:00,DEV_009,21,64,66
DEV_009_2024-09-06 23:00:00,2024-09-06 23:00:00,DEV_009,59,99,28
DEV_009_2024-09-07 00:00:00,2024-09-07 00:00:00,DEV_009,55,31,33
DEV_009_2024-09-07 01:00:00,2024-09-07 01:00:00,DEV_009,87,60,41
DEV_009_2024-09-07 02:00:00,2024-09-07 02:00:00,DEV_009,81,46,49
DEV_009_2024-09-07 03:00:00,2024-09-07 03:00:00,DEV_009,65,42,23
DEV_009_2024-09-07 04:00:00,2024-09-07 04:00:00,DEV_009,27,89,32
DEV_009_2024-09-07 05:00:00,2024-09-07 05:00:00,DEV_009,83,88,3
DEV_009_2024-09-07 06:00:00,2024-09-07 06:00:00,DEV_009,60,76,99
DEV_009_2024-09-07 07:00:00,2024-09-07 07:00:00,DEV_009,79,17,32
DEV_009_2024-09-07 08:00:00,2024-09-07 08:00:00,DEV_009,7,83,71
DEV_009_2024-09-07 09:00:00,2024-09-07 09:00:00,DEV_009,69,58,40
DEV_009_2024-09-07 10:00:00,2024-09-07 10:00:00,DEV_009,85,48,51
DEV_009_2024-09-07 11:00:00,2024-09-07 11:00:00,DEV_009,57,71,37
DEV_009_2024-09-07 12:00:00,2024-09-07 12:00:00,DEV_009,87,75,74
DEV_009_2024-09-07 13:00:00,2024-09-07 13:00:00,DEV_009,85,55,41
DEV_009_2024-09-07 14:00:00,2024-09-07 14:00:00,DEV_009,97,20,33
DEV_009_2024-09-07 15:00:00,2024-09-07 15:00:00,DEV_009,40,99,34
DEV_009_2024-09-07 16:00:00,2024-09-07 16:00:00,DEV_009,62,91,19
DEV_009_2024-09-07 17:00:00,2024-09-07 17:00:00,DEV_009,43,69,63
DEV_009_2024-09-07 18:00:00,2024-09-07 18:00:00,DEV_009,93,10,13
DEV_009_2024-09-07 19:00:00,2024-09-07 19:00:00,DEV_009,93,5,58
DEV_009_2024-09-07 20:00:00,2024-09-07 20:00:00,DEV_009,59,76,59
DEV_009_2024-09-07 21:00:00,2024-09-07 21:00:00,DEV_009,77,86,15
DEV_009_2024-09-07 22:00:00,2024-09-07 22:00:00,DEV_009,77,1,38
DEV_009_2024-09-07 23:00:00,2024-09-07 23:00:00,DEV_009,53,52,1
DEV_009_2024-09-08 00:00:00,2024-09-08 00:00:00,DEV_009,11,58,40
DEV_009_2024-09-08 01:00:00,2024-09-08 01:00:00,DEV_009,86,99,60
DEV_009_2024-09-08 02:00:00,2024-09-08 02:00:00,DEV_009,44,6,28
DEV_009_2024-09-08 03:00:00,2024-09-08 03:00:00,DEV_009,31,8,5
DEV_009_2024-09-08 04:00:00,2024-09-08 04:00:00,DEV_009,54,17,38
DEV_009_2024-09-08 05:00:00,2024-09-08 05:00:00,DEV_009,9,74,84
DEV_009_2024-09-08 06:00:00,2024-09-08 06:00:00,DEV_009,78,14,26
DEV_009_2024-09-08 07:00:00,2024-09-08 07:00:00,DEV_009,93,62,91
DEV_009_2024-09-08 08:00:00,2024-09-08 08:00:00,DEV_009,25,80,36
DEV_009_2024-09-08 09:00:00,2024-09-08 09:00:00,DEV_009,98,80,33
DEV_009_2024-09-08 10:00:00,2024-09-08 10:00:00,DEV_009,3,87,11
DEV_009_2024-09-08 11:00:00,2024-09-08 11:00:00,DEV_009,58,64,18
DEV_009_2024-09-08 12:00:00,2024-09-08 12:00:00,DEV_009,47,44,93
DEV_009_2024-09-08 13:00:00,2024-09-08 13:00:00,DEV_009,59,50,69
DEV_009_2024-09-08 14:00:00,2024-09-08 14:00:00,DEV_009,88,29,93
DEV_009_2024-09-08 15:00:00,2024-09-08 15:00:00,DEV_009,90,67,2
DEV_009_2024-09-08 16:00:00,2024-09-08 16:00:00,DEV_009,25,19,40
DEV_009_2024-09-08 17:00:00,2024-09-08 17:00:00,DEV_009,2,83,65
DEV_009_2024-09-08 18:00:00,2024-09-08 18:00:00,DEV_009,62,91,54
DEV_009_2024-09-08 19:00:00,2024-09-08 19:00:00,DEV_009,45,49,99
DEV_009_2024-09-08 20:00:00,2024-09-08 20:00:00,DEV_009,69,38,4
DEV_009_2024-09-08 21:00:00,2024-09-08 21:00:00,DEV_009,17,53,85
DEV_009_2024-09-08 22:00:00,2024-09-08 22:00:00,DEV_009,53,31,22
DEV_009_2024-09-08 23:00:00,2024-09-08 23:00:00,DEV_009,11,34,15
DEV_009_2024-09-09 00:00:00,2024-09-09 00:00:00,DEV_009,10,96,53
DEV_009_2024-09-09 01:00:00,2024-09-09 01:00:00,DEV_009,48,31,37
DEV_009_2024-09-09 02:00:00,2024-09-09 02:00:00,DEV_009,28,31,70
DEV_009_2024-09-09 03:00:00,2024-09-09 03:00:00,DEV_009,14,87,16
DEV_009_2024-09-09 04:00:00,2024-09-09 04:00:00,DEV_009,25,39,66
DEV_009_2024-09-09 05:00:00,2024-09-09 05:00:00,DEV_009,38,41,98
DEV_009_2024-09-09 06:00:00,2024-09-09 06:00:00,DEV_009,40,64,89
DEV_009_2024-09-09 07:00:00,2024-09-09 07:00:00,DEV_009,16,82,77
DEV_009_2024-09-09 08:00:00,2024-09-09 08:00:00,DEV_009,59,91,98
DEV_009_2024-09-09 09:00:00,2024-09-09 09:00:00,DEV_009,11,1,13
DEV_009_2024-09-09 10:00:00,2024-09-09 10:00:00,DEV_009,30,69,18
DEV_009_2024-09-09 11:00:00,2024-09-09 11:00:00,DEV_009,78,13,32
DEV_009_2024-09-09 12:00:00,2024-09-09 12:00:00,DEV_009,71,72,50
DEV_009_2024-09-09 13:00:00,2024-09-09 13:00:00,DEV_009,71,80,31
DEV_009_2024-09-09 14:00:00,2024-09-09 14:00:00,DEV_009,51,27,60
DEV_009_2024-09-09 15:00:00,2024-09-09 15:00:00,DEV_009,33,53,93
DEV_009_2024-09-09 16:00:00,2024-09-09 16:00:00,DEV_009,72,33,41
DEV_009_2024-09-09 17:00:00,2024-09-09 17:00:00,DEV_009,19,85,41
DEV_009_2024-09-09 18:00:00,2024-09-09 18:00:00,DEV_009,85,89,42
DEV_009_2024-09-09 19:00:00,2024-09-09 19:00:00,DEV_009,23,75,33
DEV_009_2024-09-09 20:00:00,2024-09-09 20:00:00,DEV_009,20,25,90
DEV_009_2024-09-09 21:00:00,2024-09-09 21:00:00,DEV_009,52,12,32
DEV_009_2024-09-09 22:00:00,2024-09-09 22:00:00,DEV_009,33,74,68
DEV_009_2024-09-09 23:00:00,2024-09-09 23:00:00,DEV_009,15,51,6
DEV_009_2024-09-10 00:00:00,2024-09-10 00:00:00,DEV_009,91,69,69
DEV_009_2024-09-10 01:00:00,2024-09-10 01:00:00,DEV_009,82,92,35
DEV_009_2024-09-10 02:00:00,2024-09-10 02:00:00,DEV_009,86,34,63
DEV_009_2024-09-10 03:00:00,2024-09-10 03:00:00,DEV_009,68,18,26
DEV_009_2024-09-10 04:00:00,2024-09-10 04:00:00,DEV_009,86,97,61
DEV_009_2024-09-10 05:00:00,2024-09-10 05:00:00,DEV_009,78,95,74
DEV_009_2024-09-10 06:00:00,2024-09-10 06:00:00,DEV_009,88,85,48
DEV_009_2024-09-10 07:00:00,2024-09-10 07:00:00,DEV_009,72,96,31
DEV_009_2024-09-10 08:00:00,2024-09-10 08:00:00,DEV_009,34,87,89
DEV_009_2024-09-10 09:00:00,2024-09-10 09:00:00,DEV_009,7,83,7
DEV_009_2024-09-10 10:00:00,2024-09-10 10:00:00,DEV_009,47,8,78
DEV_009_2024-09-10 11:00:00,2024-09-10 11:00:00,DEV_009,1,77,3
DEV_009_2024-09-10 12:00:00,2024-09-10 12:00:00,DEV_009,53,92,38
DEV_009_2024-09-10 13:00:00,2024-09-10 13:00:00,DEV_009,51,15,67
DEV_009_2024-09-10 14:00:00,2024-09-10 14:00:00,DEV_009,64,68,5
DEV_009_2024-09-10 15:00:00,2024-09-10 15:00:00,DEV_009,90,89,10
DEV_009_2024-09-10 16:00:00,2024-09-10 16:00:00,DEV_009,8,12,64
DEV_009_2024-09-10 17:00:00,2024-09-10 17:00:00,DEV_009,59,67,91
DEV_009_2024-09-10 18:00:00,2024-09-10 18:00:00,DEV_009,50,23,40
DEV_009_2024-09-10 19:00:00,2024-09-10 19:00:00,DEV_009,97,78,87
DEV_009_2024-09-10 20:00:00,2024-09-10 20:00:00,DEV_009,95,77,76
DEV_009_2024-09-10 21:00:00,2024-09-10 21:00:00,DEV_009,99,18,21
DEV_009_2024-09-10 22:00:00,2024-09-10 22:00:00,DEV_009,1,38,41
DEV_009_2024-09-10 23:00:00,2024-09-10 23:00:00,DEV_009,42,9,23
DEV_009_2024-09-11 00:00:00,2024-09-11 00:00:00,DEV_009,78,11,71
DEV_009_2024-09-11 01:00:00,2024-09-11 01:00:00,DEV_009,31,88,26
DEV_009_2024-09-11 02:00:00,2024-09-11 02:00:00,DEV_009,30,34,46
DEV_009_2024-09-11 03:00:00,2024-09-11 03:00:00,DEV_009,69,5,61
DEV_009_2024-09-11 04:00:00,2024-09-11 04:00:00,DEV_009,83,38,28
DEV_009_2024-09-11 05:00:00,2024-09-11 05:00:00,DEV_009,26,61,23
DEV_009_2024-09-11 06:00:00,2024-09-11 06:00:00,DEV_009,46,30,67
DEV_009_2024-09-11 07:00:00,2024-09-11 07:00:00,DEV_009,92,33,3
DEV_009_2024-09-11 08:00:00,2024-09-11 08:00:00,DEV_009,69,83,42
DEV_009_2024-09-11 09:00:00,2024-09-11 09:00:00,DEV_009,62,58,57
DEV_009_2024-09-11 10:00:00,2024-09-11 10:00:00,DEV_009,1,73,60
DEV_009_2024-09-11 11:00:00,2024-09-11 11:00:00,DEV_009,69,59,46
DEV_009_2024-09-11 12:00:00,2024-09-11 12:00:00,DEV_009,34,97,25
DEV_009_2024-09-11 13:00:00,2024-09-11 13:00:00,DEV_009,42,29,25
DEV_009_2024-09-11 14:00:00,2024-09-11 14:00:00,DEV_009,54,73,67
DEV_009_2024-09-11 15:00:00,2024-09-11 15:00:00,DEV_009,15,4,38
DEV_009_2024-09-11 16:00:00,2024-09-11 16:00:00,DEV_009,20,23,37
DEV_009_2024-09-11 17:00:00,2024-09-11 17:00:00,DEV_009,62,8,37
DEV_009_2024-09-11 18:00:00,2024-09-11 18:00:00,DEV_009,45,97,33
