distid,createdts,sn,stations_bs,stations_br,stations_mode,stations_signal_strength,stations_tx_link_rate,stations_max_tx_phy_rate,stations_link_rate,stations_max_rx_phy_rate,stations_airtime_utilization,stations_station_name,connect_type,stations_parent_id
DEV_005_2024-10-27 14:00:00,2024-10-27 14:00:00,DEV_005,11,16,47,39,52,1,32,72,19,Station_9,5G,PARENT_4
DEV_005_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_005,86,11,71,70,25,96,33,95,16,Station_4,MoCA,PARENT_7
DEV_005_2024-10-27 18:00:00,2024-10-27 18:00:00,DEV_005,45,47,56,11,30,25,98,21,2,Station_3,5G,PARENT_2
DEV_005_2024-10-27 20:00:00,2024-10-27 20:00:00,DEV_005,95,64,23,78,18,75,58,60,15,Station_5,5G,PARENT_3
DEV_005_2024-10-27 22:00:00,2024-10-27 22:00:00,DEV_005,82,8,38,26,96,64,77,64,74,Station_1,5G_H_iptv,PARENT_5
DEV_005_2024-10-28 00:00:00,2024-10-28 00:00:00,DEV_005,1,65,83,50,69,76,92,60,37,Station_7,5G,PARENT_7
DEV_005_2024-10-28 02:00:00,2024-10-28 02:00:00,DEV_005,88,81,4,17,30,54,89,81,78,Station_7,5G_H,PARENT_1
DEV_005_2024-10-28 04:00:00,2024-10-28 04:00:00,DEV_005,59,52,46,81,78,59,79,19,69,Station_1,MoCA,PARENT_7
DEV_005_2024-10-28 06:00:00,2024-10-28 06:00:00,DEV_005,6,25,47,17,33,11,33,28,41,Station_7,5G,PARENT_5
DEV_005_2024-10-28 08:00:00,2024-10-28 08:00:00,DEV_005,30,46,90,56,3,85,12,7,26,Station_8,5G_iptv,PARENT_7
DEV_005_2024-10-28 10:00:00,2024-10-28 10:00:00,DEV_005,13,78,25,81,16,92,41,82,4,Station_8,5G_H,PARENT_3
DEV_005_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_005,81,55,33,39,24,83,63,60,98,Station_4,MoCA,PARENT_2
DEV_005_2024-10-28 14:00:00,2024-10-28 14:00:00,DEV_005,41,15,57,49,59,74,6,97,64,Station_7,5G_H_iptv,PARENT_5
DEV_005_2024-10-28 16:00:00,2024-10-28 16:00:00,DEV_005,40,31,14,70,97,45,96,12,39,Station_6,2.4G,PARENT_8
DEV_005_2024-10-28 18:00:00,2024-10-28 18:00:00,DEV_005,99,79,13,40,21,58,67,72,14,Station_2,6G_guest,PARENT_1
DEV_005_2024-10-28 20:00:00,2024-10-28 20:00:00,DEV_005,72,56,4,55,9,61,65,61,56,Station_7,5G_H,PARENT_5
DEV_005_2024-10-28 22:00:00,2024-10-28 22:00:00,DEV_005,44,56,94,39,23,21,77,95,13,Station_1,5G_H,PARENT_9
DEV_005_2024-10-29 00:00:00,2024-10-29 00:00:00,DEV_005,47,4,85,71,70,70,43,39,31,Station_9,Ether,PARENT_5
DEV_005_2024-10-29 02:00:00,2024-10-29 02:00:00,DEV_005,7,1,7,9,89,48,55,77,95,Station_6,5G_H_iptv,PARENT_1
DEV_005_2024-10-29 04:00:00,2024-10-29 04:00:00,DEV_005,30,22,4,93,66,30,24,80,25,Station_1,6G_guest,PARENT_7
DEV_005_2024-10-29 06:00:00,2024-10-29 06:00:00,DEV_005,16,55,27,93,93,68,60,58,96,Station_9,6G_iptv,PARENT_9
DEV_005_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_005,68,34,34,2,92,1,87,37,83,Station_3,6G,PARENT_1
DEV_005_2024-10-29 10:00:00,2024-10-29 10:00:00,DEV_005,13,1,45,74,14,40,22,46,84,Station_8,5G_H_iptv,PARENT_9
DEV_005_2024-10-29 12:00:00,2024-10-29 12:00:00,DEV_005,80,65,18,68,70,58,51,62,62,Station_1,6G_guest,PARENT_3
DEV_005_2024-10-29 14:00:00,2024-10-29 14:00:00,DEV_005,76,27,56,29,43,17,37,40,91,Station_9,5G_guest,PARENT_4
DEV_005_2024-10-29 16:00:00,2024-10-29 16:00:00,DEV_005,59,59,71,43,84,74,15,15,87,Station_4,MoCA,PARENT_9
DEV_005_2024-10-29 18:00:00,2024-10-29 18:00:00,DEV_005,27,62,11,96,15,71,90,8,69,Station_2,Ether,PARENT_1
DEV_005_2024-10-29 20:00:00,2024-10-29 20:00:00,DEV_005,77,9,80,71,76,4,31,96,3,Station_9,5G_iptv,PARENT_2
DEV_005_2024-10-29 22:00:00,2024-10-29 22:00:00,DEV_005,75,50,60,71,47,57,84,22,22,Station_9,Ether,PARENT_2
DEV_005_2024-10-30 00:00:00,2024-10-30 00:00:00,DEV_005,12,29,3,53,26,81,84,52,99,Station_4,5G_iptv,PARENT_3
DEV_005_2024-10-30 02:00:00,2024-10-30 02:00:00,DEV_005,41,13,40,92,51,96,2,36,14,Station_2,6G,PARENT_9
DEV_005_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_005,50,71,35,81,90,29,38,33,75,Station_2,5G_guest,PARENT_2
DEV_005_2024-10-30 06:00:00,2024-10-30 06:00:00,DEV_005,31,79,94,77,5,84,40,47,63,Station_2,6G,PARENT_2
DEV_005_2024-10-30 08:00:00,2024-10-30 08:00:00,DEV_005,76,20,24,73,35,55,52,95,45,Station_3,5G,PARENT_9
DEV_005_2024-10-30 10:00:00,2024-10-30 10:00:00,DEV_005,29,68,50,14,28,58,33,72,51,Station_1,2.4G_guest,PARENT_3
DEV_005_2024-10-30 12:00:00,2024-10-30 12:00:00,DEV_005,18,44,55,36,19,49,21,53,80,Station_6,5G_H_iptv,PARENT_1
DEV_005_2024-10-30 14:00:00,2024-10-30 14:00:00,DEV_005,82,1,27,19,99,90,52,79,70,Station_2,6G_iptv,PARENT_1
DEV_005_2024-10-30 16:00:00,2024-10-30 16:00:00,DEV_005,81,67,84,2,37,53,73,87,97,Station_7,6G,PARENT_3
DEV_005_2024-10-30 18:00:00,2024-10-30 18:00:00,DEV_005,42,51,68,34,54,58,15,29,57,Station_2,5G_guest,PARENT_9
DEV_005_2024-10-30 20:00:00,2024-10-30 20:00:00,DEV_005,71,27,89,1,73,22,22,53,66,Station_6,MoCA,PARENT_1
DEV_005_2024-10-30 22:00:00,2024-10-30 22:00:00,DEV_005,55,81,96,44,37,38,68,5,23,Station_1,Ether,PARENT_8
DEV_005_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_005,42,48,98,99,6,67,16,29,74,Station_3,5G_iptv,PARENT_6
DEV_005_2024-10-31 02:00:00,2024-10-31 02:00:00,DEV_005,65,31,5,91,38,20,65,87,64,Station_4,2.4G_guest,PARENT_5
DEV_005_2024-10-31 04:00:00,2024-10-31 04:00:00,DEV_005,7,61,92,52,31,17,78,19,7,Station_7,Ether,PARENT_6
DEV_005_2024-10-31 06:00:00,2024-10-31 06:00:00,DEV_005,76,43,11,29,35,61,28,58,96,Station_7,MoCA,PARENT_2
DEV_005_2024-10-31 08:00:00,2024-10-31 08:00:00,DEV_005,22,28,57,2,92,84,61,75,45,Station_5,Ether,PARENT_8
DEV_005_2024-10-31 10:00:00,2024-10-31 10:00:00,DEV_005,60,95,67,36,41,19,48,7,94,Station_1,6G_iptv,PARENT_3
DEV_005_2024-10-31 12:00:00,2024-10-31 12:00:00,DEV_005,4,56,6,62,30,59,43,61,56,Station_1,6G_guest,PARENT_5
DEV_005_2024-10-31 14:00:00,2024-10-31 14:00:00,DEV_005,11,80,49,42,89,62,66,91,20,Station_1,2.4G_guest,PARENT_9
DEV_005_2024-10-31 16:00:00,2024-10-31 16:00:00,DEV_005,44,16,58,21,53,82,10,6,17,Station_1,2.4G_guest,PARENT_7
DEV_005_2024-10-31 18:00:00,2024-10-31 18:00:00,DEV_005,3,73,67,62,46,9,83,22,78,Station_2,Ether,PARENT_6
DEV_005_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_005,53,87,33,41,92,21,26,10,64,Station_7,2.4G,PARENT_8
DEV_005_2024-10-31 22:00:00,2024-10-31 22:00:00,DEV_005,1,28,77,39,78,58,38,65,2,Station_6,Ether,PARENT_4
DEV_005_2024-11-01 00:00:00,2024-11-01 00:00:00,DEV_005,54,18,22,47,76,75,73,28,42,Station_7,2.4G,PARENT_4
DEV_005_2024-11-01 02:00:00,2024-11-01 02:00:00,DEV_005,68,27,65,91,46,64,64,57,50,Station_3,5G_iptv,PARENT_1
DEV_005_2024-11-01 04:00:00,2024-11-01 04:00:00,DEV_005,3,4,27,37,23,27,89,82,2,Station_2,5G_H_iptv,PARENT_5
DEV_005_2024-11-01 06:00:00,2024-11-01 06:00:00,DEV_005,37,75,49,29,77,8,88,60,93,Station_1,6G_iptv,PARENT_6
DEV_005_2024-11-01 08:00:00,2024-11-01 08:00:00,DEV_005,25,7,22,97,15,3,55,8,48,Station_1,6G_guest,PARENT_3
DEV_005_2024-11-01 10:00:00,2024-11-01 10:00:00,DEV_005,82,52,77,99,38,22,57,13,36,Station_6,5G_H_guest,PARENT_6
DEV_005_2024-11-01 12:00:00,2024-11-01 12:00:00,DEV_005,72,88,80,83,38,48,67,22,22,Station_7,MoCA,PARENT_6
DEV_005_2024-11-01 14:00:00,2024-11-01 14:00:00,DEV_005,63,80,42,67,2,61,61,10,36,Station_7,5G_H_guest,PARENT_8
DEV_005_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_005,16,13,34,22,19,18,48,10,83,Station_7,6G_guest,PARENT_6
DEV_005_2024-11-01 18:00:00,2024-11-01 18:00:00,DEV_005,9,35,14,24,67,90,46,26,46,Station_3,5G_iptv,PARENT_5
DEV_005_2024-11-01 20:00:00,2024-11-01 20:00:00,DEV_005,30,12,89,61,14,31,43,76,62,Station_4,6G,PARENT_3
DEV_005_2024-11-01 22:00:00,2024-11-01 22:00:00,DEV_005,89,45,23,94,5,58,97,40,12,Station_1,MoCA,PARENT_3
DEV_005_2024-11-02 00:00:00,2024-11-02 00:00:00,DEV_005,75,14,59,81,96,35,30,69,13,Station_2,5G,PARENT_6
DEV_005_2024-11-02 02:00:00,2024-11-02 02:00:00,DEV_005,56,70,68,82,95,24,73,27,8,Station_9,6G_iptv,PARENT_1
DEV_005_2024-11-02 04:00:00,2024-11-02 04:00:00,DEV_005,5,19,52,78,45,37,96,15,58,Station_1,Ether,PARENT_8
DEV_005_2024-11-02 06:00:00,2024-11-02 06:00:00,DEV_005,48,26,78,9,76,15,98,86,12,Station_9,MoCA,PARENT_8
DEV_005_2024-11-02 08:00:00,2024-11-02 08:00:00,DEV_005,4,5,16,53,45,68,19,13,3,Station_5,6G,PARENT_1
DEV_005_2024-11-02 10:00:00,2024-11-02 10:00:00,DEV_005,84,41,34,17,41,58,7,44,37,Station_8,5G_H,PARENT_5
DEV_005_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_005,15,98,3,66,98,60,99,63,84,Station_2,MoCA,PARENT_7
DEV_005_2024-11-02 14:00:00,2024-11-02 14:00:00,DEV_005,81,74,87,30,37,44,66,41,60,Station_6,5G_iptv,PARENT_9
DEV_005_2024-11-02 16:00:00,2024-11-02 16:00:00,DEV_005,56,24,3,64,29,16,88,4,71,Station_6,MoCA,PARENT_4
DEV_005_2024-11-02 18:00:00,2024-11-02 18:00:00,DEV_005,79,73,57,99,67,56,89,64,67,Station_8,5G_guest,PARENT_5
DEV_005_2024-11-02 20:00:00,2024-11-02 20:00:00,DEV_005,78,27,77,87,66,95,77,16,1,Station_2,Ether,PARENT_4
DEV_005_2024-11-02 22:00:00,2024-11-02 22:00:00,DEV_005,66,4,77,45,1,57,67,15,67,Station_1,5G_H_iptv,PARENT_7
DEV_005_2024-11-03 00:00:00,2024-11-03 00:00:00,DEV_005,43,8,1,45,92,75,73,43,11,Station_9,MoCA,PARENT_8
DEV_005_2024-11-03 02:00:00,2024-11-03 02:00:00,DEV_005,52,67,87,83,45,9,70,80,45,Station_3,2.4G,PARENT_8
DEV_005_2024-11-03 04:00:00,2024-11-03 04:00:00,DEV_005,3,44,13,26,20,64,23,83,31,Station_6,2.4G,PARENT_3
DEV_005_2024-11-03 06:00:00,2024-11-03 06:00:00,DEV_005,6,17,65,92,44,61,95,16,68,Station_3,5G_iptv,PARENT_7
DEV_005_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_005,68,20,77,72,36,98,68,26,35,Station_5,2.4G_guest,PARENT_6
DEV_005_2024-11-03 10:00:00,2024-11-03 10:00:00,DEV_005,94,3,84,46,67,80,4,40,39,Station_1,6G_iptv,PARENT_4
DEV_005_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_005,74,73,75,65,95,17,64,47,18,Station_7,6G_guest,PARENT_8
DEV_005_2024-11-03 14:00:00,2024-11-03 14:00:00,DEV_005,33,90,29,88,46,76,92,26,41,Station_9,6G,PARENT_2
DEV_005_2024-11-03 16:00:00,2024-11-03 16:00:00,DEV_005,51,72,27,4,76,95,85,20,48,Station_5,MoCA,PARENT_2
DEV_005_2024-11-03 18:00:00,2024-11-03 18:00:00,DEV_005,66,92,85,50,13,97,27,26,53,Station_2,Ether,PARENT_1
DEV_005_2024-11-03 20:00:00,2024-11-03 20:00:00,DEV_005,74,83,57,12,88,65,9,93,45,Station_8,6G_guest,PARENT_3
DEV_005_2024-11-03 22:00:00,2024-11-03 22:00:00,DEV_005,82,44,48,19,86,82,54,76,73,Station_4,5G_H_iptv,PARENT_9
DEV_005_2024-11-04 00:00:00,2024-11-04 00:00:00,DEV_005,9,46,31,55,70,58,15,40,10,Station_1,5G_H,PARENT_8
DEV_005_2024-11-04 02:00:00,2024-11-04 02:00:00,DEV_005,85,64,48,94,50,3,70,64,25,Station_8,5G_H_guest,PARENT_1
DEV_005_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_005,75,12,1,68,69,99,59,75,30,Station_1,5G_H,PARENT_5
DEV_005_2024-11-04 06:00:00,2024-11-04 06:00:00,DEV_005,22,25,98,4,12,4,23,70,58,Station_1,5G_H_guest,PARENT_7
DEV_005_2024-11-04 08:00:00,2024-11-04 08:00:00,DEV_005,35,58,97,6,7,21,15,66,87,Station_7,2.4G,PARENT_1
DEV_005_2024-11-04 10:00:00,2024-11-04 10:00:00,DEV_005,79,62,33,61,13,13,59,28,77,Station_8,5G_iptv,PARENT_4
DEV_005_2024-11-04 12:00:00,2024-11-04 12:00:00,DEV_005,4,13,76,1,44,49,81,24,34,Station_7,5G_H_iptv,PARENT_7
DEV_005_2024-11-04 14:00:00,2024-11-04 14:00:00,DEV_005,23,21,43,60,24,67,93,28,66,Station_4,MoCA,PARENT_4
DEV_005_2024-11-04 16:00:00,2024-11-04 16:00:00,DEV_005,36,57,90,57,86,19,31,42,60,Station_9,5G_guest,PARENT_9
DEV_005_2024-11-04 18:00:00,2024-11-04 18:00:00,DEV_005,30,41,32,59,48,79,99,65,21,Station_4,2.4G,PARENT_8
DEV_005_2024-11-04 20:00:00,2024-11-04 20:00:00,DEV_005,16,58,7,80,28,50,12,25,30,Station_8,6G,PARENT_4
DEV_005_2024-11-04 22:00:00,2024-11-04 22:00:00,DEV_005,55,36,49,46,94,70,35,94,14,Station_5,6G_guest,PARENT_8
DEV_005_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_005,52,41,5,21,55,49,61,6,51,Station_8,2.4G_guest,PARENT_7
DEV_005_2024-11-05 02:00:00,2024-11-05 02:00:00,DEV_005,42,90,21,48,60,82,17,21,52,Station_6,2.4G,PARENT_2
DEV_005_2024-11-05 04:00:00,2024-11-05 04:00:00,DEV_005,19,22,80,25,44,11,76,28,66,Station_6,6G_guest,PARENT_9
DEV_005_2024-11-05 06:00:00,2024-11-05 06:00:00,DEV_005,2,33,13,56,52,45,50,59,64,Station_8,5G,PARENT_8
DEV_005_2024-11-05 08:00:00,2024-11-05 08:00:00,DEV_005,84,84,47,12,45,37,8,97,31,Station_6,6G_iptv,PARENT_2
DEV_005_2024-11-05 10:00:00,2024-11-05 10:00:00,DEV_005,56,20,72,46,88,1,58,67,75,Station_8,5G_H_guest,PARENT_7
DEV_005_2024-11-05 12:00:00,2024-11-05 12:00:00,DEV_005,43,3,21,69,65,78,68,19,47,Station_4,5G_iptv,PARENT_4
DEV_005_2024-11-05 14:00:00,2024-11-05 14:00:00,DEV_005,9,34,42,13,68,36,19,81,60,Station_9,5G,PARENT_9
DEV_005_2024-11-05 16:00:00,2024-11-05 16:00:00,DEV_005,7,78,97,76,52,4,52,56,6,Station_1,2.4G_guest,PARENT_7
DEV_005_2024-11-05 18:00:00,2024-11-05 18:00:00,DEV_005,76,13,59,57,82,95,46,53,28,Station_5,5G_iptv,PARENT_4
DEV_005_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_005,20,98,50,14,15,36,30,18,98,Station_4,6G_guest,PARENT_3
DEV_005_2024-11-05 22:00:00,2024-11-05 22:00:00,DEV_005,64,68,91,55,67,44,59,12,36,Station_7,Ether,PARENT_2
DEV_005_2024-11-06 00:00:00,2024-11-06 00:00:00,DEV_005,31,69,20,38,75,95,89,4,85,Station_9,MoCA,PARENT_3
DEV_005_2024-11-06 02:00:00,2024-11-06 02:00:00,DEV_005,37,43,92,62,51,53,1,64,16,Station_2,Ether,PARENT_1
DEV_005_2024-11-06 04:00:00,2024-11-06 04:00:00,DEV_005,86,80,77,7,62,17,21,95,79,Station_7,5G,PARENT_5
DEV_005_2024-11-06 06:00:00,2024-11-06 06:00:00,DEV_005,41,26,94,75,26,70,67,89,79,Station_5,5G_H_iptv,PARENT_6
DEV_005_2024-11-06 08:00:00,2024-11-06 08:00:00,DEV_005,23,57,53,76,27,62,79,72,25,Station_3,2.4G,PARENT_5
DEV_005_2024-11-06 10:00:00,2024-11-06 10:00:00,DEV_005,18,93,91,40,74,53,5,22,56,Station_8,MoCA,PARENT_1
DEV_005_2024-11-06 12:00:00,2024-11-06 12:00:00,DEV_005,58,81,72,92,26,20,83,14,25,Station_4,6G_guest,PARENT_8
DEV_005_2024-11-06 14:00:00,2024-11-06 14:00:00,DEV_005,49,97,6,89,1,94,5,73,8,Station_8,5G_H_guest,PARENT_7
DEV_005_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_005,41,72,85,19,3,39,16,65,74,Station_6,5G,PARENT_1
DEV_005_2024-11-06 18:00:00,2024-11-06 18:00:00,DEV_005,21,93,62,31,3,38,60,92,92,Station_1,6G_guest,PARENT_9
DEV_005_2024-11-06 20:00:00,2024-11-06 20:00:00,DEV_005,82,8,70,51,50,73,18,94,84,Station_2,5G,PARENT_2
DEV_005_2024-11-06 22:00:00,2024-11-06 22:00:00,DEV_005,33,3,92,5,80,59,4,18,27,Station_2,Ether,PARENT_6
DEV_005_2024-11-07 00:00:00,2024-11-07 00:00:00,DEV_005,99,83,93,11,38,65,59,54,21,Station_3,5G_H_guest,PARENT_8
DEV_005_2024-11-07 02:00:00,2024-11-07 02:00:00,DEV_005,67,15,81,92,61,51,41,78,17,Station_6,5G_iptv,PARENT_4
DEV_005_2024-11-07 04:00:00,2024-11-07 04:00:00,DEV_005,39,70,70,77,35,99,27,32,98,Station_3,5G_iptv,PARENT_2
DEV_005_2024-11-07 06:00:00,2024-11-07 06:00:00,DEV_005,21,29,4,68,1,31,45,81,71,Station_4,MoCA,PARENT_2
DEV_005_2024-11-07 08:00:00,2024-11-07 08:00:00,DEV_005,36,21,23,77,34,69,31,12,28,Station_7,Ether,PARENT_6
DEV_005_2024-11-07 10:00:00,2024-11-07 10:00:00,DEV_005,51,88,78,80,11,94,38,42,7,Station_3,5G_H_guest,PARENT_1
DEV_005_2024-11-07 12:00:00,2024-11-07 12:00:00,DEV_005,30,97,52,81,54,48,84,33,91,Station_5,2.4G_guest,PARENT_2
DEV_005_2024-11-07 14:00:00,2024-11-07 14:00:00,DEV_005,95,5,82,83,17,87,2,24,51,Station_9,6G_guest,PARENT_1
DEV_005_2024-11-07 16:00:00,2024-11-07 16:00:00,DEV_005,52,22,14,77,76,71,66,67,40,Station_4,5G_H_guest,PARENT_7
DEV_005_2024-11-07 18:00:00,2024-11-07 18:00:00,DEV_005,94,37,14,64,26,40,7,92,8,Station_5,MoCA,PARENT_9
DEV_005_2024-11-07 20:00:00,2024-11-07 20:00:00,DEV_005,36,59,3,62,22,22,96,38,50,Station_7,5G,PARENT_8
DEV_005_2024-11-07 22:00:00,2024-11-07 22:00:00,DEV_005,85,4,79,21,20,84,25,45,64,Station_5,2.4G_guest,PARENT_8
DEV_005_2024-11-08 00:00:00,2024-11-08 00:00:00,DEV_005,93,99,94,58,73,37,5,18,33,Station_1,MoCA,PARENT_8
DEV_005_2024-11-08 02:00:00,2024-11-08 02:00:00,DEV_005,66,12,93,93,47,48,23,40,5,Station_4,5G_iptv,PARENT_8
DEV_005_2024-11-08 04:00:00,2024-11-08 04:00:00,DEV_005,9,54,66,18,47,83,37,40,72,Station_9,MoCA,PARENT_5
DEV_005_2024-11-08 06:00:00,2024-11-08 06:00:00,DEV_005,72,74,3,67,95,91,92,38,27,Station_8,5G_iptv,PARENT_1
DEV_005_2024-11-08 08:00:00,2024-11-08 08:00:00,DEV_005,28,79,60,24,69,70,60,55,5,Station_9,5G_H,PARENT_7
DEV_005_2024-11-08 10:00:00,2024-11-08 10:00:00,DEV_005,31,61,3,52,82,64,93,65,56,Station_8,MoCA,PARENT_8
DEV_005_2024-11-08 12:00:00,2024-11-08 12:00:00,DEV_005,35,71,97,68,35,34,74,74,20,Station_1,5G_H_guest,PARENT_7
DEV_005_2024-11-08 14:00:00,2024-11-08 14:00:00,DEV_005,94,22,11,13,23,74,28,17,47,Station_6,MoCA,PARENT_8
DEV_005_2024-11-08 16:00:00,2024-11-08 16:00:00,DEV_005,84,6,82,95,26,47,66,45,31,Station_2,6G_iptv,PARENT_6
DEV_005_2024-11-08 18:00:00,2024-11-08 18:00:00,DEV_005,99,25,96,29,35,28,83,19,7,Station_1,2.4G,PARENT_8
DEV_005_2024-11-08 20:00:00,2024-11-08 20:00:00,DEV_005,14,99,8,66,64,93,24,15,72,Station_5,2.4G,PARENT_2
DEV_005_2024-11-08 22:00:00,2024-11-08 22:00:00,DEV_005,11,71,39,5,21,22,96,38,7,Station_5,5G,PARENT_3
DEV_005_2024-11-09 00:00:00,2024-11-09 00:00:00,DEV_005,4,18,2,58,33,65,94,63,89,Station_4,6G_iptv,PARENT_9
DEV_005_2024-11-09 02:00:00,2024-11-09 02:00:00,DEV_005,14,52,63,80,73,94,9,39,91,Station_7,5G_H_guest,PARENT_7
DEV_005_2024-11-09 04:00:00,2024-11-09 04:00:00,DEV_005,7,83,80,16,47,98,63,93,96,Station_1,5G,PARENT_7
DEV_005_2024-11-09 06:00:00,2024-11-09 06:00:00,DEV_005,29,16,45,87,71,32,43,30,10,Station_5,5G_H_iptv,PARENT_6
DEV_005_2024-11-09 08:00:00,2024-11-09 08:00:00,DEV_005,23,53,34,70,45,32,53,76,31,Station_3,MoCA,PARENT_9
DEV_005_2024-11-09 10:00:00,2024-11-09 10:00:00,DEV_005,10,33,57,42,52,63,15,8,38,Station_8,5G_H,PARENT_2
DEV_005_2024-11-09 12:00:00,2024-11-09 12:00:00,DEV_005,3,25,34,36,81,52,19,93,62,Station_4,6G_iptv,PARENT_3
DEV_005_2024-11-09 14:00:00,2024-11-09 14:00:00,DEV_005,30,11,9,98,20,4,69,53,77,Station_4,5G_H_iptv,PARENT_2
DEV_005_2024-11-09 16:00:00,2024-11-09 16:00:00,DEV_005,55,10,47,66,80,71,73,24,73,Station_8,6G_guest,PARENT_2
DEV_005_2024-11-09 18:00:00,2024-11-09 18:00:00,DEV_005,9,71,29,96,84,23,89,79,33,Station_4,5G_H_guest,PARENT_4
DEV_005_2024-11-09 20:00:00,2024-11-09 20:00:00,DEV_005,55,32,47,14,35,14,1,51,88,Station_6,5G_H_iptv,PARENT_9
DEV_005_2024-11-09 22:00:00,2024-11-09 22:00:00,DEV_005,73,13,57,26,15,80,10,17,10,Station_3,5G_H_guest,PARENT_8
DEV_005_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_005,10,71,98,65,69,81,48,20,68,Station_2,2.4G_guest,PARENT_1
DEV_005_2024-11-10 02:00:00,2024-11-10 02:00:00,DEV_005,50,60,29,20,29,16,80,40,88,Station_1,6G,PARENT_8
DEV_005_2024-11-10 04:00:00,2024-11-10 04:00:00,DEV_005,73,20,46,24,42,85,81,50,31,Station_5,6G_iptv,PARENT_1
DEV_005_2024-11-10 06:00:00,2024-11-10 06:00:00,DEV_005,85,43,6,79,14,32,63,9,46,Station_3,2.4G,PARENT_1
DEV_005_2024-11-10 08:00:00,2024-11-10 08:00:00,DEV_005,16,32,66,83,47,79,5,14,69,Station_7,5G,PARENT_7
DEV_005_2024-11-10 10:00:00,2024-11-10 10:00:00,DEV_005,2,49,42,23,21,87,1,29,51,Station_3,2.4G,PARENT_5
DEV_005_2024-11-10 12:00:00,2024-11-10 12:00:00,DEV_005,47,18,97,6,74,28,58,76,68,Station_1,5G_H_guest,PARENT_7
DEV_005_2024-11-10 14:00:00,2024-11-10 14:00:00,DEV_005,38,84,55,44,23,59,72,81,29,Station_3,5G_guest,PARENT_5
DEV_005_2024-11-10 16:00:00,2024-11-10 16:00:00,DEV_005,26,10,75,79,82,68,91,69,70,Station_3,Ether,PARENT_8
DEV_005_2024-11-10 18:00:00,2024-11-10 18:00:00,DEV_005,80,73,77,18,32,19,38,21,56,Station_5,5G_H_guest,PARENT_1
DEV_005_2024-11-10 20:00:00,2024-11-10 20:00:00,DEV_005,6,55,2,6,81,30,55,11,25,Station_3,2.4G,PARENT_9
DEV_005_2024-11-10 22:00:00,2024-11-10 22:00:00,DEV_005,89,8,67,90,86,24,21,16,46,Station_4,5G_H_iptv,PARENT_2
DEV_005_2024-11-11 00:00:00,2024-11-11 00:00:00,DEV_005,97,91,17,75,73,57,10,75,79,Station_2,MoCA,PARENT_6
DEV_005_2024-11-11 02:00:00,2024-11-11 02:00:00,DEV_005,32,69,18,46,46,2,27,8,92,Station_9,5G,PARENT_5
DEV_005_2024-11-11 04:00:00,2024-11-11 04:00:00,DEV_005,56,49,69,94,91,27,89,27,12,Station_4,2.4G_guest,PARENT_9
DEV_005_2024-11-11 06:00:00,2024-11-11 06:00:00,DEV_005,34,50,24,36,53,17,32,54,60,Station_7,6G_guest,PARENT_6
DEV_005_2024-11-11 08:00:00,2024-11-11 08:00:00,DEV_005,32,2,16,55,91,68,28,80,23,Station_2,2.4G,PARENT_5
DEV_005_2024-11-11 10:00:00,2024-11-11 10:00:00,DEV_005,68,85,59,90,16,36,19,21,99,Station_7,5G,PARENT_5
DEV_005_2024-11-11 12:00:00,2024-11-11 12:00:00,DEV_005,57,21,85,13,1,35,97,50,53,Station_9,5G_guest,PARENT_7
DEV_005_2024-11-11 14:00:00,2024-11-11 14:00:00,DEV_005,57,6,48,59,91,87,94,67,84,Station_3,5G_guest,PARENT_5
DEV_005_2024-11-11 16:00:00,2024-11-11 16:00:00,DEV_005,15,49,79,50,47,79,69,41,84,Station_6,2.4G_guest,PARENT_7
DEV_005_2024-11-11 18:00:00,2024-11-11 18:00:00,DEV_005,92,91,77,62,78,10,74,19,91,Station_8,5G_H_guest,PARENT_1
DEV_005_2024-11-11 20:00:00,2024-11-11 20:00:00,DEV_005,27,8,54,81,28,44,91,97,24,Station_1,6G_guest,PARENT_8
DEV_005_2024-11-11 22:00:00,2024-11-11 22:00:00,DEV_005,2,18,79,61,42,40,4,64,39,Station_5,6G_guest,PARENT_2
DEV_005_2024-11-12 00:00:00,2024-11-12 00:00:00,DEV_005,91,27,45,88,95,10,77,83,37,Station_3,MoCA,PARENT_9
DEV_005_2024-11-12 02:00:00,2024-11-12 02:00:00,DEV_005,67,4,29,29,31,60,22,82,66,Station_3,6G_guest,PARENT_6
DEV_005_2024-11-12 04:00:00,2024-11-12 04:00:00,DEV_005,90,89,32,9,64,59,74,64,99,Station_5,5G_guest,PARENT_9
