distid,createdts,sn,event_reason
DEV_008_2024-09-10 09:00:00,2024-09-10 09:00:00,DEV_008,37
DEV_008_2024-09-10 14:00:00,2024-09-10 14:00:00,DEV_008,59
DEV_008_2024-09-10 19:00:00,2024-09-10 19:00:00,DEV_008,40
DEV_008_2024-09-11 00:00:00,2024-09-11 00:00:00,DEV_008,8
DEV_008_2024-09-11 05:00:00,2024-09-11 05:00:00,DEV_008,7
DEV_008_2024-09-11 10:00:00,2024-09-11 10:00:00,DEV_008,75
DEV_008_2024-09-11 15:00:00,2024-09-11 15:00:00,DEV_008,18
DEV_008_2024-09-11 20:00:00,2024-09-11 20:00:00,DEV_008,50
DEV_008_2024-09-12 01:00:00,2024-09-12 01:00:00,DEV_008,42
DEV_008_2024-09-12 06:00:00,2024-09-12 06:00:00,DEV_008,52
DEV_008_2024-09-12 11:00:00,2024-09-12 11:00:00,DEV_008,24
DEV_008_2024-09-12 16:00:00,2024-09-12 16:00:00,DEV_008,29
DEV_008_2024-09-12 21:00:00,2024-09-12 21:00:00,DEV_008,66
DEV_008_2024-09-13 02:00:00,2024-09-13 02:00:00,DEV_008,5
DEV_008_2024-09-13 07:00:00,2024-09-13 07:00:00,DEV_008,66
DEV_008_2024-09-13 12:00:00,2024-09-13 12:00:00,DEV_008,30
DEV_008_2024-09-13 17:00:00,2024-09-13 17:00:00,DEV_008,45
DEV_008_2024-09-13 22:00:00,2024-09-13 22:00:00,DEV_008,45
DEV_008_2024-09-14 03:00:00,2024-09-14 03:00:00,DEV_008,4
DEV_008_2024-09-14 08:00:00,2024-09-14 08:00:00,DEV_008,36
DEV_008_2024-09-14 13:00:00,2024-09-14 13:00:00,DEV_008,38
DEV_008_2024-09-14 18:00:00,2024-09-14 18:00:00,DEV_008,35
DEV_008_2024-09-14 23:00:00,2024-09-14 23:00:00,DEV_008,56
DEV_008_2024-09-15 04:00:00,2024-09-15 04:00:00,DEV_008,70
DEV_008_2024-09-15 09:00:00,2024-09-15 09:00:00,DEV_008,70
DEV_008_2024-09-15 14:00:00,2024-09-15 14:00:00,DEV_008,94
DEV_008_2024-09-15 19:00:00,2024-09-15 19:00:00,DEV_008,21
DEV_008_2024-09-16 00:00:00,2024-09-16 00:00:00,DEV_008,54
DEV_008_2024-09-16 05:00:00,2024-09-16 05:00:00,DEV_008,63
DEV_008_2024-09-16 10:00:00,2024-09-16 10:00:00,DEV_008,88
DEV_008_2024-09-16 15:00:00,2024-09-16 15:00:00,DEV_008,48
DEV_008_2024-09-16 20:00:00,2024-09-16 20:00:00,DEV_008,40
DEV_008_2024-09-17 01:00:00,2024-09-17 01:00:00,DEV_008,39
DEV_008_2024-09-17 06:00:00,2024-09-17 06:00:00,DEV_008,98
DEV_008_2024-09-17 11:00:00,2024-09-17 11:00:00,DEV_008,39
DEV_008_2024-09-17 16:00:00,2024-09-17 16:00:00,DEV_008,11
DEV_008_2024-09-17 21:00:00,2024-09-17 21:00:00,DEV_008,3
DEV_008_2024-09-18 02:00:00,2024-09-18 02:00:00,DEV_008,29
DEV_008_2024-09-18 07:00:00,2024-09-18 07:00:00,DEV_008,97
DEV_008_2024-09-18 12:00:00,2024-09-18 12:00:00,DEV_008,15
DEV_008_2024-09-18 17:00:00,2024-09-18 17:00:00,DEV_008,11
DEV_008_2024-09-18 22:00:00,2024-09-18 22:00:00,DEV_008,48
DEV_008_2024-09-19 03:00:00,2024-09-19 03:00:00,DEV_008,47
DEV_008_2024-09-19 08:00:00,2024-09-19 08:00:00,DEV_008,68
DEV_008_2024-09-19 13:00:00,2024-09-19 13:00:00,DEV_008,23
DEV_008_2024-09-19 18:00:00,2024-09-19 18:00:00,DEV_008,72
DEV_008_2024-09-19 23:00:00,2024-09-19 23:00:00,DEV_008,93
DEV_008_2024-09-20 04:00:00,2024-09-20 04:00:00,DEV_008,25
DEV_008_2024-09-20 09:00:00,2024-09-20 09:00:00,DEV_008,45
DEV_008_2024-09-20 14:00:00,2024-09-20 14:00:00,DEV_008,40
DEV_008_2024-09-20 19:00:00,2024-09-20 19:00:00,DEV_008,70
DEV_008_2024-09-21 00:00:00,2024-09-21 00:00:00,DEV_008,22
DEV_008_2024-09-21 05:00:00,2024-09-21 05:00:00,DEV_008,51
DEV_008_2024-09-21 10:00:00,2024-09-21 10:00:00,DEV_008,96
DEV_008_2024-09-21 15:00:00,2024-09-21 15:00:00,DEV_008,22
DEV_008_2024-09-21 20:00:00,2024-09-21 20:00:00,DEV_008,3
DEV_008_2024-09-22 01:00:00,2024-09-22 01:00:00,DEV_008,65
DEV_008_2024-09-22 06:00:00,2024-09-22 06:00:00,DEV_008,44
DEV_008_2024-09-22 11:00:00,2024-09-22 11:00:00,DEV_008,12
DEV_008_2024-09-22 16:00:00,2024-09-22 16:00:00,DEV_008,94
DEV_008_2024-09-22 21:00:00,2024-09-22 21:00:00,DEV_008,77
DEV_008_2024-09-23 02:00:00,2024-09-23 02:00:00,DEV_008,61
DEV_008_2024-09-23 07:00:00,2024-09-23 07:00:00,DEV_008,33
DEV_008_2024-09-23 12:00:00,2024-09-23 12:00:00,DEV_008,40
DEV_008_2024-09-23 17:00:00,2024-09-23 17:00:00,DEV_008,73
DEV_008_2024-09-23 22:00:00,2024-09-23 22:00:00,DEV_008,62
DEV_008_2024-09-24 03:00:00,2024-09-24 03:00:00,DEV_008,44
DEV_008_2024-09-24 08:00:00,2024-09-24 08:00:00,DEV_008,62
DEV_008_2024-09-24 13:00:00,2024-09-24 13:00:00,DEV_008,37
DEV_008_2024-09-24 18:00:00,2024-09-24 18:00:00,DEV_008,28
DEV_008_2024-09-24 23:00:00,2024-09-24 23:00:00,DEV_008,19
DEV_008_2024-09-25 04:00:00,2024-09-25 04:00:00,DEV_008,35
DEV_008_2024-09-25 09:00:00,2024-09-25 09:00:00,DEV_008,25
DEV_008_2024-09-25 14:00:00,2024-09-25 14:00:00,DEV_008,32
DEV_008_2024-09-25 19:00:00,2024-09-25 19:00:00,DEV_008,97
DEV_008_2024-09-26 00:00:00,2024-09-26 00:00:00,DEV_008,71
DEV_008_2024-09-26 05:00:00,2024-09-26 05:00:00,DEV_008,18
DEV_008_2024-09-26 10:00:00,2024-09-26 10:00:00,DEV_008,61
DEV_008_2024-09-26 15:00:00,2024-09-26 15:00:00,DEV_008,41
DEV_008_2024-09-26 20:00:00,2024-09-26 20:00:00,DEV_008,40
DEV_008_2024-09-27 01:00:00,2024-09-27 01:00:00,DEV_008,59
DEV_008_2024-09-27 06:00:00,2024-09-27 06:00:00,DEV_008,54
DEV_008_2024-09-27 11:00:00,2024-09-27 11:00:00,DEV_008,14
DEV_008_2024-09-27 16:00:00,2024-09-27 16:00:00,DEV_008,13
DEV_008_2024-09-27 21:00:00,2024-09-27 21:00:00,DEV_008,91
DEV_008_2024-09-28 02:00:00,2024-09-28 02:00:00,DEV_008,30
DEV_008_2024-09-28 07:00:00,2024-09-28 07:00:00,DEV_008,54
DEV_008_2024-09-28 12:00:00,2024-09-28 12:00:00,DEV_008,50
DEV_008_2024-09-28 17:00:00,2024-09-28 17:00:00,DEV_008,94
DEV_008_2024-09-28 22:00:00,2024-09-28 22:00:00,DEV_008,86
DEV_008_2024-09-29 03:00:00,2024-09-29 03:00:00,DEV_008,92
DEV_008_2024-09-29 08:00:00,2024-09-29 08:00:00,DEV_008,9
DEV_008_2024-09-29 13:00:00,2024-09-29 13:00:00,DEV_008,24
DEV_008_2024-09-29 18:00:00,2024-09-29 18:00:00,DEV_008,27
DEV_008_2024-09-29 23:00:00,2024-09-29 23:00:00,DEV_008,70
DEV_008_2024-09-30 04:00:00,2024-09-30 04:00:00,DEV_008,4
DEV_008_2024-09-30 09:00:00,2024-09-30 09:00:00,DEV_008,84
DEV_008_2024-09-30 14:00:00,2024-09-30 14:00:00,DEV_008,4
DEV_008_2024-09-30 19:00:00,2024-09-30 19:00:00,DEV_008,3
DEV_008_2024-10-01 00:00:00,2024-10-01 00:00:00,DEV_008,71
DEV_008_2024-10-01 05:00:00,2024-10-01 05:00:00,DEV_008,29
DEV_008_2024-10-01 10:00:00,2024-10-01 10:00:00,DEV_008,80
DEV_008_2024-10-01 15:00:00,2024-10-01 15:00:00,DEV_008,41
DEV_008_2024-10-01 20:00:00,2024-10-01 20:00:00,DEV_008,12
DEV_008_2024-10-02 01:00:00,2024-10-02 01:00:00,DEV_008,45
DEV_008_2024-10-02 06:00:00,2024-10-02 06:00:00,DEV_008,56
DEV_008_2024-10-02 11:00:00,2024-10-02 11:00:00,DEV_008,32
DEV_008_2024-10-02 16:00:00,2024-10-02 16:00:00,DEV_008,28
DEV_008_2024-10-02 21:00:00,2024-10-02 21:00:00,DEV_008,98
DEV_008_2024-10-03 02:00:00,2024-10-03 02:00:00,DEV_008,84
DEV_008_2024-10-03 07:00:00,2024-10-03 07:00:00,DEV_008,34
DEV_008_2024-10-03 12:00:00,2024-10-03 12:00:00,DEV_008,58
DEV_008_2024-10-03 17:00:00,2024-10-03 17:00:00,DEV_008,5
DEV_008_2024-10-03 22:00:00,2024-10-03 22:00:00,DEV_008,76
DEV_008_2024-10-04 03:00:00,2024-10-04 03:00:00,DEV_008,27
DEV_008_2024-10-04 08:00:00,2024-10-04 08:00:00,DEV_008,42
DEV_008_2024-10-04 13:00:00,2024-10-04 13:00:00,DEV_008,86
DEV_008_2024-10-04 18:00:00,2024-10-04 18:00:00,DEV_008,57
DEV_008_2024-10-04 23:00:00,2024-10-04 23:00:00,DEV_008,95
DEV_008_2024-10-05 04:00:00,2024-10-05 04:00:00,DEV_008,25
DEV_008_2024-10-05 09:00:00,2024-10-05 09:00:00,DEV_008,85
DEV_008_2024-10-05 14:00:00,2024-10-05 14:00:00,DEV_008,2
DEV_008_2024-10-05 19:00:00,2024-10-05 19:00:00,DEV_008,95
DEV_008_2024-10-06 00:00:00,2024-10-06 00:00:00,DEV_008,5
DEV_008_2024-10-06 05:00:00,2024-10-06 05:00:00,DEV_008,79
DEV_008_2024-10-06 10:00:00,2024-10-06 10:00:00,DEV_008,80
DEV_008_2024-10-06 15:00:00,2024-10-06 15:00:00,DEV_008,12
DEV_008_2024-10-06 20:00:00,2024-10-06 20:00:00,DEV_008,55
DEV_008_2024-10-07 01:00:00,2024-10-07 01:00:00,DEV_008,91
DEV_008_2024-10-07 06:00:00,2024-10-07 06:00:00,DEV_008,29
DEV_008_2024-10-07 11:00:00,2024-10-07 11:00:00,DEV_008,3
DEV_008_2024-10-07 16:00:00,2024-10-07 16:00:00,DEV_008,28
DEV_008_2024-10-07 21:00:00,2024-10-07 21:00:00,DEV_008,14
DEV_008_2024-10-08 02:00:00,2024-10-08 02:00:00,DEV_008,47
DEV_008_2024-10-08 07:00:00,2024-10-08 07:00:00,DEV_008,83
DEV_008_2024-10-08 12:00:00,2024-10-08 12:00:00,DEV_008,1
DEV_008_2024-10-08 17:00:00,2024-10-08 17:00:00,DEV_008,17
DEV_008_2024-10-08 22:00:00,2024-10-08 22:00:00,DEV_008,59
DEV_008_2024-10-09 03:00:00,2024-10-09 03:00:00,DEV_008,64
DEV_008_2024-10-09 08:00:00,2024-10-09 08:00:00,DEV_008,99
DEV_008_2024-10-09 13:00:00,2024-10-09 13:00:00,DEV_008,99
DEV_008_2024-10-09 18:00:00,2024-10-09 18:00:00,DEV_008,30
DEV_008_2024-10-09 23:00:00,2024-10-09 23:00:00,DEV_008,72
DEV_008_2024-10-10 04:00:00,2024-10-10 04:00:00,DEV_008,16
DEV_008_2024-10-10 09:00:00,2024-10-10 09:00:00,DEV_008,11
DEV_008_2024-10-10 14:00:00,2024-10-10 14:00:00,DEV_008,59
DEV_008_2024-10-10 19:00:00,2024-10-10 19:00:00,DEV_008,12
DEV_008_2024-10-11 00:00:00,2024-10-11 00:00:00,DEV_008,61
DEV_008_2024-10-11 05:00:00,2024-10-11 05:00:00,DEV_008,56
DEV_008_2024-10-11 10:00:00,2024-10-11 10:00:00,DEV_008,43
DEV_008_2024-10-11 15:00:00,2024-10-11 15:00:00,DEV_008,9
DEV_008_2024-10-11 20:00:00,2024-10-11 20:00:00,DEV_008,2
DEV_008_2024-10-12 01:00:00,2024-10-12 01:00:00,DEV_008,64
DEV_008_2024-10-12 06:00:00,2024-10-12 06:00:00,DEV_008,73
DEV_008_2024-10-12 11:00:00,2024-10-12 11:00:00,DEV_008,85
DEV_008_2024-10-12 16:00:00,2024-10-12 16:00:00,DEV_008,46
DEV_008_2024-10-12 21:00:00,2024-10-12 21:00:00,DEV_008,50
DEV_008_2024-10-13 02:00:00,2024-10-13 02:00:00,DEV_008,24
DEV_008_2024-10-13 07:00:00,2024-10-13 07:00:00,DEV_008,5
DEV_008_2024-10-13 12:00:00,2024-10-13 12:00:00,DEV_008,51
DEV_008_2024-10-13 17:00:00,2024-10-13 17:00:00,DEV_008,5
DEV_008_2024-10-13 22:00:00,2024-10-13 22:00:00,DEV_008,86
DEV_008_2024-10-14 03:00:00,2024-10-14 03:00:00,DEV_008,41
DEV_008_2024-10-14 08:00:00,2024-10-14 08:00:00,DEV_008,91
DEV_008_2024-10-14 13:00:00,2024-10-14 13:00:00,DEV_008,50
DEV_008_2024-10-14 18:00:00,2024-10-14 18:00:00,DEV_008,23
DEV_008_2024-10-14 23:00:00,2024-10-14 23:00:00,DEV_008,31
DEV_008_2024-10-15 04:00:00,2024-10-15 04:00:00,DEV_008,91
DEV_008_2024-10-15 09:00:00,2024-10-15 09:00:00,DEV_008,59
DEV_008_2024-10-15 14:00:00,2024-10-15 14:00:00,DEV_008,93
DEV_008_2024-10-15 19:00:00,2024-10-15 19:00:00,DEV_008,84
DEV_008_2024-10-16 00:00:00,2024-10-16 00:00:00,DEV_008,35
DEV_008_2024-10-16 05:00:00,2024-10-16 05:00:00,DEV_008,46
DEV_008_2024-10-16 10:00:00,2024-10-16 10:00:00,DEV_008,56
DEV_008_2024-10-16 15:00:00,2024-10-16 15:00:00,DEV_008,17
DEV_008_2024-10-16 20:00:00,2024-10-16 20:00:00,DEV_008,49
DEV_008_2024-10-17 01:00:00,2024-10-17 01:00:00,DEV_008,80
DEV_008_2024-10-17 06:00:00,2024-10-17 06:00:00,DEV_008,56
DEV_008_2024-10-17 11:00:00,2024-10-17 11:00:00,DEV_008,9
DEV_008_2024-10-17 16:00:00,2024-10-17 16:00:00,DEV_008,5
DEV_008_2024-10-17 21:00:00,2024-10-17 21:00:00,DEV_008,50
DEV_008_2024-10-18 02:00:00,2024-10-18 02:00:00,DEV_008,81
DEV_008_2024-10-18 07:00:00,2024-10-18 07:00:00,DEV_008,18
DEV_008_2024-10-18 12:00:00,2024-10-18 12:00:00,DEV_008,75
DEV_008_2024-10-18 17:00:00,2024-10-18 17:00:00,DEV_008,10
DEV_008_2024-10-18 22:00:00,2024-10-18 22:00:00,DEV_008,29
DEV_008_2024-10-19 03:00:00,2024-10-19 03:00:00,DEV_008,80
DEV_008_2024-10-19 08:00:00,2024-10-19 08:00:00,DEV_008,92
DEV_008_2024-10-19 13:00:00,2024-10-19 13:00:00,DEV_008,62
DEV_008_2024-10-19 18:00:00,2024-10-19 18:00:00,DEV_008,15
DEV_008_2024-10-19 23:00:00,2024-10-19 23:00:00,DEV_008,18
DEV_008_2024-10-20 04:00:00,2024-10-20 04:00:00,DEV_008,36
DEV_008_2024-10-20 09:00:00,2024-10-20 09:00:00,DEV_008,83
DEV_008_2024-10-20 14:00:00,2024-10-20 14:00:00,DEV_008,16
DEV_008_2024-10-20 19:00:00,2024-10-20 19:00:00,DEV_008,56
DEV_008_2024-10-21 00:00:00,2024-10-21 00:00:00,DEV_008,56
DEV_008_2024-10-21 05:00:00,2024-10-21 05:00:00,DEV_008,51
DEV_008_2024-10-21 10:00:00,2024-10-21 10:00:00,DEV_008,59
DEV_008_2024-10-21 15:00:00,2024-10-21 15:00:00,DEV_008,52
DEV_008_2024-10-21 20:00:00,2024-10-21 20:00:00,DEV_008,14
DEV_008_2024-10-22 01:00:00,2024-10-22 01:00:00,DEV_008,60
DEV_008_2024-10-22 06:00:00,2024-10-22 06:00:00,DEV_008,50
DEV_008_2024-10-22 11:00:00,2024-10-22 11:00:00,DEV_008,64
DEV_008_2024-10-22 16:00:00,2024-10-22 16:00:00,DEV_008,45
DEV_008_2024-10-22 21:00:00,2024-10-22 21:00:00,DEV_008,69
DEV_008_2024-10-23 02:00:00,2024-10-23 02:00:00,DEV_008,4
DEV_008_2024-10-23 07:00:00,2024-10-23 07:00:00,DEV_008,15
DEV_008_2024-10-23 12:00:00,2024-10-23 12:00:00,DEV_008,86
DEV_008_2024-10-23 17:00:00,2024-10-23 17:00:00,DEV_008,19
DEV_008_2024-10-23 22:00:00,2024-10-23 22:00:00,DEV_008,51
DEV_008_2024-10-24 03:00:00,2024-10-24 03:00:00,DEV_008,49
DEV_008_2024-10-24 08:00:00,2024-10-24 08:00:00,DEV_008,91
DEV_008_2024-10-24 13:00:00,2024-10-24 13:00:00,DEV_008,80
DEV_008_2024-10-24 18:00:00,2024-10-24 18:00:00,DEV_008,13
DEV_008_2024-10-24 23:00:00,2024-10-24 23:00:00,DEV_008,11
DEV_008_2024-10-25 04:00:00,2024-10-25 04:00:00,DEV_008,37
DEV_008_2024-10-25 09:00:00,2024-10-25 09:00:00,DEV_008,91
DEV_008_2024-10-25 14:00:00,2024-10-25 14:00:00,DEV_008,17
DEV_008_2024-10-25 19:00:00,2024-10-25 19:00:00,DEV_008,22
DEV_008_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_008,28
DEV_008_2024-10-26 05:00:00,2024-10-26 05:00:00,DEV_008,1
DEV_008_2024-10-26 10:00:00,2024-10-26 10:00:00,DEV_008,74
DEV_008_2024-10-26 15:00:00,2024-10-26 15:00:00,DEV_008,79
DEV_008_2024-10-26 20:00:00,2024-10-26 20:00:00,DEV_008,14
DEV_008_2024-10-27 01:00:00,2024-10-27 01:00:00,DEV_008,42
DEV_008_2024-10-27 06:00:00,2024-10-27 06:00:00,DEV_008,22
DEV_008_2024-10-27 11:00:00,2024-10-27 11:00:00,DEV_008,70
DEV_008_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_008,60
DEV_008_2024-10-27 21:00:00,2024-10-27 21:00:00,DEV_008,14
DEV_008_2024-10-28 02:00:00,2024-10-28 02:00:00,DEV_008,93
DEV_008_2024-10-28 07:00:00,2024-10-28 07:00:00,DEV_008,71
DEV_008_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_008,1
DEV_008_2024-10-28 17:00:00,2024-10-28 17:00:00,DEV_008,52
DEV_008_2024-10-28 22:00:00,2024-10-28 22:00:00,DEV_008,77
DEV_008_2024-10-29 03:00:00,2024-10-29 03:00:00,DEV_008,18
DEV_008_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_008,84
DEV_008_2024-10-29 13:00:00,2024-10-29 13:00:00,DEV_008,33
DEV_008_2024-10-29 18:00:00,2024-10-29 18:00:00,DEV_008,76
DEV_008_2024-10-29 23:00:00,2024-10-29 23:00:00,DEV_008,6
DEV_008_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_008,68
DEV_008_2024-10-30 09:00:00,2024-10-30 09:00:00,DEV_008,98
DEV_008_2024-10-30 14:00:00,2024-10-30 14:00:00,DEV_008,76
DEV_008_2024-10-30 19:00:00,2024-10-30 19:00:00,DEV_008,27
DEV_008_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_008,58
DEV_008_2024-10-31 05:00:00,2024-10-31 05:00:00,DEV_008,77
DEV_008_2024-10-31 10:00:00,2024-10-31 10:00:00,DEV_008,38
DEV_008_2024-10-31 15:00:00,2024-10-31 15:00:00,DEV_008,40
DEV_008_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_008,63
DEV_008_2024-11-01 01:00:00,2024-11-01 01:00:00,DEV_008,54
DEV_008_2024-11-01 06:00:00,2024-11-01 06:00:00,DEV_008,8
DEV_008_2024-11-01 11:00:00,2024-11-01 11:00:00,DEV_008,89
DEV_008_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_008,45
DEV_008_2024-11-01 21:00:00,2024-11-01 21:00:00,DEV_008,42
DEV_008_2024-11-02 02:00:00,2024-11-02 02:00:00,DEV_008,91
DEV_008_2024-11-02 07:00:00,2024-11-02 07:00:00,DEV_008,33
DEV_008_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_008,48
DEV_008_2024-11-02 17:00:00,2024-11-02 17:00:00,DEV_008,23
DEV_008_2024-11-02 22:00:00,2024-11-02 22:00:00,DEV_008,95
DEV_008_2024-11-03 03:00:00,2024-11-03 03:00:00,DEV_008,95
DEV_008_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_008,98
DEV_008_2024-11-03 13:00:00,2024-11-03 13:00:00,DEV_008,76
DEV_008_2024-11-03 18:00:00,2024-11-03 18:00:00,DEV_008,39
DEV_008_2024-11-03 23:00:00,2024-11-03 23:00:00,DEV_008,66
DEV_008_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_008,66
DEV_008_2024-11-04 09:00:00,2024-11-04 09:00:00,DEV_008,79
DEV_008_2024-11-04 14:00:00,2024-11-04 14:00:00,DEV_008,32
DEV_008_2024-11-04 19:00:00,2024-11-04 19:00:00,DEV_008,85
DEV_008_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_008,22
DEV_008_2024-11-05 05:00:00,2024-11-05 05:00:00,DEV_008,99
DEV_008_2024-11-05 10:00:00,2024-11-05 10:00:00,DEV_008,33
DEV_008_2024-11-05 15:00:00,2024-11-05 15:00:00,DEV_008,21
DEV_008_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_008,65
DEV_008_2024-11-06 01:00:00,2024-11-06 01:00:00,DEV_008,25
DEV_008_2024-11-06 06:00:00,2024-11-06 06:00:00,DEV_008,46
DEV_008_2024-11-06 11:00:00,2024-11-06 11:00:00,DEV_008,70
DEV_008_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_008,69
DEV_008_2024-11-06 21:00:00,2024-11-06 21:00:00,DEV_008,94
DEV_008_2024-11-07 02:00:00,2024-11-07 02:00:00,DEV_008,38
DEV_008_2024-11-07 07:00:00,2024-11-07 07:00:00,DEV_008,8
DEV_008_2024-11-07 12:00:00,2024-11-07 12:00:00,DEV_008,49
DEV_008_2024-11-07 17:00:00,2024-11-07 17:00:00,DEV_008,28
DEV_008_2024-11-07 22:00:00,2024-11-07 22:00:00,DEV_008,44
DEV_008_2024-11-08 03:00:00,2024-11-08 03:00:00,DEV_008,74
DEV_008_2024-11-08 08:00:00,2024-11-08 08:00:00,DEV_008,24
DEV_008_2024-11-08 13:00:00,2024-11-08 13:00:00,DEV_008,56
DEV_008_2024-11-08 18:00:00,2024-11-08 18:00:00,DEV_008,28
DEV_008_2024-11-08 23:00:00,2024-11-08 23:00:00,DEV_008,52
DEV_008_2024-11-09 04:00:00,2024-11-09 04:00:00,DEV_008,13
DEV_008_2024-11-09 09:00:00,2024-11-09 09:00:00,DEV_008,23
DEV_008_2024-11-09 14:00:00,2024-11-09 14:00:00,DEV_008,4
DEV_008_2024-11-09 19:00:00,2024-11-09 19:00:00,DEV_008,92
DEV_008_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_008,51
DEV_008_2024-11-10 05:00:00,2024-11-10 05:00:00,DEV_008,66
DEV_008_2024-11-10 10:00:00,2024-11-10 10:00:00,DEV_008,19
DEV_008_2024-11-10 15:00:00,2024-11-10 15:00:00,DEV_008,6
DEV_008_2024-11-10 20:00:00,2024-11-10 20:00:00,DEV_008,89
DEV_008_2024-11-11 01:00:00,2024-11-11 01:00:00,DEV_008,28
DEV_008_2024-11-11 06:00:00,2024-11-11 06:00:00,DEV_008,39
DEV_008_2024-11-11 11:00:00,2024-11-11 11:00:00,DEV_008,89
DEV_008_2024-11-11 16:00:00,2024-11-11 16:00:00,DEV_008,65
DEV_008_2024-11-11 21:00:00,2024-11-11 21:00:00,DEV_008,22
DEV_008_2024-11-12 02:00:00,2024-11-12 02:00:00,DEV_008,12
DEV_008_2024-11-12 07:00:00,2024-11-12 07:00:00,DEV_008,14
DEV_008_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_008,34
DEV_008_2024-11-12 17:00:00,2024-11-12 17:00:00,DEV_008,47
DEV_008_2024-11-12 22:00:00,2024-11-12 22:00:00,DEV_008,48
DEV_008_2024-11-13 03:00:00,2024-11-13 03:00:00,DEV_008,79
DEV_008_2024-11-13 08:00:00,2024-11-13 08:00:00,DEV_008,70
DEV_008_2024-11-13 13:00:00,2024-11-13 13:00:00,DEV_008,44
DEV_008_2024-11-13 18:00:00,2024-11-13 18:00:00,DEV_008,96
DEV_008_2024-11-13 23:00:00,2024-11-13 23:00:00,DEV_008,9
DEV_008_2024-11-14 04:00:00,2024-11-14 04:00:00,DEV_008,74
DEV_008_2024-11-14 09:00:00,2024-11-14 09:00:00,DEV_008,60
DEV_008_2024-11-14 14:00:00,2024-11-14 14:00:00,DEV_008,42
DEV_008_2024-11-14 19:00:00,2024-11-14 19:00:00,DEV_008,36
DEV_008_2024-11-15 00:00:00,2024-11-15 00:00:00,DEV_008,11
DEV_008_2024-11-15 05:00:00,2024-11-15 05:00:00,DEV_008,58
DEV_008_2024-11-15 10:00:00,2024-11-15 10:00:00,DEV_008,23
DEV_008_2024-11-15 15:00:00,2024-11-15 15:00:00,DEV_008,11
DEV_008_2024-11-15 20:00:00,2024-11-15 20:00:00,DEV_008,95
DEV_008_2024-11-16 01:00:00,2024-11-16 01:00:00,DEV_008,21
DEV_008_2024-11-16 06:00:00,2024-11-16 06:00:00,DEV_008,25
DEV_008_2024-11-16 11:00:00,2024-11-16 11:00:00,DEV_008,32
DEV_008_2024-11-16 16:00:00,2024-11-16 16:00:00,DEV_008,27
DEV_008_2024-11-16 21:00:00,2024-11-16 21:00:00,DEV_008,24
DEV_008_2024-11-17 02:00:00,2024-11-17 02:00:00,DEV_008,49
DEV_008_2024-11-17 07:00:00,2024-11-17 07:00:00,DEV_008,68
DEV_008_2024-11-17 12:00:00,2024-11-17 12:00:00,DEV_008,36
DEV_008_2024-11-17 17:00:00,2024-11-17 17:00:00,DEV_008,10
DEV_008_2024-11-17 22:00:00,2024-11-17 22:00:00,DEV_008,78
DEV_008_2024-11-18 03:00:00,2024-11-18 03:00:00,DEV_008,93
DEV_008_2024-11-18 08:00:00,2024-11-18 08:00:00,DEV_008,81
DEV_008_2024-11-18 13:00:00,2024-11-18 13:00:00,DEV_008,10
DEV_008_2024-11-18 18:00:00,2024-11-18 18:00:00,DEV_008,43
DEV_008_2024-11-18 23:00:00,2024-11-18 23:00:00,DEV_008,12
DEV_008_2024-11-19 04:00:00,2024-11-19 04:00:00,DEV_008,58
DEV_008_2024-11-19 09:00:00,2024-11-19 09:00:00,DEV_008,17
DEV_008_2024-11-19 14:00:00,2024-11-19 14:00:00,DEV_008,33
DEV_008_2024-11-19 19:00:00,2024-11-19 19:00:00,DEV_008,58
DEV_008_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_008,64
DEV_008_2024-11-20 05:00:00,2024-11-20 05:00:00,DEV_008,23
DEV_008_2024-11-20 10:00:00,2024-11-20 10:00:00,DEV_008,30
DEV_008_2024-11-20 15:00:00,2024-11-20 15:00:00,DEV_008,3
DEV_008_2024-11-20 20:00:00,2024-11-20 20:00:00,DEV_008,98
DEV_008_2024-11-21 01:00:00,2024-11-21 01:00:00,DEV_008,81
DEV_008_2024-11-21 06:00:00,2024-11-21 06:00:00,DEV_008,54
DEV_008_2024-11-21 11:00:00,2024-11-21 11:00:00,DEV_008,64
DEV_008_2024-11-21 16:00:00,2024-11-21 16:00:00,DEV_008,77
DEV_008_2024-11-21 21:00:00,2024-11-21 21:00:00,DEV_008,66
