distid,createdts,sn,event_type,event_action
DEV_005_2024-10-17 10:00:00,2024-10-17 10:00:00,DEV_005,40,9
DEV_005_2024-10-17 12:00:00,2024-10-17 12:00:00,DEV_005,58,49
DEV_005_2024-10-17 14:00:00,2024-10-17 14:00:00,DEV_005,11,98
DEV_005_2024-10-17 16:00:00,2024-10-17 16:00:00,DEV_005,92,95
DEV_005_2024-10-17 18:00:00,2024-10-17 18:00:00,DEV_005,57,91
DEV_005_2024-10-17 20:00:00,2024-10-17 20:00:00,DEV_005,79,57
DEV_005_2024-10-17 22:00:00,2024-10-17 22:00:00,DEV_005,82,43
DEV_005_2024-10-18 00:00:00,2024-10-18 00:00:00,DEV_005,60,21
DEV_005_2024-10-18 02:00:00,2024-10-18 02:00:00,DEV_005,35,13
DEV_005_2024-10-18 04:00:00,2024-10-18 04:00:00,DEV_005,80,95
DEV_005_2024-10-18 06:00:00,2024-10-18 06:00:00,DEV_005,28,38
DEV_005_2024-10-18 08:00:00,2024-10-18 08:00:00,DEV_005,75,45
DEV_005_2024-10-18 10:00:00,2024-10-18 10:00:00,DEV_005,16,96
DEV_005_2024-10-18 12:00:00,2024-10-18 12:00:00,DEV_005,21,47
DEV_005_2024-10-18 14:00:00,2024-10-18 14:00:00,DEV_005,20,13
DEV_005_2024-10-18 16:00:00,2024-10-18 16:00:00,DEV_005,66,70
DEV_005_2024-10-18 18:00:00,2024-10-18 18:00:00,DEV_005,78,95
DEV_005_2024-10-18 20:00:00,2024-10-18 20:00:00,DEV_005,33,45
DEV_005_2024-10-18 22:00:00,2024-10-18 22:00:00,DEV_005,99,50
DEV_005_2024-10-19 00:00:00,2024-10-19 00:00:00,DEV_005,8,11
DEV_005_2024-10-19 02:00:00,2024-10-19 02:00:00,DEV_005,26,23
DEV_005_2024-10-19 04:00:00,2024-10-19 04:00:00,DEV_005,12,70
DEV_005_2024-10-19 06:00:00,2024-10-19 06:00:00,DEV_005,14,37
DEV_005_2024-10-19 08:00:00,2024-10-19 08:00:00,DEV_005,64,27
DEV_005_2024-10-19 10:00:00,2024-10-19 10:00:00,DEV_005,38,53
DEV_005_2024-10-19 12:00:00,2024-10-19 12:00:00,DEV_005,50,45
DEV_005_2024-10-19 14:00:00,2024-10-19 14:00:00,DEV_005,66,10
DEV_005_2024-10-19 16:00:00,2024-10-19 16:00:00,DEV_005,3,82
DEV_005_2024-10-19 18:00:00,2024-10-19 18:00:00,DEV_005,52,53
DEV_005_2024-10-19 20:00:00,2024-10-19 20:00:00,DEV_005,23,3
DEV_005_2024-10-19 22:00:00,2024-10-19 22:00:00,DEV_005,79,17
DEV_005_2024-10-20 00:00:00,2024-10-20 00:00:00,DEV_005,77,15
DEV_005_2024-10-20 02:00:00,2024-10-20 02:00:00,DEV_005,34,53
DEV_005_2024-10-20 04:00:00,2024-10-20 04:00:00,DEV_005,2,15
DEV_005_2024-10-20 06:00:00,2024-10-20 06:00:00,DEV_005,43,8
DEV_005_2024-10-20 08:00:00,2024-10-20 08:00:00,DEV_005,77,75
DEV_005_2024-10-20 10:00:00,2024-10-20 10:00:00,DEV_005,35,91
DEV_005_2024-10-20 12:00:00,2024-10-20 12:00:00,DEV_005,81,57
DEV_005_2024-10-20 14:00:00,2024-10-20 14:00:00,DEV_005,6,90
DEV_005_2024-10-20 16:00:00,2024-10-20 16:00:00,DEV_005,85,94
DEV_005_2024-10-20 18:00:00,2024-10-20 18:00:00,DEV_005,94,93
DEV_005_2024-10-20 20:00:00,2024-10-20 20:00:00,DEV_005,32,47
DEV_005_2024-10-20 22:00:00,2024-10-20 22:00:00,DEV_005,42,95
DEV_005_2024-10-21 00:00:00,2024-10-21 00:00:00,DEV_005,12,88
DEV_005_2024-10-21 02:00:00,2024-10-21 02:00:00,DEV_005,43,1
DEV_005_2024-10-21 04:00:00,2024-10-21 04:00:00,DEV_005,39,68
DEV_005_2024-10-21 06:00:00,2024-10-21 06:00:00,DEV_005,48,24
DEV_005_2024-10-21 08:00:00,2024-10-21 08:00:00,DEV_005,58,73
DEV_005_2024-10-21 10:00:00,2024-10-21 10:00:00,DEV_005,61,68
DEV_005_2024-10-21 12:00:00,2024-10-21 12:00:00,DEV_005,76,13
DEV_005_2024-10-21 14:00:00,2024-10-21 14:00:00,DEV_005,11,88
DEV_005_2024-10-21 16:00:00,2024-10-21 16:00:00,DEV_005,99,42
DEV_005_2024-10-21 18:00:00,2024-10-21 18:00:00,DEV_005,97,46
DEV_005_2024-10-21 20:00:00,2024-10-21 20:00:00,DEV_005,27,45
DEV_005_2024-10-21 22:00:00,2024-10-21 22:00:00,DEV_005,50,40
DEV_005_2024-10-22 00:00:00,2024-10-22 00:00:00,DEV_005,7,11
DEV_005_2024-10-22 02:00:00,2024-10-22 02:00:00,DEV_005,93,10
DEV_005_2024-10-22 04:00:00,2024-10-22 04:00:00,DEV_005,41,48
DEV_005_2024-10-22 06:00:00,2024-10-22 06:00:00,DEV_005,67,92
DEV_005_2024-10-22 08:00:00,2024-10-22 08:00:00,DEV_005,17,17
DEV_005_2024-10-22 10:00:00,2024-10-22 10:00:00,DEV_005,33,63
DEV_005_2024-10-22 12:00:00,2024-10-22 12:00:00,DEV_005,35,38
DEV_005_2024-10-22 14:00:00,2024-10-22 14:00:00,DEV_005,74,70
DEV_005_2024-10-22 16:00:00,2024-10-22 16:00:00,DEV_005,54,11
DEV_005_2024-10-22 18:00:00,2024-10-22 18:00:00,DEV_005,10,63
DEV_005_2024-10-22 20:00:00,2024-10-22 20:00:00,DEV_005,67,11
DEV_005_2024-10-22 22:00:00,2024-10-22 22:00:00,DEV_005,34,20
DEV_005_2024-10-23 00:00:00,2024-10-23 00:00:00,DEV_005,16,72
DEV_005_2024-10-23 02:00:00,2024-10-23 02:00:00,DEV_005,54,76
DEV_005_2024-10-23 04:00:00,2024-10-23 04:00:00,DEV_005,15,36
DEV_005_2024-10-23 06:00:00,2024-10-23 06:00:00,DEV_005,29,38
DEV_005_2024-10-23 08:00:00,2024-10-23 08:00:00,DEV_005,84,95
DEV_005_2024-10-23 10:00:00,2024-10-23 10:00:00,DEV_005,60,81
DEV_005_2024-10-23 12:00:00,2024-10-23 12:00:00,DEV_005,2,42
DEV_005_2024-10-23 14:00:00,2024-10-23 14:00:00,DEV_005,14,47
DEV_005_2024-10-23 16:00:00,2024-10-23 16:00:00,DEV_005,71,13
DEV_005_2024-10-23 18:00:00,2024-10-23 18:00:00,DEV_005,5,25
DEV_005_2024-10-23 20:00:00,2024-10-23 20:00:00,DEV_005,66,47
DEV_005_2024-10-23 22:00:00,2024-10-23 22:00:00,DEV_005,60,25
DEV_005_2024-10-24 00:00:00,2024-10-24 00:00:00,DEV_005,54,1
DEV_005_2024-10-24 02:00:00,2024-10-24 02:00:00,DEV_005,40,48
DEV_005_2024-10-24 04:00:00,2024-10-24 04:00:00,DEV_005,49,5
DEV_005_2024-10-24 06:00:00,2024-10-24 06:00:00,DEV_005,77,8
DEV_005_2024-10-24 08:00:00,2024-10-24 08:00:00,DEV_005,51,19
DEV_005_2024-10-24 10:00:00,2024-10-24 10:00:00,DEV_005,41,36
DEV_005_2024-10-24 12:00:00,2024-10-24 12:00:00,DEV_005,6,68
DEV_005_2024-10-24 14:00:00,2024-10-24 14:00:00,DEV_005,56,74
DEV_005_2024-10-24 16:00:00,2024-10-24 16:00:00,DEV_005,60,60
DEV_005_2024-10-24 18:00:00,2024-10-24 18:00:00,DEV_005,42,27
DEV_005_2024-10-24 20:00:00,2024-10-24 20:00:00,DEV_005,63,88
DEV_005_2024-10-24 22:00:00,2024-10-24 22:00:00,DEV_005,32,35
DEV_005_2024-10-25 00:00:00,2024-10-25 00:00:00,DEV_005,45,3
DEV_005_2024-10-25 02:00:00,2024-10-25 02:00:00,DEV_005,57,10
DEV_005_2024-10-25 04:00:00,2024-10-25 04:00:00,DEV_005,15,50
DEV_005_2024-10-25 06:00:00,2024-10-25 06:00:00,DEV_005,71,17
DEV_005_2024-10-25 08:00:00,2024-10-25 08:00:00,DEV_005,2,12
DEV_005_2024-10-25 10:00:00,2024-10-25 10:00:00,DEV_005,8,3
DEV_005_2024-10-25 12:00:00,2024-10-25 12:00:00,DEV_005,91,74
DEV_005_2024-10-25 14:00:00,2024-10-25 14:00:00,DEV_005,2,11
DEV_005_2024-10-25 16:00:00,2024-10-25 16:00:00,DEV_005,79,70
DEV_005_2024-10-25 18:00:00,2024-10-25 18:00:00,DEV_005,72,19
DEV_005_2024-10-25 20:00:00,2024-10-25 20:00:00,DEV_005,63,62
DEV_005_2024-10-25 22:00:00,2024-10-25 22:00:00,DEV_005,78,14
DEV_005_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_005,18,93
DEV_005_2024-10-26 02:00:00,2024-10-26 02:00:00,DEV_005,55,15
DEV_005_2024-10-26 04:00:00,2024-10-26 04:00:00,DEV_005,27,57
DEV_005_2024-10-26 06:00:00,2024-10-26 06:00:00,DEV_005,54,63
DEV_005_2024-10-26 08:00:00,2024-10-26 08:00:00,DEV_005,79,63
DEV_005_2024-10-26 10:00:00,2024-10-26 10:00:00,DEV_005,86,85
DEV_005_2024-10-26 12:00:00,2024-10-26 12:00:00,DEV_005,15,30
DEV_005_2024-10-26 14:00:00,2024-10-26 14:00:00,DEV_005,7,65
DEV_005_2024-10-26 16:00:00,2024-10-26 16:00:00,DEV_005,91,95
DEV_005_2024-10-26 18:00:00,2024-10-26 18:00:00,DEV_005,72,69
DEV_005_2024-10-26 20:00:00,2024-10-26 20:00:00,DEV_005,68,72
DEV_005_2024-10-26 22:00:00,2024-10-26 22:00:00,DEV_005,22,77
DEV_005_2024-10-27 00:00:00,2024-10-27 00:00:00,DEV_005,65,50
DEV_005_2024-10-27 02:00:00,2024-10-27 02:00:00,DEV_005,56,81
DEV_005_2024-10-27 04:00:00,2024-10-27 04:00:00,DEV_005,61,41
DEV_005_2024-10-27 06:00:00,2024-10-27 06:00:00,DEV_005,59,54
DEV_005_2024-10-27 08:00:00,2024-10-27 08:00:00,DEV_005,15,58
DEV_005_2024-10-27 10:00:00,2024-10-27 10:00:00,DEV_005,39,29
DEV_005_2024-10-27 12:00:00,2024-10-27 12:00:00,DEV_005,44,99
DEV_005_2024-10-27 14:00:00,2024-10-27 14:00:00,DEV_005,47,22
DEV_005_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_005,35,87
DEV_005_2024-10-27 18:00:00,2024-10-27 18:00:00,DEV_005,13,87
DEV_005_2024-10-27 20:00:00,2024-10-27 20:00:00,DEV_005,45,59
DEV_005_2024-10-27 22:00:00,2024-10-27 22:00:00,DEV_005,79,85
DEV_005_2024-10-28 00:00:00,2024-10-28 00:00:00,DEV_005,67,69
DEV_005_2024-10-28 02:00:00,2024-10-28 02:00:00,DEV_005,79,49
DEV_005_2024-10-28 04:00:00,2024-10-28 04:00:00,DEV_005,44,96
DEV_005_2024-10-28 06:00:00,2024-10-28 06:00:00,DEV_005,97,66
DEV_005_2024-10-28 08:00:00,2024-10-28 08:00:00,DEV_005,81,78
DEV_005_2024-10-28 10:00:00,2024-10-28 10:00:00,DEV_005,16,18
DEV_005_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_005,53,67
DEV_005_2024-10-28 14:00:00,2024-10-28 14:00:00,DEV_005,69,15
DEV_005_2024-10-28 16:00:00,2024-10-28 16:00:00,DEV_005,44,92
DEV_005_2024-10-28 18:00:00,2024-10-28 18:00:00,DEV_005,66,55
DEV_005_2024-10-28 20:00:00,2024-10-28 20:00:00,DEV_005,94,9
DEV_005_2024-10-28 22:00:00,2024-10-28 22:00:00,DEV_005,79,48
DEV_005_2024-10-29 00:00:00,2024-10-29 00:00:00,DEV_005,11,79
DEV_005_2024-10-29 02:00:00,2024-10-29 02:00:00,DEV_005,32,71
DEV_005_2024-10-29 04:00:00,2024-10-29 04:00:00,DEV_005,48,68
DEV_005_2024-10-29 06:00:00,2024-10-29 06:00:00,DEV_005,27,31
DEV_005_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_005,96,38
DEV_005_2024-10-29 10:00:00,2024-10-29 10:00:00,DEV_005,86,95
DEV_005_2024-10-29 12:00:00,2024-10-29 12:00:00,DEV_005,56,43
DEV_005_2024-10-29 14:00:00,2024-10-29 14:00:00,DEV_005,11,79
DEV_005_2024-10-29 16:00:00,2024-10-29 16:00:00,DEV_005,29,12
DEV_005_2024-10-29 18:00:00,2024-10-29 18:00:00,DEV_005,36,72
DEV_005_2024-10-29 20:00:00,2024-10-29 20:00:00,DEV_005,21,48
DEV_005_2024-10-29 22:00:00,2024-10-29 22:00:00,DEV_005,44,67
DEV_005_2024-10-30 00:00:00,2024-10-30 00:00:00,DEV_005,83,65
DEV_005_2024-10-30 02:00:00,2024-10-30 02:00:00,DEV_005,23,19
DEV_005_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_005,27,16
DEV_005_2024-10-30 06:00:00,2024-10-30 06:00:00,DEV_005,4,76
DEV_005_2024-10-30 08:00:00,2024-10-30 08:00:00,DEV_005,29,14
DEV_005_2024-10-30 10:00:00,2024-10-30 10:00:00,DEV_005,68,6
DEV_005_2024-10-30 12:00:00,2024-10-30 12:00:00,DEV_005,22,35
DEV_005_2024-10-30 14:00:00,2024-10-30 14:00:00,DEV_005,95,38
DEV_005_2024-10-30 16:00:00,2024-10-30 16:00:00,DEV_005,33,19
DEV_005_2024-10-30 18:00:00,2024-10-30 18:00:00,DEV_005,42,32
DEV_005_2024-10-30 20:00:00,2024-10-30 20:00:00,DEV_005,87,93
DEV_005_2024-10-30 22:00:00,2024-10-30 22:00:00,DEV_005,70,30
DEV_005_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_005,39,26
DEV_005_2024-10-31 02:00:00,2024-10-31 02:00:00,DEV_005,6,70
DEV_005_2024-10-31 04:00:00,2024-10-31 04:00:00,DEV_005,37,85
DEV_005_2024-10-31 06:00:00,2024-10-31 06:00:00,DEV_005,83,10
DEV_005_2024-10-31 08:00:00,2024-10-31 08:00:00,DEV_005,92,99
DEV_005_2024-10-31 10:00:00,2024-10-31 10:00:00,DEV_005,88,76
DEV_005_2024-10-31 12:00:00,2024-10-31 12:00:00,DEV_005,90,76
DEV_005_2024-10-31 14:00:00,2024-10-31 14:00:00,DEV_005,4,32
DEV_005_2024-10-31 16:00:00,2024-10-31 16:00:00,DEV_005,27,40
DEV_005_2024-10-31 18:00:00,2024-10-31 18:00:00,DEV_005,63,34
DEV_005_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_005,77,9
DEV_005_2024-10-31 22:00:00,2024-10-31 22:00:00,DEV_005,37,5
DEV_005_2024-11-01 00:00:00,2024-11-01 00:00:00,DEV_005,22,81
DEV_005_2024-11-01 02:00:00,2024-11-01 02:00:00,DEV_005,29,77
DEV_005_2024-11-01 04:00:00,2024-11-01 04:00:00,DEV_005,14,1
DEV_005_2024-11-01 06:00:00,2024-11-01 06:00:00,DEV_005,4,26
DEV_005_2024-11-01 08:00:00,2024-11-01 08:00:00,DEV_005,85,49
DEV_005_2024-11-01 10:00:00,2024-11-01 10:00:00,DEV_005,70,75
DEV_005_2024-11-01 12:00:00,2024-11-01 12:00:00,DEV_005,45,85
DEV_005_2024-11-01 14:00:00,2024-11-01 14:00:00,DEV_005,24,80
DEV_005_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_005,14,9
DEV_005_2024-11-01 18:00:00,2024-11-01 18:00:00,DEV_005,85,20
DEV_005_2024-11-01 20:00:00,2024-11-01 20:00:00,DEV_005,90,88
DEV_005_2024-11-01 22:00:00,2024-11-01 22:00:00,DEV_005,33,4
DEV_005_2024-11-02 00:00:00,2024-11-02 00:00:00,DEV_005,99,76
DEV_005_2024-11-02 02:00:00,2024-11-02 02:00:00,DEV_005,37,61
DEV_005_2024-11-02 04:00:00,2024-11-02 04:00:00,DEV_005,77,20
DEV_005_2024-11-02 06:00:00,2024-11-02 06:00:00,DEV_005,18,56
DEV_005_2024-11-02 08:00:00,2024-11-02 08:00:00,DEV_005,41,54
DEV_005_2024-11-02 10:00:00,2024-11-02 10:00:00,DEV_005,3,85
DEV_005_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_005,85,10
DEV_005_2024-11-02 14:00:00,2024-11-02 14:00:00,DEV_005,84,86
DEV_005_2024-11-02 16:00:00,2024-11-02 16:00:00,DEV_005,74,75
DEV_005_2024-11-02 18:00:00,2024-11-02 18:00:00,DEV_005,97,49
DEV_005_2024-11-02 20:00:00,2024-11-02 20:00:00,DEV_005,93,16
DEV_005_2024-11-02 22:00:00,2024-11-02 22:00:00,DEV_005,70,41
DEV_005_2024-11-03 00:00:00,2024-11-03 00:00:00,DEV_005,91,63
DEV_005_2024-11-03 02:00:00,2024-11-03 02:00:00,DEV_005,26,96
DEV_005_2024-11-03 04:00:00,2024-11-03 04:00:00,DEV_005,86,95
DEV_005_2024-11-03 06:00:00,2024-11-03 06:00:00,DEV_005,56,44
DEV_005_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_005,12,12
DEV_005_2024-11-03 10:00:00,2024-11-03 10:00:00,DEV_005,17,35
DEV_005_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_005,89,59
DEV_005_2024-11-03 14:00:00,2024-11-03 14:00:00,DEV_005,56,98
DEV_005_2024-11-03 16:00:00,2024-11-03 16:00:00,DEV_005,12,34
DEV_005_2024-11-03 18:00:00,2024-11-03 18:00:00,DEV_005,81,35
DEV_005_2024-11-03 20:00:00,2024-11-03 20:00:00,DEV_005,75,24
DEV_005_2024-11-03 22:00:00,2024-11-03 22:00:00,DEV_005,89,96
DEV_005_2024-11-04 00:00:00,2024-11-04 00:00:00,DEV_005,15,44
DEV_005_2024-11-04 02:00:00,2024-11-04 02:00:00,DEV_005,15,30
DEV_005_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_005,62,24
DEV_005_2024-11-04 06:00:00,2024-11-04 06:00:00,DEV_005,85,64
DEV_005_2024-11-04 08:00:00,2024-11-04 08:00:00,DEV_005,51,61
DEV_005_2024-11-04 10:00:00,2024-11-04 10:00:00,DEV_005,11,16
DEV_005_2024-11-04 12:00:00,2024-11-04 12:00:00,DEV_005,55,72
DEV_005_2024-11-04 14:00:00,2024-11-04 14:00:00,DEV_005,56,6
DEV_005_2024-11-04 16:00:00,2024-11-04 16:00:00,DEV_005,92,29
DEV_005_2024-11-04 18:00:00,2024-11-04 18:00:00,DEV_005,87,96
DEV_005_2024-11-04 20:00:00,2024-11-04 20:00:00,DEV_005,98,87
DEV_005_2024-11-04 22:00:00,2024-11-04 22:00:00,DEV_005,34,82
DEV_005_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_005,99,72
DEV_005_2024-11-05 02:00:00,2024-11-05 02:00:00,DEV_005,81,37
DEV_005_2024-11-05 04:00:00,2024-11-05 04:00:00,DEV_005,61,82
DEV_005_2024-11-05 06:00:00,2024-11-05 06:00:00,DEV_005,5,84
DEV_005_2024-11-05 08:00:00,2024-11-05 08:00:00,DEV_005,2,31
DEV_005_2024-11-05 10:00:00,2024-11-05 10:00:00,DEV_005,69,32
DEV_005_2024-11-05 12:00:00,2024-11-05 12:00:00,DEV_005,16,32
DEV_005_2024-11-05 14:00:00,2024-11-05 14:00:00,DEV_005,90,99
DEV_005_2024-11-05 16:00:00,2024-11-05 16:00:00,DEV_005,41,56
DEV_005_2024-11-05 18:00:00,2024-11-05 18:00:00,DEV_005,7,9
DEV_005_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_005,29,9
DEV_005_2024-11-05 22:00:00,2024-11-05 22:00:00,DEV_005,44,17
DEV_005_2024-11-06 00:00:00,2024-11-06 00:00:00,DEV_005,71,92
DEV_005_2024-11-06 02:00:00,2024-11-06 02:00:00,DEV_005,98,42
DEV_005_2024-11-06 04:00:00,2024-11-06 04:00:00,DEV_005,32,73
DEV_005_2024-11-06 06:00:00,2024-11-06 06:00:00,DEV_005,51,5
DEV_005_2024-11-06 08:00:00,2024-11-06 08:00:00,DEV_005,54,43
DEV_005_2024-11-06 10:00:00,2024-11-06 10:00:00,DEV_005,9,92
DEV_005_2024-11-06 12:00:00,2024-11-06 12:00:00,DEV_005,41,14
DEV_005_2024-11-06 14:00:00,2024-11-06 14:00:00,DEV_005,35,70
DEV_005_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_005,18,30
DEV_005_2024-11-06 18:00:00,2024-11-06 18:00:00,DEV_005,17,1
DEV_005_2024-11-06 20:00:00,2024-11-06 20:00:00,DEV_005,46,90
DEV_005_2024-11-06 22:00:00,2024-11-06 22:00:00,DEV_005,47,26
DEV_005_2024-11-07 00:00:00,2024-11-07 00:00:00,DEV_005,11,55
DEV_005_2024-11-07 02:00:00,2024-11-07 02:00:00,DEV_005,91,14
DEV_005_2024-11-07 04:00:00,2024-11-07 04:00:00,DEV_005,65,96
DEV_005_2024-11-07 06:00:00,2024-11-07 06:00:00,DEV_005,76,39
DEV_005_2024-11-07 08:00:00,2024-11-07 08:00:00,DEV_005,35,30
DEV_005_2024-11-07 10:00:00,2024-11-07 10:00:00,DEV_005,13,96
DEV_005_2024-11-07 12:00:00,2024-11-07 12:00:00,DEV_005,79,29
DEV_005_2024-11-07 14:00:00,2024-11-07 14:00:00,DEV_005,34,94
DEV_005_2024-11-07 16:00:00,2024-11-07 16:00:00,DEV_005,3,54
DEV_005_2024-11-07 18:00:00,2024-11-07 18:00:00,DEV_005,90,94
DEV_005_2024-11-07 20:00:00,2024-11-07 20:00:00,DEV_005,89,68
DEV_005_2024-11-07 22:00:00,2024-11-07 22:00:00,DEV_005,91,70
DEV_005_2024-11-08 00:00:00,2024-11-08 00:00:00,DEV_005,82,28
DEV_005_2024-11-08 02:00:00,2024-11-08 02:00:00,DEV_005,11,16
DEV_005_2024-11-08 04:00:00,2024-11-08 04:00:00,DEV_005,36,31
DEV_005_2024-11-08 06:00:00,2024-11-08 06:00:00,DEV_005,87,80
DEV_005_2024-11-08 08:00:00,2024-11-08 08:00:00,DEV_005,43,49
DEV_005_2024-11-08 10:00:00,2024-11-08 10:00:00,DEV_005,93,10
DEV_005_2024-11-08 12:00:00,2024-11-08 12:00:00,DEV_005,6,39
DEV_005_2024-11-08 14:00:00,2024-11-08 14:00:00,DEV_005,86,54
DEV_005_2024-11-08 16:00:00,2024-11-08 16:00:00,DEV_005,67,47
DEV_005_2024-11-08 18:00:00,2024-11-08 18:00:00,DEV_005,98,80
DEV_005_2024-11-08 20:00:00,2024-11-08 20:00:00,DEV_005,87,21
DEV_005_2024-11-08 22:00:00,2024-11-08 22:00:00,DEV_005,97,96
DEV_005_2024-11-09 00:00:00,2024-11-09 00:00:00,DEV_005,14,31
DEV_005_2024-11-09 02:00:00,2024-11-09 02:00:00,DEV_005,53,34
DEV_005_2024-11-09 04:00:00,2024-11-09 04:00:00,DEV_005,20,56
DEV_005_2024-11-09 06:00:00,2024-11-09 06:00:00,DEV_005,32,21
DEV_005_2024-11-09 08:00:00,2024-11-09 08:00:00,DEV_005,7,23
DEV_005_2024-11-09 10:00:00,2024-11-09 10:00:00,DEV_005,60,39
DEV_005_2024-11-09 12:00:00,2024-11-09 12:00:00,DEV_005,6,28
DEV_005_2024-11-09 14:00:00,2024-11-09 14:00:00,DEV_005,93,64
DEV_005_2024-11-09 16:00:00,2024-11-09 16:00:00,DEV_005,32,71
DEV_005_2024-11-09 18:00:00,2024-11-09 18:00:00,DEV_005,89,81
DEV_005_2024-11-09 20:00:00,2024-11-09 20:00:00,DEV_005,82,83
DEV_005_2024-11-09 22:00:00,2024-11-09 22:00:00,DEV_005,38,76
DEV_005_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_005,64,70
DEV_005_2024-11-10 02:00:00,2024-11-10 02:00:00,DEV_005,52,37
DEV_005_2024-11-10 04:00:00,2024-11-10 04:00:00,DEV_005,29,1
DEV_005_2024-11-10 06:00:00,2024-11-10 06:00:00,DEV_005,98,60
DEV_005_2024-11-10 08:00:00,2024-11-10 08:00:00,DEV_005,3,62
DEV_005_2024-11-10 10:00:00,2024-11-10 10:00:00,DEV_005,11,11
DEV_005_2024-11-10 12:00:00,2024-11-10 12:00:00,DEV_005,90,57
DEV_005_2024-11-10 14:00:00,2024-11-10 14:00:00,DEV_005,6,56
DEV_005_2024-11-10 16:00:00,2024-11-10 16:00:00,DEV_005,45,21
DEV_005_2024-11-10 18:00:00,2024-11-10 18:00:00,DEV_005,46,27
DEV_005_2024-11-10 20:00:00,2024-11-10 20:00:00,DEV_005,70,95
DEV_005_2024-11-10 22:00:00,2024-11-10 22:00:00,DEV_005,10,38
DEV_005_2024-11-11 00:00:00,2024-11-11 00:00:00,DEV_005,90,72
DEV_005_2024-11-11 02:00:00,2024-11-11 02:00:00,DEV_005,91,58
DEV_005_2024-11-11 04:00:00,2024-11-11 04:00:00,DEV_005,52,15
DEV_005_2024-11-11 06:00:00,2024-11-11 06:00:00,DEV_005,83,24
DEV_005_2024-11-11 08:00:00,2024-11-11 08:00:00,DEV_005,25,34
DEV_005_2024-11-11 10:00:00,2024-11-11 10:00:00,DEV_005,50,4
DEV_005_2024-11-11 12:00:00,2024-11-11 12:00:00,DEV_005,5,89
DEV_005_2024-11-11 14:00:00,2024-11-11 14:00:00,DEV_005,30,74
DEV_005_2024-11-11 16:00:00,2024-11-11 16:00:00,DEV_005,16,69
DEV_005_2024-11-11 18:00:00,2024-11-11 18:00:00,DEV_005,85,65
DEV_005_2024-11-11 20:00:00,2024-11-11 20:00:00,DEV_005,13,92
DEV_005_2024-11-11 22:00:00,2024-11-11 22:00:00,DEV_005,10,97
DEV_005_2024-11-12 00:00:00,2024-11-12 00:00:00,DEV_005,79,33
DEV_005_2024-11-12 02:00:00,2024-11-12 02:00:00,DEV_005,96,62
DEV_005_2024-11-12 04:00:00,2024-11-12 04:00:00,DEV_005,79,74
DEV_005_2024-11-12 06:00:00,2024-11-12 06:00:00,DEV_005,81,29
DEV_005_2024-11-12 08:00:00,2024-11-12 08:00:00,DEV_005,92,99
DEV_005_2024-11-12 10:00:00,2024-11-12 10:00:00,DEV_005,77,76
DEV_005_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_005,72,75
DEV_005_2024-11-12 14:00:00,2024-11-12 14:00:00,DEV_005,2,25
DEV_005_2024-11-12 16:00:00,2024-11-12 16:00:00,DEV_005,61,63
DEV_005_2024-11-12 18:00:00,2024-11-12 18:00:00,DEV_005,81,80
DEV_005_2024-11-12 20:00:00,2024-11-12 20:00:00,DEV_005,40,55
DEV_005_2024-11-12 22:00:00,2024-11-12 22:00:00,DEV_005,45,31
DEV_005_2024-11-13 00:00:00,2024-11-13 00:00:00,DEV_005,45,22
DEV_005_2024-11-13 02:00:00,2024-11-13 02:00:00,DEV_005,28,58
DEV_005_2024-11-13 04:00:00,2024-11-13 04:00:00,DEV_005,82,59
DEV_005_2024-11-13 06:00:00,2024-11-13 06:00:00,DEV_005,80,79
DEV_005_2024-11-13 08:00:00,2024-11-13 08:00:00,DEV_005,36,70
DEV_005_2024-11-13 10:00:00,2024-11-13 10:00:00,DEV_005,37,80
DEV_005_2024-11-13 12:00:00,2024-11-13 12:00:00,DEV_005,16,24
DEV_005_2024-11-13 14:00:00,2024-11-13 14:00:00,DEV_005,28,39
DEV_005_2024-11-13 16:00:00,2024-11-13 16:00:00,DEV_005,31,59
DEV_005_2024-11-13 18:00:00,2024-11-13 18:00:00,DEV_005,40,66
DEV_005_2024-11-13 20:00:00,2024-11-13 20:00:00,DEV_005,18,18
DEV_005_2024-11-13 22:00:00,2024-11-13 22:00:00,DEV_005,2,35
DEV_005_2024-11-14 00:00:00,2024-11-14 00:00:00,DEV_005,59,40
