sn,createdts,upload_data,download_data,signal_strength,legacy_devices,stationary_mobile,downlink_phy_rate,max_downlink_phy_rate,uplink_phy_rate,max_uplink_phy_rate,num_clients_connected,son_status,upload_speed,download_speed,latency,channel_switches,wifi_association,son_steer_success_status
DEV_004,2024-11-19 00:00:00,15,98,69,No,Mobile,16,33,41,4,76,51,2,34,65,1,None,None
DEV_004,2024-11-19 12:00:00,63,53,67,No,Mobile,30,59,25,33,82,88,27,19,10,1,None,None
DEV_004,2024-11-20 00:00:00,5,60,88,No,Mobile,86,44,77,86,25,96,14,14,48,1,None,None
DEV_004,2024-11-20 12:00:00,75,45,82,No,Mobile,62,78,14,65,85,39,7,30,96,1,None,None
DEV_004,2024-11-21 00:00:00,62,92,1,No,Mobile,68,80,43,87,61,46,1,59,22,1,None,None
DEV_004,2024-11-21 12:00:00,77,12,67,No,Mobile,68,31,41,28,99,69,86,81,10,1,None,None
DEV_004,2024-11-22 00:00:00,92,7,77,No,Mobile,32,18,46,8,98,63,44,58,34,1,None,None
DEV_004,2024-11-22 12:00:00,61,50,80,No,Mobile,10,25,12,1,99,53,80,60,69,1,None,None
DEV_004,2024-11-23 00:00:00,56,74,9,No,Mobile,13,27,8,53,87,27,42,72,33,1,None,None
DEV_004,2024-11-23 12:00:00,89,84,74,No,Mobile,51,11,78,51,31,58,98,33,41,1,None,None
DEV_004,2024-11-24 00:00:00,42,2,12,No,Mobile,14,47,54,94,87,61,60,21,25,1,None,None
DEV_004,2024-11-24 12:00:00,34,37,46,No,Mobile,63,87,79,2,81,31,41,66,50,1,None,None
DEV_004,2024-11-25 00:00:00,46,64,27,No,Mobile,82,13,31,67,19,90,64,38,93,1,None,None
DEV_004,2024-11-25 12:00:00,47,94,97,No,Mobile,95,60,28,89,2,83,73,73,94,1,None,None
DEV_004,2024-11-26 00:00:00,63,4,15,No,Mobile,15,63,47,17,28,95,57,32,70,1,None,None
DEV_004,2024-11-26 12:00:00,2,89,59,No,Mobile,48,78,13,44,80,80,57,9,87,1,None,None
DEV_004,2024-11-27 00:00:00,98,95,58,No,Mobile,73,20,77,54,73,50,65,75,73,1,None,None
DEV_004,2024-11-27 12:00:00,1,88,48,No,Mobile,28,55,98,81,12,61,90,85,34,1,None,None
DEV_004,2024-11-28 00:00:00,58,1,47,No,Mobile,81,63,18,20,92,9,18,4,68,1,None,None
DEV_004,2024-11-28 12:00:00,35,13,73,No,Mobile,31,87,16,54,87,65,30,60,15,1,None,None
DEV_004,2024-11-29 00:00:00,99,28,60,No,Mobile,92,88,90,72,19,1,78,18,31,1,None,None
DEV_004,2024-11-29 12:00:00,44,18,81,No,Mobile,81,58,70,21,75,50,61,88,23,1,None,None
DEV_004,2024-11-30 00:00:00,61,57,94,No,Mobile,33,12,74,55,14,70,76,29,53,1,None,None
DEV_004,2024-11-30 12:00:00,12,48,60,No,Mobile,96,14,26,92,12,53,27,83,72,1,None,None
DEV_004,2024-12-01 00:00:00,16,72,57,No,Mobile,13,49,35,45,12,80,31,22,21,1,None,None
DEV_004,2024-12-01 12:00:00,65,5,34,No,Mobile,1,62,10,38,62,54,65,67,3,1,None,None
DEV_004,2024-12-02 00:00:00,16,65,48,No,Mobile,57,24,34,50,71,49,49,71,90,1,None,None
DEV_004,2024-12-02 12:00:00,75,81,73,No,Mobile,39,87,8,77,43,6,85,45,51,1,None,None
DEV_004,2024-12-03 00:00:00,22,97,97,No,Mobile,73,15,86,80,8,4,8,82,78,1,None,None
DEV_004,2024-12-03 12:00:00,98,36,54,No,Mobile,67,39,6,65,37,23,31,5,17,1,None,None
DEV_004,2024-12-04 00:00:00,90,71,88,No,Mobile,24,98,39,68,77,4,78,74,25,1,None,None
DEV_004,2024-12-04 12:00:00,82,42,46,No,Mobile,64,23,53,65,38,46,9,8,9,1,None,None
DEV_004,2024-12-05 00:00:00,47,60,6,No,Mobile,12,39,62,49,83,40,61,38,59,1,None,None
DEV_004,2024-12-05 12:00:00,58,66,38,No,Mobile,75,5,47,14,73,31,76,30,87,1,None,None
DEV_004,2024-12-06 00:00:00,23,51,82,No,Mobile,56,52,54,16,87,91,51,83,99,1,None,None
DEV_004,2024-12-06 12:00:00,80,12,12,No,Mobile,27,14,16,93,62,23,55,45,30,1,None,None
DEV_004,2024-12-07 00:00:00,55,89,3,No,Mobile,15,96,21,58,18,16,51,99,73,1,None,None
DEV_004,2024-12-07 12:00:00,42,51,89,No,Mobile,18,71,22,88,32,90,5,96,37,1,Association,None
DEV_004,2024-12-08 00:00:00,96,44,81,No,Mobile,12,34,36,64,15,6,61,57,82,1,None,None
DEV_004,2024-12-08 12:00:00,2,46,45,No,Mobile,45,60,15,42,8,47,25,85,1,1,Association,None
DEV_004,2024-12-09 00:00:00,13,19,38,No,Mobile,27,81,74,36,24,20,93,84,85,1,None,None
DEV_004,2024-12-09 12:00:00,84,16,75,No,Mobile,68,25,66,66,16,44,23,94,46,1,None,None
DEV_004,2024-12-10 00:00:00,40,73,26,No,Mobile,35,33,10,61,91,15,49,77,62,1,None,None
DEV_004,2024-12-10 12:00:00,46,5,18,No,Mobile,44,86,39,66,16,1,68,14,19,1,None,None
DEV_004,2024-12-11 00:00:00,75,46,1,No,Mobile,55,30,85,79,48,14,41,67,50,1,None,None
DEV_004,2024-12-11 12:00:00,24,26,13,No,Mobile,92,20,72,50,69,37,41,55,39,1,None,None
DEV_004,2024-12-12 00:00:00,87,24,4,No,Mobile,81,48,88,58,90,78,26,43,84,1,None,None
DEV_004,2024-12-12 12:00:00,47,2,77,No,Mobile,93,63,51,70,81,45,72,21,1,1,None,None
DEV_004,2024-12-13 00:00:00,75,27,73,No,Mobile,47,48,98,43,55,49,64,59,78,1,None,None
DEV_004,2024-12-13 12:00:00,58,1,92,No,Mobile,90,82,1,41,42,36,80,95,69,1,None,None
DEV_004,2024-12-14 00:00:00,15,61,50,No,Mobile,61,62,40,36,86,80,83,74,2,1,None,None
DEV_004,2024-12-14 12:00:00,52,26,97,No,Mobile,64,71,80,26,38,43,85,31,57,1,None,None
DEV_004,2024-12-15 00:00:00,11,20,34,No,Mobile,60,97,58,43,63,4,81,80,60,1,None,None
DEV_004,2024-12-15 12:00:00,58,2,84,No,Mobile,45,44,26,8,16,86,88,81,45,1,None,None
DEV_004,2024-12-16 00:00:00,67,10,15,Yes,Mobile,63,7,20,60,21,81,45,27,79,1,None,None
DEV_004,2024-12-16 12:00:00,14,35,38,No,Mobile,62,4,79,29,8,46,44,38,63,1,None,None
DEV_004,2024-12-17 00:00:00,84,19,50,No,Mobile,34,51,72,51,38,74,21,88,38,1,None,None
DEV_004,2024-12-17 12:00:00,57,68,6,Yes,Mobile,99,34,85,59,3,72,49,83,12,1,None,None
DEV_004,2024-12-18 00:00:00,96,50,56,No,Mobile,2,92,69,14,19,42,60,44,55,1,Disassociation,None
DEV_004,2024-12-18 12:00:00,41,60,62,No,Mobile,26,78,96,39,31,36,48,20,9,1,None,None
DEV_004,2024-12-19 00:00:00,81,4,71,No,Mobile,38,36,56,97,4,80,46,8,56,1,None,None
DEV_004,2024-12-19 12:00:00,19,52,98,No,Mobile,7,55,9,8,62,8,61,28,99,1,None,None
DEV_004,2024-12-20 00:00:00,3,14,32,No,Mobile,94,19,6,73,24,12,31,44,80,1,None,None
DEV_004,2024-12-20 12:00:00,93,91,3,No,Mobile,23,90,27,6,71,21,4,71,32,1,None,None
DEV_004,2024-12-21 00:00:00,5,95,76,No,Mobile,30,25,76,67,27,84,55,88,90,1,None,None
DEV_004,2024-12-21 12:00:00,39,68,64,No,Mobile,55,68,50,23,41,17,77,50,50,1,None,None
DEV_004,2024-12-22 00:00:00,34,1,60,No,Mobile,99,93,18,70,93,36,66,4,90,1,None,None
DEV_004,2024-12-22 12:00:00,68,33,50,No,Mobile,75,94,53,90,94,52,10,68,22,1,None,None
DEV_004,2024-12-23 00:00:00,52,89,99,No,Mobile,65,52,31,78,19,39,1,88,37,1,None,None
DEV_004,2024-12-23 12:00:00,45,79,50,No,Mobile,4,98,24,12,42,32,93,84,63,1,None,None
DEV_004,2024-12-24 00:00:00,40,36,15,Yes,Mobile,65,83,25,78,73,34,43,52,83,1,None,None
DEV_004,2024-12-24 12:00:00,12,9,52,Yes,Mobile,43,93,83,15,36,94,4,56,43,1,None,None
DEV_004,2024-12-25 00:00:00,74,17,6,No,Mobile,1,84,18,9,21,74,2,18,4,1,None,None
DEV_004,2024-12-25 12:00:00,98,2,2,No,Mobile,50,35,93,97,58,84,39,61,86,1,None,None
DEV_004,2024-12-26 00:00:00,36,10,45,No,Mobile,83,58,25,91,44,82,57,48,5,1,None,None
DEV_004,2024-12-26 12:00:00,68,15,97,No,Mobile,51,13,81,83,86,97,13,33,94,1,None,None
DEV_004,2024-12-27 00:00:00,57,73,75,No,Mobile,48,85,42,23,9,13,32,83,52,1,None,None
DEV_004,2024-12-27 12:00:00,40,1,7,No,Mobile,41,68,2,17,94,62,16,98,9,1,None,None
DEV_004,2024-12-28 00:00:00,30,93,87,No,Mobile,77,37,76,45,3,11,92,14,44,1,None,None
DEV_004,2024-12-28 12:00:00,91,37,79,No,Mobile,16,92,55,76,87,87,22,49,22,1,None,None
DEV_004,2024-12-29 00:00:00,89,80,71,No,Mobile,76,96,67,1,63,75,9,29,38,1,None,None
DEV_004,2024-12-29 12:00:00,14,28,8,No,Mobile,29,41,65,54,64,94,24,77,24,1,None,None
DEV_005,2024-09-01 00:00:00,88,70,67,No,Mobile,50,78,31,94,65,34,43,1,78,1,None,None
DEV_005,2024-09-01 06:00:00,72,26,16,No,Mobile,74,17,72,84,5,31,73,75,48,1,None,None
DEV_005,2024-09-01 12:00:00,65,76,46,No,Mobile,23,98,98,91,72,2,11,87,31,1,None,None
DEV_005,2024-09-01 18:00:00,36,53,3,No,Mobile,57,30,16,66,77,42,41,64,15,1,None,None
DEV_005,2024-09-02 00:00:00,64,92,63,No,Mobile,74,15,58,7,39,98,85,85,43,1,None,None
DEV_005,2024-09-02 06:00:00,9,79,4,No,Mobile,88,75,88,12,4,88,80,61,12,1,None,None
DEV_005,2024-09-02 12:00:00,84,32,78,No,Mobile,34,36,76,34,85,69,11,51,84,1,None,None
DEV_005,2024-09-02 18:00:00,44,73,75,No,Mobile,3,72,55,73,69,49,59,80,63,1,None,None
DEV_005,2024-09-03 00:00:00,74,21,75,No,Mobile,63,88,61,92,84,28,22,20,42,1,None,None
DEV_005,2024-09-03 06:00:00,75,59,70,No,Mobile,75,8,88,10,54,95,27,77,31,1,None,None
DEV_005,2024-09-03 12:00:00,68,23,70,No,Mobile,38,25,59,2,72,30,85,29,31,1,None,None
DEV_005,2024-09-03 18:00:00,14,14,49,No,Mobile,40,79,23,66,8,37,40,3,83,1,None,None
DEV_005,2024-09-04 00:00:00,63,82,87,No,Mobile,28,49,6,16,7,97,35,76,51,1,None,None
DEV_005,2024-09-04 06:00:00,96,76,1,No,Mobile,77,72,44,78,91,98,93,81,16,1,None,None
DEV_005,2024-09-04 12:00:00,3,65,71,No,Mobile,22,11,68,82,58,48,78,90,69,1,None,None
DEV_005,2024-09-04 18:00:00,53,56,26,No,Mobile,2,50,1,68,14,49,21,85,57,1,None,None
DEV_005,2024-09-05 00:00:00,82,46,10,No,Mobile,61,57,82,83,78,74,26,94,88,1,None,None
DEV_005,2024-09-05 06:00:00,38,47,95,No,Mobile,19,69,45,34,5,19,50,14,53,1,None,None
DEV_005,2024-09-05 12:00:00,36,52,56,No,Mobile,18,38,10,26,98,89,25,92,19,1,None,None
DEV_005,2024-09-05 18:00:00,41,51,29,No,Mobile,1,21,69,67,93,5,93,63,1,1,None,None
DEV_005,2024-09-06 00:00:00,31,20,20,No,Mobile,66,16,35,62,81,98,47,87,82,1,None,None
DEV_005,2024-09-06 06:00:00,42,31,27,No,Mobile,53,48,81,94,34,67,18,27,27,1,None,None
DEV_005,2024-09-06 12:00:00,25,62,51,No,Mobile,98,67,54,7,83,25,71,12,64,1,None,None
DEV_005,2024-09-06 18:00:00,23,87,99,No,Mobile,17,13,96,81,16,59,94,1,5,1,None,None
DEV_005,2024-09-07 00:00:00,54,51,54,No,Mobile,55,19,61,12,94,18,56,22,8,1,None,None
DEV_005,2024-09-07 06:00:00,65,55,64,No,Mobile,9,76,39,43,15,14,27,34,61,1,None,None
DEV_005,2024-09-07 12:00:00,72,1,25,No,Mobile,10,41,7,51,96,13,98,81,33,1,None,None
DEV_005,2024-09-07 18:00:00,42,3,3,No,Mobile,81,27,51,14,64,48,57,38,60,1,None,None
DEV_005,2024-09-08 00:00:00,47,75,51,No,Mobile,39,17,60,6,69,92,2,12,39,1,None,None
DEV_005,2024-09-08 06:00:00,92,2,3,No,Mobile,41,22,62,48,23,38,90,94,58,1,None,None
DEV_005,2024-09-08 12:00:00,80,3,7,No,Mobile,88,56,72,62,32,35,56,68,39,1,None,None
DEV_005,2024-09-08 18:00:00,68,35,66,No,Mobile,94,40,70,7,80,68,50,53,88,1,None,None
DEV_005,2024-09-09 00:00:00,21,87,46,No,Mobile,67,32,92,4,66,86,45,81,51,1,None,None
DEV_005,2024-09-09 06:00:00,76,42,28,No,Mobile,40,47,50,45,3,49,68,1,48,1,None,None
DEV_005,2024-09-09 12:00:00,81,37,1,Yes,Mobile,55,24,84,11,60,39,69,5,83,1,None,None
DEV_005,2024-09-09 18:00:00,18,63,14,No,Mobile,93,51,79,47,69,35,40,87,38,1,None,None
DEV_005,2024-09-10 00:00:00,45,11,12,No,Mobile,78,10,3,84,40,46,86,82,20,1,None,None
DEV_005,2024-09-10 06:00:00,48,36,42,No,Mobile,53,22,76,93,20,23,78,81,12,1,None,None
DEV_005,2024-09-10 12:00:00,80,42,43,No,Mobile,9,35,4,47,74,79,60,15,29,1,None,None
DEV_005,2024-09-10 18:00:00,30,59,34,No,Mobile,57,1,65,42,17,10,3,14,16,1,None,None
DEV_005,2024-09-11 00:00:00,28,20,76,No,Mobile,45,15,58,68,83,35,63,12,94,1,None,None
DEV_005,2024-09-11 06:00:00,58,78,23,No,Mobile,34,37,86,47,58,56,57,40,76,1,None,None
DEV_005,2024-09-11 12:00:00,88,88,78,No,Mobile,10,53,94,8,12,69,65,82,70,1,None,None
DEV_005,2024-09-11 18:00:00,43,67,77,No,Mobile,59,88,23,87,52,97,74,56,2,1,None,None
DEV_005,2024-09-12 00:00:00,23,39,45,No,Mobile,19,62,31,95,15,56,36,3,23,1,None,None
DEV_005,2024-09-12 06:00:00,82,92,27,No,Mobile,4,17,66,30,31,39,43,83,52,1,None,None
DEV_005,2024-09-12 12:00:00,63,15,91,No,Mobile,19,2,8,38,18,14,31,1,22,1,None,None
DEV_005,2024-09-12 18:00:00,22,99,90,No,Mobile,41,14,10,90,92,68,65,30,73,1,None,None
DEV_005,2024-09-13 00:00:00,75,85,61,No,Mobile,11,82,18,58,96,83,81,59,45,1,None,None
DEV_005,2024-09-13 06:00:00,19,50,79,No,Mobile,37,90,73,49,15,73,58,52,69,1,None,None
DEV_005,2024-09-13 12:00:00,55,89,92,No,Mobile,36,22,46,15,17,12,91,70,33,1,None,None
DEV_005,2024-09-13 18:00:00,7,89,71,No,Mobile,49,21,40,98,73,54,35,2,50,1,None,None
DEV_005,2024-09-14 00:00:00,45,1,35,No,Mobile,63,89,49,19,17,6,56,22,11,1,None,None
DEV_005,2024-09-14 06:00:00,75,58,30,No,Mobile,28,3,47,20,4,54,33,88,74,1,None,None
DEV_005,2024-09-14 12:00:00,5,22,75,No,Mobile,33,79,19,63,66,5,30,45,24,1,None,None
DEV_005,2024-09-14 18:00:00,18,71,25,No,Mobile,31,87,87,33,77,81,42,99,19,1,None,None
DEV_005,2024-09-15 00:00:00,45,74,26,No,Mobile,81,5,54,80,20,77,37,53,92,1,None,None
DEV_005,2024-09-15 06:00:00,60,90,84,No,Mobile,16,24,77,32,3,24,57,45,99,1,None,None
DEV_005,2024-09-15 12:00:00,57,11,40,No,Mobile,40,13,25,7,36,19,68,72,78,1,Association,None
DEV_005,2024-09-15 18:00:00,11,58,23,No,Mobile,69,81,48,41,26,97,69,13,83,1,None,None
DEV_005,2024-09-16 00:00:00,18,72,23,No,Mobile,31,21,26,59,83,77,27,79,70,1,None,None
DEV_005,2024-09-16 06:00:00,53,35,63,No,Mobile,39,14,20,18,18,78,13,58,62,1,None,None
DEV_005,2024-09-16 12:00:00,5,15,92,No,Mobile,48,28,84,28,22,38,54,3,83,1,None,None
DEV_005,2024-09-16 18:00:00,63,68,26,No,Mobile,88,71,43,53,9,96,34,79,68,1,None,None
DEV_005,2024-09-17 00:00:00,90,99,63,No,Mobile,91,10,36,94,64,84,12,76,96,1,None,None
DEV_005,2024-09-17 06:00:00,97,79,82,No,Mobile,93,3,30,51,89,44,64,50,75,1,None,None
DEV_005,2024-09-17 12:00:00,46,17,8,No,Mobile,99,6,63,44,26,84,25,12,72,1,None,None
DEV_005,2024-09-17 18:00:00,98,32,37,No,Mobile,9,19,76,64,33,26,6,85,40,1,None,None
DEV_005,2024-09-18 00:00:00,76,51,87,No,Mobile,16,41,91,73,88,43,67,18,7,1,None,None
DEV_005,2024-09-18 06:00:00,41,9,23,No,Mobile,33,83,33,69,21,98,40,65,1,1,None,None
DEV_005,2024-09-18 12:00:00,72,60,51,No,Mobile,50,57,69,14,74,56,45,94,49,1,None,None
DEV_005,2024-09-18 18:00:00,44,45,94,No,Mobile,17,53,36,97,88,11,95,53,85,1,None,None
DEV_005,2024-09-19 00:00:00,87,27,13,No,Mobile,86,11,79,93,91,20,56,66,68,1,None,None
DEV_005,2024-09-19 06:00:00,92,41,44,No,Mobile,12,72,34,70,88,56,82,11,64,1,None,None
DEV_005,2024-09-19 12:00:00,24,70,94,No,Mobile,30,96,3,76,94,48,66,92,56,1,None,None
DEV_005,2024-09-19 18:00:00,78,59,8,No,Mobile,53,37,75,70,2,92,47,13,76,1,None,None
DEV_005,2024-09-20 00:00:00,16,95,16,No,Mobile,68,43,24,27,22,89,33,9,20,1,None,None
DEV_005,2024-09-20 06:00:00,64,50,84,No,Mobile,37,76,12,58,30,18,75,10,77,1,None,None
DEV_005,2024-09-20 12:00:00,76,59,22,No,Mobile,37,80,24,24,32,88,64,39,64,1,None,None
DEV_005,2024-09-20 18:00:00,69,21,8,No,Mobile,29,32,64,88,30,83,91,18,2,1,None,None
DEV_005,2024-09-21 00:00:00,40,12,34,No,Mobile,99,53,60,66,78,15,27,34,77,1,None,None
DEV_005,2024-09-21 06:00:00,44,11,66,No,Mobile,38,43,67,99,92,19,1,38,1,1,None,None
DEV_005,2024-09-21 12:00:00,24,9,27,No,Mobile,61,88,65,65,30,65,41,36,28,1,None,None
DEV_005,2024-09-21 18:00:00,87,70,68,No,Mobile,49,23,5,64,45,3,72,29,50,1,None,None
DEV_005,2024-09-22 00:00:00,15,91,61,No,Mobile,13,45,23,16,83,96,71,45,99,1,None,None
DEV_005,2024-09-22 06:00:00,95,96,43,No,Mobile,7,7,53,58,41,69,21,76,24,1,None,None
DEV_005,2024-09-22 12:00:00,51,10,53,No,Mobile,53,96,89,46,44,36,9,67,61,1,None,None
DEV_005,2024-09-22 18:00:00,65,8,33,No,Mobile,42,66,97,68,34,89,2,17,39,1,None,None
DEV_005,2024-09-23 00:00:00,93,71,79,No,Mobile,19,73,54,58,81,17,40,28,18,1,None,None
DEV_005,2024-09-23 06:00:00,77,2,7,No,Mobile,78,83,70,78,51,63,97,25,37,1,None,None
DEV_005,2024-09-23 12:00:00,60,62,33,No,Mobile,97,31,62,79,53,5,31,6,3,1,None,None
DEV_005,2024-09-23 18:00:00,73,96,61,No,Mobile,29,27,48,53,95,33,20,11,59,1,None,None
DEV_005,2024-09-24 00:00:00,83,50,68,No,Mobile,71,18,63,54,79,94,62,16,97,1,None,None
DEV_005,2024-09-24 06:00:00,38,68,93,No,Mobile,9,73,67,81,54,1,52,10,35,1,None,None
DEV_005,2024-09-24 12:00:00,98,8,8,No,Mobile,93,84,39,81,46,90,50,37,32,1,None,None
DEV_005,2024-09-24 18:00:00,30,79,87,Yes,Mobile,13,90,37,21,66,48,62,58,89,1,None,None
DEV_005,2024-09-25 00:00:00,15,16,35,No,Mobile,81,29,75,81,81,30,95,59,17,1,None,None
DEV_005,2024-09-25 06:00:00,4,93,22,No,Mobile,59,72,80,99,73,46,92,61,1,1,None,None
DEV_005,2024-09-25 12:00:00,13,16,60,No,Mobile,68,7,78,5,67,61,72,23,82,1,None,None
DEV_005,2024-09-25 18:00:00,64,7,26,No,Mobile,8,37,18,44,3,90,63,65,21,1,None,None
DEV_005,2024-09-26 00:00:00,13,17,75,No,Mobile,99,70,52,92,92,45,42,94,26,1,None,None
DEV_005,2024-09-26 06:00:00,32,44,77,No,Mobile,18,26,56,61,22,29,48,58,66,1,None,None
DEV_005,2024-09-26 12:00:00,63,36,76,No,Mobile,41,2,27,28,24,66,67,33,28,1,None,None
DEV_005,2024-09-26 18:00:00,50,74,55,No,Mobile,56,22,87,22,48,66,70,52,88,1,None,None
DEV_005,2024-09-27 00:00:00,50,29,86,No,Mobile,55,39,57,19,67,52,65,19,31,1,None,None
DEV_005,2024-09-27 06:00:00,29,45,1,No,Mobile,9,82,1,69,55,47,92,34,84,1,None,None
DEV_005,2024-09-27 12:00:00,29,16,70,No,Mobile,82,77,35,58,96,73,84,76,66,1,None,None
DEV_005,2024-09-27 18:00:00,1,41,36,No,Mobile,57,35,50,53,94,19,18,18,21,1,None,None
DEV_005,2024-09-28 00:00:00,1,26,81,No,Mobile,64,60,15,22,19,22,19,28,32,1,None,None
DEV_005,2024-09-28 06:00:00,64,90,49,No,Mobile,70,69,12,14,9,82,51,20,62,1,None,None
DEV_005,2024-09-28 12:00:00,95,94,8,No,Mobile,58,3,19,86,64,63,84,89,2,1,None,None
DEV_005,2024-09-28 18:00:00,29,73,45,No,Mobile,64,15,75,98,24,37,97,76,65,1,None,None
DEV_005,2024-09-29 00:00:00,62,29,7,No,Mobile,84,44,74,70,15,65,95,84,9,1,None,None
DEV_005,2024-09-29 06:00:00,14,20,28,No,Mobile,76,55,36,67,56,37,64,44,56,1,None,None
DEV_005,2024-09-29 12:00:00,81,83,46,No,Mobile,31,34,43,19,36,58,26,27,18,1,None,None
DEV_005,2024-09-29 18:00:00,74,9,35,No,Mobile,97,53,50,61,48,13,25,8,86,1,None,None
DEV_005,2024-09-30 00:00:00,81,24,77,No,Mobile,90,53,83,89,46,32,80,72,47,1,None,None
DEV_005,2024-09-30 06:00:00,38,92,45,No,Mobile,22,36,11,82,66,42,61,46,35,1,None,None
DEV_005,2024-09-30 12:00:00,5,36,88,No,Mobile,39,38,42,88,84,50,3,94,71,1,None,None
DEV_005,2024-09-30 18:00:00,20,37,50,No,Mobile,35,23,95,79,19,70,10,40,85,1,None,None
DEV_005,2024-10-01 00:00:00,3,39,40,No,Mobile,30,72,24,21,65,11,68,34,91,1,None,None
DEV_005,2024-10-01 06:00:00,62,58,99,No,Mobile,46,19,89,9,47,83,56,24,60,1,None,None
DEV_005,2024-10-01 12:00:00,42,68,24,No,Mobile,33,34,77,42,18,98,16,13,51,1,None,None
DEV_005,2024-10-01 18:00:00,3,12,26,No,Mobile,92,19,52,98,77,91,40,11,14,1,None,None
DEV_005,2024-10-02 00:00:00,38,51,61,No,Mobile,69,31,11,74,13,43,75,6,28,1,None,None
DEV_005,2024-10-02 06:00:00,56,14,36,No,Mobile,60,64,51,7,5,19,57,24,1,1,None,None
DEV_005,2024-10-02 12:00:00,31,32,98,No,Mobile,13,29,94,94,13,68,66,80,20,1,None,None
DEV_005,2024-10-02 18:00:00,50,82,21,No,Mobile,57,19,17,59,5,73,40,35,92,1,None,None
DEV_005,2024-10-03 00:00:00,47,72,37,No,Mobile,54,20,72,71,73,99,45,12,2,1,None,None
DEV_005,2024-10-03 06:00:00,27,67,7,No,Mobile,85,71,2,73,73,39,83,30,23,1,None,None
DEV_005,2024-10-03 12:00:00,56,24,40,No,Mobile,48,16,58,68,3,55,31,18,5,1,None,None
DEV_005,2024-10-03 18:00:00,77,63,11,No,Mobile,99,88,34,45,41,64,70,19,38,1,None,None
DEV_005,2024-10-04 00:00:00,37,86,18,No,Mobile,93,2,65,70,37,55,24,84,80,1,None,None
DEV_005,2024-10-04 06:00:00,27,79,15,No,Mobile,95,11,14,4,44,31,32,22,10,1,None,None
DEV_005,2024-10-04 12:00:00,35,80,52,No,Mobile,65,86,68,60,39,94,93,16,22,1,None,None
DEV_005,2024-10-04 18:00:00,41,42,15,No,Mobile,80,79,85,53,53,61,26,32,81,1,None,None
DEV_005,2024-10-05 00:00:00,74,22,42,No,Mobile,99,72,77,99,82,93,53,39,10,1,None,None
DEV_005,2024-10-05 06:00:00,82,41,50,No,Mobile,90,78,71,44,81,30,56,62,14,1,None,None
DEV_005,2024-10-05 12:00:00,91,81,25,No,Mobile,70,82,43,42,62,18,99,74,9,1,None,None
DEV_005,2024-10-05 18:00:00,78,55,36,No,Mobile,41,63,7,50,79,64,6,18,72,1,None,None
DEV_005,2024-10-06 00:00:00,60,65,10,No,Mobile,71,25,91,91,43,63,73,67,71,1,None,None
DEV_005,2024-10-06 06:00:00,14,92,86,No,Mobile,28,77,72,55,88,59,18,42,95,1,None,None
DEV_005,2024-10-06 12:00:00,48,12,64,No,Mobile,44,35,32,66,60,21,11,89,52,1,None,None
DEV_005,2024-10-06 18:00:00,18,84,20,No,Mobile,63,23,86,58,70,28,30,24,48,1,None,None
DEV_005,2024-10-07 00:00:00,48,88,27,No,Mobile,13,58,2,93,20,69,23,42,63,1,None,None
DEV_005,2024-10-07 06:00:00,1,85,14,No,Mobile,38,36,64,94,38,83,10,30,91,1,None,None
DEV_005,2024-10-07 12:00:00,23,27,24,No,Mobile,63,8,8,47,84,80,49,16,45,1,None,None
DEV_005,2024-10-07 18:00:00,67,79,79,No,Mobile,56,22,76,44,61,7,9,79,76,1,None,None
DEV_005,2024-10-08 00:00:00,3,29,7,No,Mobile,62,53,85,43,73,17,23,79,60,1,None,None
DEV_005,2024-10-08 06:00:00,61,32,87,No,Mobile,72,2,27,36,98,65,54,10,59,1,None,None
DEV_005,2024-10-08 18:00:00,6,81,12,No,Mobile,1,29,90,72,82,63,80,71,32,1,None,None
DEV_005,2024-10-09 00:00:00,33,75,8,No,Mobile,4,11,21,4,83,4,79,73,11,1,Disassociation,None
DEV_005,2024-10-09 06:00:00,67,52,97,No,Mobile,53,18,38,27,67,74,48,76,24,1,None,None
DEV_005,2024-10-09 12:00:00,59,96,21,No,Mobile,28,38,54,6,56,58,15,99,17,1,None,None
DEV_005,2024-10-09 18:00:00,38,17,50,No,Mobile,70,61,26,59,32,87,24,61,36,1,None,None
DEV_005,2024-10-10 00:00:00,87,49,2,No,Mobile,58,42,68,37,69,64,45,98,60,1,None,None
DEV_005,2024-10-10 06:00:00,75,19,42,No,Mobile,41,20,73,18,14,22,50,76,20,1,None,None
DEV_005,2024-10-10 12:00:00,61,66,1,No,Mobile,69,32,19,31,23,39,41,42,75,1,None,None
DEV_005,2024-10-10 18:00:00,8,12,82,No,Mobile,65,64,32,46,67,51,5,3,41,1,None,None
DEV_005,2024-10-11 00:00:00,88,23,68,No,Mobile,87,86,38,27,88,12,55,3,59,1,None,None
DEV_005,2024-10-11 06:00:00,10,26,89,No,Mobile,8,20,74,89,89,44,70,1,41,1,None,None
DEV_005,2024-10-11 12:00:00,94,13,20,No,Mobile,74,28,19,2,16,74,75,85,50,1,None,None
DEV_005,2024-10-11 18:00:00,60,4,8,No,Mobile,56,35,21,26,2,89,46,98,66,1,None,None
DEV_005,2024-10-12 00:00:00,4,15,97,No,Mobile,74,99,96,80,92,22,77,39,55,1,None,None
DEV_005,2024-10-12 06:00:00,96,99,84,No,Mobile,77,90,48,81,24,31,83,56,26,1,None,None
