distid,createdts,sn,ookla_result
DEV_006_2024-09-13 12:00:00,2024-09-13 12:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 69, 'UploadSpeed': 21, 'Latency': 70, 'PacketLossRate': 4, 'Jitter': 49, 'Download LatencyIQM': 28, 'Download LatencyLow': 94, 'Download LatencyHigh': 53, 'Download LatencyJitter': 5, 'UploadLatencyIQM': 18, 'UploadLatencyLow': 48, 'Upload LatencyHigh': 34, 'UploadLatencyJitter': 69}"
DEV_006_2024-09-13 14:00:00,2024-09-13 14:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 81, 'UploadSpeed': 63, 'Latency': 16, 'PacketLossRate': 43, 'Jitter': 63, 'Download LatencyIQM': 11, 'Download LatencyLow': 12, 'Download LatencyHigh': 15, 'Download LatencyJitter': 78, 'UploadLatencyIQM': 36, 'UploadLatencyLow': 61, 'Upload LatencyHigh': 44, 'UploadLatencyJitter': 61}"
DEV_006_2024-09-13 16:00:00,2024-09-13 16:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 95, 'UploadSpeed': 44, 'Latency': 24, 'PacketLossRate': 69, 'Jitter': 84, 'Download LatencyIQM': 25, 'Download LatencyLow': 76, 'Download LatencyHigh': 65, 'Download LatencyJitter': 54, 'UploadLatencyIQM': 58, 'UploadLatencyLow': 75, 'Upload LatencyHigh': 68, 'UploadLatencyJitter': 78}"
DEV_006_2024-09-13 18:00:00,2024-09-13 18:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 94, 'UploadSpeed': 64, 'Latency': 64, 'PacketLossRate': 53, 'Jitter': 18, 'Download LatencyIQM': 39, 'Download LatencyLow': 43, 'Download LatencyHigh': 19, 'Download LatencyJitter': 62, 'UploadLatencyIQM': 58, 'UploadLatencyLow': 82, 'Upload LatencyHigh': 78, 'UploadLatencyJitter': 27}"
DEV_006_2024-09-13 20:00:00,2024-09-13 20:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 77, 'UploadSpeed': 34, 'Latency': 18, 'PacketLossRate': 91, 'Jitter': 44, 'Download LatencyIQM': 4, 'Download LatencyLow': 24, 'Download LatencyHigh': 43, 'Download LatencyJitter': 99, 'UploadLatencyIQM': 12, 'UploadLatencyLow': 43, 'Upload LatencyHigh': 87, 'UploadLatencyJitter': 33}"
DEV_006_2024-09-13 22:00:00,2024-09-13 22:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 95, 'UploadSpeed': 32, 'Latency': 19, 'PacketLossRate': 51, 'Jitter': 85, 'Download LatencyIQM': 62, 'Download LatencyLow': 26, 'Download LatencyHigh': 62, 'Download LatencyJitter': 10, 'UploadLatencyIQM': 65, 'UploadLatencyLow': 88, 'Upload LatencyHigh': 63, 'UploadLatencyJitter': 80}"
DEV_006_2024-09-14 00:00:00,2024-09-14 00:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 66, 'UploadSpeed': 97, 'Latency': 60, 'PacketLossRate': 52, 'Jitter': 49, 'Download LatencyIQM': 49, 'Download LatencyLow': 72, 'Download LatencyHigh': 18, 'Download LatencyJitter': 75, 'UploadLatencyIQM': 24, 'UploadLatencyLow': 50, 'Upload LatencyHigh': 65, 'UploadLatencyJitter': 16}"
DEV_006_2024-09-14 02:00:00,2024-09-14 02:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 56, 'UploadSpeed': 19, 'Latency': 2, 'PacketLossRate': 75, 'Jitter': 47, 'Download LatencyIQM': 57, 'Download LatencyLow': 14, 'Download LatencyHigh': 54, 'Download LatencyJitter': 29, 'UploadLatencyIQM': 33, 'UploadLatencyLow': 92, 'Upload LatencyHigh': 55, 'UploadLatencyJitter': 25}"
DEV_006_2024-09-14 04:00:00,2024-09-14 04:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 26, 'UploadSpeed': 63, 'Latency': 4, 'PacketLossRate': 14, 'Jitter': 72, 'Download LatencyIQM': 95, 'Download LatencyLow': 67, 'Download LatencyHigh': 23, 'Download LatencyJitter': 4, 'UploadLatencyIQM': 83, 'UploadLatencyLow': 69, 'Upload LatencyHigh': 14, 'UploadLatencyJitter': 78}"
DEV_006_2024-09-14 06:00:00,2024-09-14 06:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 75, 'UploadSpeed': 34, 'Latency': 77, 'PacketLossRate': 1, 'Jitter': 63, 'Download LatencyIQM': 16, 'Download LatencyLow': 34, 'Download LatencyHigh': 39, 'Download LatencyJitter': 82, 'UploadLatencyIQM': 51, 'UploadLatencyLow': 98, 'Upload LatencyHigh': 93, 'UploadLatencyJitter': 35}"
DEV_006_2024-09-14 08:00:00,2024-09-14 08:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 23, 'UploadSpeed': 97, 'Latency': 84, 'PacketLossRate': 15, 'Jitter': 56, 'Download LatencyIQM': 22, 'Download LatencyLow': 16, 'Download LatencyHigh': 78, 'Download LatencyJitter': 37, 'UploadLatencyIQM': 92, 'UploadLatencyLow': 54, 'Upload LatencyHigh': 67, 'UploadLatencyJitter': 91}"
DEV_006_2024-09-14 10:00:00,2024-09-14 10:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 89, 'UploadSpeed': 84, 'Latency': 38, 'PacketLossRate': 18, 'Jitter': 6, 'Download LatencyIQM': 55, 'Download LatencyLow': 36, 'Download LatencyHigh': 50, 'Download LatencyJitter': 86, 'UploadLatencyIQM': 78, 'UploadLatencyLow': 21, 'Upload LatencyHigh': 73, 'UploadLatencyJitter': 68}"
DEV_006_2024-09-14 12:00:00,2024-09-14 12:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 84, 'UploadSpeed': 47, 'Latency': 59, 'PacketLossRate': 52, 'Jitter': 23, 'Download LatencyIQM': 40, 'Download LatencyLow': 86, 'Download LatencyHigh': 44, 'Download LatencyJitter': 36, 'UploadLatencyIQM': 84, 'UploadLatencyLow': 77, 'Upload LatencyHigh': 22, 'UploadLatencyJitter': 79}"
DEV_006_2024-09-14 14:00:00,2024-09-14 14:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 94, 'UploadSpeed': 11, 'Latency': 50, 'PacketLossRate': 88, 'Jitter': 89, 'Download LatencyIQM': 76, 'Download LatencyLow': 13, 'Download LatencyHigh': 22, 'Download LatencyJitter': 52, 'UploadLatencyIQM': 53, 'UploadLatencyLow': 81, 'Upload LatencyHigh': 40, 'UploadLatencyJitter': 96}"
DEV_006_2024-09-14 16:00:00,2024-09-14 16:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 26, 'UploadSpeed': 98, 'Latency': 2, 'PacketLossRate': 6, 'Jitter': 19, 'Download LatencyIQM': 69, 'Download LatencyLow': 73, 'Download LatencyHigh': 66, 'Download LatencyJitter': 9, 'UploadLatencyIQM': 81, 'UploadLatencyLow': 88, 'Upload LatencyHigh': 40, 'UploadLatencyJitter': 27}"
DEV_006_2024-09-14 18:00:00,2024-09-14 18:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 83, 'UploadSpeed': 98, 'Latency': 45, 'PacketLossRate': 45, 'Jitter': 51, 'Download LatencyIQM': 11, 'Download LatencyLow': 64, 'Download LatencyHigh': 12, 'Download LatencyJitter': 52, 'UploadLatencyIQM': 62, 'UploadLatencyLow': 8, 'Upload LatencyHigh': 85, 'UploadLatencyJitter': 54}"
DEV_006_2024-09-14 20:00:00,2024-09-14 20:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 66, 'UploadSpeed': 88, 'Latency': 8, 'PacketLossRate': 35, 'Jitter': 97, 'Download LatencyIQM': 46, 'Download LatencyLow': 16, 'Download LatencyHigh': 94, 'Download LatencyJitter': 86, 'UploadLatencyIQM': 32, 'UploadLatencyLow': 91, 'Upload LatencyHigh': 55, 'UploadLatencyJitter': 33}"
DEV_006_2024-09-14 22:00:00,2024-09-14 22:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 23, 'UploadSpeed': 61, 'Latency': 1, 'PacketLossRate': 3, 'Jitter': 8, 'Download LatencyIQM': 78, 'Download LatencyLow': 28, 'Download LatencyHigh': 18, 'Download LatencyJitter': 60, 'UploadLatencyIQM': 55, 'UploadLatencyLow': 61, 'Upload LatencyHigh': 60, 'UploadLatencyJitter': 53}"
DEV_006_2024-09-15 00:00:00,2024-09-15 00:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 44, 'UploadSpeed': 75, 'Latency': 53, 'PacketLossRate': 61, 'Jitter': 4, 'Download LatencyIQM': 54, 'Download LatencyLow': 92, 'Download LatencyHigh': 11, 'Download LatencyJitter': 46, 'UploadLatencyIQM': 99, 'UploadLatencyLow': 35, 'Upload LatencyHigh': 93, 'UploadLatencyJitter': 9}"
DEV_006_2024-09-15 02:00:00,2024-09-15 02:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 85, 'UploadSpeed': 55, 'Latency': 20, 'PacketLossRate': 42, 'Jitter': 67, 'Download LatencyIQM': 3, 'Download LatencyLow': 77, 'Download LatencyHigh': 70, 'Download LatencyJitter': 39, 'UploadLatencyIQM': 71, 'UploadLatencyLow': 20, 'Upload LatencyHigh': 32, 'UploadLatencyJitter': 91}"
DEV_006_2024-09-15 04:00:00,2024-09-15 04:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 77, 'UploadSpeed': 25, 'Latency': 4, 'PacketLossRate': 25, 'Jitter': 91, 'Download LatencyIQM': 56, 'Download LatencyLow': 26, 'Download LatencyHigh': 74, 'Download LatencyJitter': 10, 'UploadLatencyIQM': 36, 'UploadLatencyLow': 58, 'Upload LatencyHigh': 52, 'UploadLatencyJitter': 42}"
DEV_006_2024-09-15 06:00:00,2024-09-15 06:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 4, 'UploadSpeed': 60, 'Latency': 90, 'PacketLossRate': 89, 'Jitter': 95, 'Download LatencyIQM': 3, 'Download LatencyLow': 60, 'Download LatencyHigh': 99, 'Download LatencyJitter': 67, 'UploadLatencyIQM': 85, 'UploadLatencyLow': 98, 'Upload LatencyHigh': 14, 'UploadLatencyJitter': 71}"
DEV_006_2024-09-15 08:00:00,2024-09-15 08:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 60, 'UploadSpeed': 57, 'Latency': 89, 'PacketLossRate': 81, 'Jitter': 58, 'Download LatencyIQM': 68, 'Download LatencyLow': 7, 'Download LatencyHigh': 97, 'Download LatencyJitter': 44, 'UploadLatencyIQM': 50, 'UploadLatencyLow': 83, 'Upload LatencyHigh': 20, 'UploadLatencyJitter': 21}"
DEV_006_2024-09-15 10:00:00,2024-09-15 10:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 72, 'UploadSpeed': 72, 'Latency': 71, 'PacketLossRate': 39, 'Jitter': 71, 'Download LatencyIQM': 96, 'Download LatencyLow': 58, 'Download LatencyHigh': 54, 'Download LatencyJitter': 71, 'UploadLatencyIQM': 10, 'UploadLatencyLow': 15, 'Upload LatencyHigh': 7, 'UploadLatencyJitter': 98}"
DEV_006_2024-09-15 12:00:00,2024-09-15 12:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 22, 'UploadSpeed': 88, 'Latency': 25, 'PacketLossRate': 1, 'Jitter': 62, 'Download LatencyIQM': 70, 'Download LatencyLow': 52, 'Download LatencyHigh': 33, 'Download LatencyJitter': 79, 'UploadLatencyIQM': 33, 'UploadLatencyLow': 71, 'Upload LatencyHigh': 78, 'UploadLatencyJitter': 48}"
DEV_006_2024-09-15 14:00:00,2024-09-15 14:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 67, 'UploadSpeed': 72, 'Latency': 13, 'PacketLossRate': 21, 'Jitter': 87, 'Download LatencyIQM': 22, 'Download LatencyLow': 21, 'Download LatencyHigh': 81, 'Download LatencyJitter': 68, 'UploadLatencyIQM': 14, 'UploadLatencyLow': 4, 'Upload LatencyHigh': 45, 'UploadLatencyJitter': 22}"
DEV_006_2024-09-15 16:00:00,2024-09-15 16:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 56, 'UploadSpeed': 60, 'Latency': 5, 'PacketLossRate': 68, 'Jitter': 36, 'Download LatencyIQM': 50, 'Download LatencyLow': 53, 'Download LatencyHigh': 33, 'Download LatencyJitter': 58, 'UploadLatencyIQM': 43, 'UploadLatencyLow': 59, 'Upload LatencyHigh': 91, 'UploadLatencyJitter': 86}"
DEV_006_2024-09-15 18:00:00,2024-09-15 18:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 78, 'UploadSpeed': 29, 'Latency': 38, 'PacketLossRate': 96, 'Jitter': 22, 'Download LatencyIQM': 6, 'Download LatencyLow': 18, 'Download LatencyHigh': 75, 'Download LatencyJitter': 61, 'UploadLatencyIQM': 55, 'UploadLatencyLow': 68, 'Upload LatencyHigh': 17, 'UploadLatencyJitter': 49}"
DEV_006_2024-09-15 20:00:00,2024-09-15 20:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 58, 'UploadSpeed': 44, 'Latency': 64, 'PacketLossRate': 96, 'Jitter': 99, 'Download LatencyIQM': 35, 'Download LatencyLow': 52, 'Download LatencyHigh': 6, 'Download LatencyJitter': 7, 'UploadLatencyIQM': 23, 'UploadLatencyLow': 72, 'Upload LatencyHigh': 8, 'UploadLatencyJitter': 58}"
DEV_006_2024-09-15 22:00:00,2024-09-15 22:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 44, 'UploadSpeed': 97, 'Latency': 91, 'PacketLossRate': 86, 'Jitter': 4, 'Download LatencyIQM': 44, 'Download LatencyLow': 41, 'Download LatencyHigh': 8, 'Download LatencyJitter': 25, 'UploadLatencyIQM': 89, 'UploadLatencyLow': 99, 'Upload LatencyHigh': 37, 'UploadLatencyJitter': 62}"
DEV_006_2024-09-16 00:00:00,2024-09-16 00:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 49, 'UploadSpeed': 82, 'Latency': 98, 'PacketLossRate': 36, 'Jitter': 12, 'Download LatencyIQM': 89, 'Download LatencyLow': 43, 'Download LatencyHigh': 41, 'Download LatencyJitter': 8, 'UploadLatencyIQM': 23, 'UploadLatencyLow': 51, 'Upload LatencyHigh': 58, 'UploadLatencyJitter': 65}"
DEV_006_2024-09-16 02:00:00,2024-09-16 02:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 65, 'UploadSpeed': 90, 'Latency': 36, 'PacketLossRate': 27, 'Jitter': 62, 'Download LatencyIQM': 17, 'Download LatencyLow': 22, 'Download LatencyHigh': 76, 'Download LatencyJitter': 15, 'UploadLatencyIQM': 8, 'UploadLatencyLow': 72, 'Upload LatencyHigh': 58, 'UploadLatencyJitter': 40}"
DEV_006_2024-09-16 04:00:00,2024-09-16 04:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 68, 'UploadSpeed': 18, 'Latency': 59, 'PacketLossRate': 48, 'Jitter': 5, 'Download LatencyIQM': 21, 'Download LatencyLow': 81, 'Download LatencyHigh': 3, 'Download LatencyJitter': 90, 'UploadLatencyIQM': 59, 'UploadLatencyLow': 72, 'Upload LatencyHigh': 94, 'UploadLatencyJitter': 65}"
DEV_006_2024-09-16 06:00:00,2024-09-16 06:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 28, 'UploadSpeed': 38, 'Latency': 37, 'PacketLossRate': 30, 'Jitter': 81, 'Download LatencyIQM': 33, 'Download LatencyLow': 81, 'Download LatencyHigh': 68, 'Download LatencyJitter': 71, 'UploadLatencyIQM': 35, 'UploadLatencyLow': 84, 'Upload LatencyHigh': 38, 'UploadLatencyJitter': 19}"
DEV_006_2024-09-16 08:00:00,2024-09-16 08:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 55, 'UploadSpeed': 98, 'Latency': 47, 'PacketLossRate': 14, 'Jitter': 59, 'Download LatencyIQM': 46, 'Download LatencyLow': 69, 'Download LatencyHigh': 40, 'Download LatencyJitter': 28, 'UploadLatencyIQM': 65, 'UploadLatencyLow': 54, 'Upload LatencyHigh': 95, 'UploadLatencyJitter': 21}"
DEV_006_2024-09-16 10:00:00,2024-09-16 10:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 22, 'UploadSpeed': 74, 'Latency': 20, 'PacketLossRate': 91, 'Jitter': 4, 'Download LatencyIQM': 20, 'Download LatencyLow': 99, 'Download LatencyHigh': 28, 'Download LatencyJitter': 82, 'UploadLatencyIQM': 11, 'UploadLatencyLow': 81, 'Upload LatencyHigh': 37, 'UploadLatencyJitter': 9}"
DEV_006_2024-09-16 12:00:00,2024-09-16 12:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 1, 'UploadSpeed': 11, 'Latency': 61, 'PacketLossRate': 32, 'Jitter': 38, 'Download LatencyIQM': 51, 'Download LatencyLow': 46, 'Download LatencyHigh': 74, 'Download LatencyJitter': 54, 'UploadLatencyIQM': 80, 'UploadLatencyLow': 71, 'Upload LatencyHigh': 69, 'UploadLatencyJitter': 89}"
DEV_006_2024-09-16 14:00:00,2024-09-16 14:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 77, 'UploadSpeed': 73, 'Latency': 5, 'PacketLossRate': 78, 'Jitter': 19, 'Download LatencyIQM': 86, 'Download LatencyLow': 40, 'Download LatencyHigh': 4, 'Download LatencyJitter': 84, 'UploadLatencyIQM': 52, 'UploadLatencyLow': 89, 'Upload LatencyHigh': 37, 'UploadLatencyJitter': 61}"
DEV_006_2024-09-16 16:00:00,2024-09-16 16:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 36, 'UploadSpeed': 20, 'Latency': 1, 'PacketLossRate': 88, 'Jitter': 64, 'Download LatencyIQM': 61, 'Download LatencyLow': 96, 'Download LatencyHigh': 39, 'Download LatencyJitter': 35, 'UploadLatencyIQM': 13, 'UploadLatencyLow': 93, 'Upload LatencyHigh': 10, 'UploadLatencyJitter': 30}"
DEV_006_2024-09-16 18:00:00,2024-09-16 18:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 64, 'UploadSpeed': 10, 'Latency': 99, 'PacketLossRate': 97, 'Jitter': 81, 'Download LatencyIQM': 32, 'Download LatencyLow': 87, 'Download LatencyHigh': 78, 'Download LatencyJitter': 77, 'UploadLatencyIQM': 1, 'UploadLatencyLow': 13, 'Upload LatencyHigh': 39, 'UploadLatencyJitter': 64}"
DEV_006_2024-09-16 20:00:00,2024-09-16 20:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 48, 'UploadSpeed': 72, 'Latency': 45, 'PacketLossRate': 72, 'Jitter': 10, 'Download LatencyIQM': 70, 'Download LatencyLow': 12, 'Download LatencyHigh': 77, 'Download LatencyJitter': 15, 'UploadLatencyIQM': 92, 'UploadLatencyLow': 26, 'Upload LatencyHigh': 5, 'UploadLatencyJitter': 54}"
DEV_006_2024-09-16 22:00:00,2024-09-16 22:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 84, 'UploadSpeed': 44, 'Latency': 45, 'PacketLossRate': 13, 'Jitter': 10, 'Download LatencyIQM': 20, 'Download LatencyLow': 49, 'Download LatencyHigh': 67, 'Download LatencyJitter': 86, 'UploadLatencyIQM': 45, 'UploadLatencyLow': 6, 'Upload LatencyHigh': 68, 'UploadLatencyJitter': 59}"
DEV_006_2024-09-17 00:00:00,2024-09-17 00:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 94, 'UploadSpeed': 80, 'Latency': 78, 'PacketLossRate': 82, 'Jitter': 45, 'Download LatencyIQM': 44, 'Download LatencyLow': 27, 'Download LatencyHigh': 6, 'Download LatencyJitter': 6, 'UploadLatencyIQM': 92, 'UploadLatencyLow': 17, 'Upload LatencyHigh': 8, 'UploadLatencyJitter': 44}"
DEV_006_2024-09-17 02:00:00,2024-09-17 02:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 86, 'UploadSpeed': 37, 'Latency': 3, 'PacketLossRate': 12, 'Jitter': 96, 'Download LatencyIQM': 79, 'Download LatencyLow': 45, 'Download LatencyHigh': 38, 'Download LatencyJitter': 40, 'UploadLatencyIQM': 98, 'UploadLatencyLow': 69, 'Upload LatencyHigh': 41, 'UploadLatencyJitter': 64}"
DEV_006_2024-09-17 04:00:00,2024-09-17 04:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 76, 'UploadSpeed': 8, 'Latency': 17, 'PacketLossRate': 50, 'Jitter': 30, 'Download LatencyIQM': 19, 'Download LatencyLow': 60, 'Download LatencyHigh': 51, 'Download LatencyJitter': 95, 'UploadLatencyIQM': 16, 'UploadLatencyLow': 41, 'Upload LatencyHigh': 20, 'UploadLatencyJitter': 84}"
DEV_006_2024-09-17 06:00:00,2024-09-17 06:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 45, 'UploadSpeed': 29, 'Latency': 9, 'PacketLossRate': 35, 'Jitter': 48, 'Download LatencyIQM': 36, 'Download LatencyLow': 36, 'Download LatencyHigh': 71, 'Download LatencyJitter': 98, 'UploadLatencyIQM': 60, 'UploadLatencyLow': 51, 'Upload LatencyHigh': 58, 'UploadLatencyJitter': 91}"
DEV_006_2024-09-17 08:00:00,2024-09-17 08:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 6, 'UploadSpeed': 9, 'Latency': 75, 'PacketLossRate': 38, 'Jitter': 86, 'Download LatencyIQM': 40, 'Download LatencyLow': 43, 'Download LatencyHigh': 35, 'Download LatencyJitter': 42, 'UploadLatencyIQM': 52, 'UploadLatencyLow': 42, 'Upload LatencyHigh': 82, 'UploadLatencyJitter': 97}"
DEV_006_2024-09-17 10:00:00,2024-09-17 10:00:00,DEV_006,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 14, 'UploadSpeed': 76, 'Latency': 45, 'PacketLossRate': 30, 'Jitter': 10, 'Download LatencyIQM': 22, 'Download LatencyLow': 56, 'Download LatencyHigh': 6, 'Download LatencyJitter': 62, 'UploadLatencyIQM': 58, 'UploadLatencyLow': 74, 'Upload LatencyHigh': 63, 'UploadLatencyJitter': 36}"
