distid,createdts,sn,acs_bid,acs_primary_ch,acs_prev_ch,acs_reason
DEV_004_2024-12-19 12:00:00,2024-12-19 12:00:00,DEV_004,80,51,22,65
DEV_004_2024-12-19 15:00:00,2024-12-19 15:00:00,DEV_004,37,45,97,49
DEV_004_2024-12-19 18:00:00,2024-12-19 18:00:00,DEV_004,20,76,29,61
DEV_004_2024-12-19 21:00:00,2024-12-19 21:00:00,DEV_004,63,24,29,47
DEV_004_2024-12-20 00:00:00,2024-12-20 00:00:00,DEV_004,37,82,8,10
DEV_004_2024-12-20 03:00:00,2024-12-20 03:00:00,DEV_004,11,2,10,27
DEV_004_2024-12-20 06:00:00,2024-12-20 06:00:00,DEV_004,47,75,82,50
DEV_004_2024-12-20 09:00:00,2024-12-20 09:00:00,DEV_004,15,31,37,96
DEV_004_2024-12-20 12:00:00,2024-12-20 12:00:00,DEV_004,31,81,99,19
DEV_004_2024-12-20 15:00:00,2024-12-20 15:00:00,DEV_004,15,60,1,82
DEV_004_2024-12-20 18:00:00,2024-12-20 18:00:00,DEV_004,32,46,99,63
DEV_004_2024-12-20 21:00:00,2024-12-20 21:00:00,DEV_004,6,29,21,26
DEV_004_2024-12-21 00:00:00,2024-12-21 00:00:00,DEV_004,12,38,56,64
DEV_004_2024-12-21 03:00:00,2024-12-21 03:00:00,DEV_004,27,98,41,59
DEV_004_2024-12-21 06:00:00,2024-12-21 06:00:00,DEV_004,59,55,31,26
DEV_004_2024-12-21 09:00:00,2024-12-21 09:00:00,DEV_004,37,56,83,74
DEV_004_2024-12-21 12:00:00,2024-12-21 12:00:00,DEV_004,66,88,11,82
DEV_004_2024-12-21 15:00:00,2024-12-21 15:00:00,DEV_004,95,93,93,76
DEV_004_2024-12-21 18:00:00,2024-12-21 18:00:00,DEV_004,95,12,79,49
DEV_004_2024-12-21 21:00:00,2024-12-21 21:00:00,DEV_004,55,54,80,38
DEV_004_2024-12-22 00:00:00,2024-12-22 00:00:00,DEV_004,68,34,71,52
DEV_004_2024-12-22 03:00:00,2024-12-22 03:00:00,DEV_004,12,71,65,42
DEV_004_2024-12-22 06:00:00,2024-12-22 06:00:00,DEV_004,40,70,73,8
DEV_004_2024-12-22 09:00:00,2024-12-22 09:00:00,DEV_004,8,71,91,2
DEV_004_2024-12-22 12:00:00,2024-12-22 12:00:00,DEV_004,23,56,22,38
DEV_004_2024-12-22 15:00:00,2024-12-22 15:00:00,DEV_004,22,1,37,71
DEV_004_2024-12-22 18:00:00,2024-12-22 18:00:00,DEV_004,78,99,78,8
DEV_004_2024-12-22 21:00:00,2024-12-22 21:00:00,DEV_004,64,20,77,75
DEV_004_2024-12-23 00:00:00,2024-12-23 00:00:00,DEV_004,34,66,63,57
DEV_004_2024-12-23 03:00:00,2024-12-23 03:00:00,DEV_004,53,50,48,84
DEV_004_2024-12-23 06:00:00,2024-12-23 06:00:00,DEV_004,76,81,62,15
DEV_004_2024-12-23 09:00:00,2024-12-23 09:00:00,DEV_004,46,37,55,50
DEV_004_2024-12-23 12:00:00,2024-12-23 12:00:00,DEV_004,35,48,99,12
DEV_004_2024-12-23 15:00:00,2024-12-23 15:00:00,DEV_004,89,11,44,25
DEV_004_2024-12-23 18:00:00,2024-12-23 18:00:00,DEV_004,76,48,96,82
DEV_004_2024-12-23 21:00:00,2024-12-23 21:00:00,DEV_004,2,40,69,80
DEV_004_2024-12-24 00:00:00,2024-12-24 00:00:00,DEV_004,41,70,91,2
DEV_004_2024-12-24 03:00:00,2024-12-24 03:00:00,DEV_004,10,92,4,44
DEV_004_2024-12-24 06:00:00,2024-12-24 06:00:00,DEV_004,59,46,86,84
DEV_004_2024-12-24 09:00:00,2024-12-24 09:00:00,DEV_004,8,68,49,78
DEV_004_2024-12-24 12:00:00,2024-12-24 12:00:00,DEV_004,18,84,15,85
DEV_004_2024-12-24 15:00:00,2024-12-24 15:00:00,DEV_004,44,57,90,9
DEV_004_2024-12-24 18:00:00,2024-12-24 18:00:00,DEV_004,48,30,29,49
DEV_004_2024-12-24 21:00:00,2024-12-24 21:00:00,DEV_004,2,27,72,85
DEV_004_2024-12-25 00:00:00,2024-12-25 00:00:00,DEV_004,26,58,94,20
DEV_004_2024-12-25 03:00:00,2024-12-25 03:00:00,DEV_004,80,96,75,98
DEV_004_2024-12-25 06:00:00,2024-12-25 06:00:00,DEV_004,35,4,17,91
DEV_004_2024-12-25 09:00:00,2024-12-25 09:00:00,DEV_004,60,83,7,83
DEV_004_2024-12-25 12:00:00,2024-12-25 12:00:00,DEV_004,20,94,77,67
DEV_004_2024-12-25 15:00:00,2024-12-25 15:00:00,DEV_004,49,20,83,36
DEV_004_2024-12-25 18:00:00,2024-12-25 18:00:00,DEV_004,62,1,67,65
DEV_004_2024-12-25 21:00:00,2024-12-25 21:00:00,DEV_004,72,2,39,57
DEV_004_2024-12-26 00:00:00,2024-12-26 00:00:00,DEV_004,64,79,21,23
DEV_004_2024-12-26 03:00:00,2024-12-26 03:00:00,DEV_004,70,49,88,54
DEV_004_2024-12-26 06:00:00,2024-12-26 06:00:00,DEV_004,65,71,28,21
DEV_004_2024-12-26 09:00:00,2024-12-26 09:00:00,DEV_004,53,69,51,5
DEV_004_2024-12-26 12:00:00,2024-12-26 12:00:00,DEV_004,41,46,33,19
DEV_004_2024-12-26 15:00:00,2024-12-26 15:00:00,DEV_004,63,19,64,95
DEV_004_2024-12-26 18:00:00,2024-12-26 18:00:00,DEV_004,88,91,51,58
DEV_004_2024-12-26 21:00:00,2024-12-26 21:00:00,DEV_004,75,64,63,70
DEV_004_2024-12-27 00:00:00,2024-12-27 00:00:00,DEV_004,57,54,32,89
DEV_004_2024-12-27 03:00:00,2024-12-27 03:00:00,DEV_004,75,16,62,68
DEV_004_2024-12-27 06:00:00,2024-12-27 06:00:00,DEV_004,43,2,34,21
DEV_004_2024-12-27 09:00:00,2024-12-27 09:00:00,DEV_004,92,31,65,48
DEV_004_2024-12-27 12:00:00,2024-12-27 12:00:00,DEV_004,26,76,14,96
DEV_004_2024-12-27 15:00:00,2024-12-27 15:00:00,DEV_004,99,36,86,88
DEV_004_2024-12-27 18:00:00,2024-12-27 18:00:00,DEV_004,66,81,87,66
DEV_004_2024-12-27 21:00:00,2024-12-27 21:00:00,DEV_004,39,93,29,84
DEV_004_2024-12-28 00:00:00,2024-12-28 00:00:00,DEV_004,6,2,67,6
DEV_004_2024-12-28 03:00:00,2024-12-28 03:00:00,DEV_004,35,96,16,62
DEV_004_2024-12-28 06:00:00,2024-12-28 06:00:00,DEV_004,36,77,40,75
DEV_004_2024-12-28 09:00:00,2024-12-28 09:00:00,DEV_004,72,11,85,94
DEV_004_2024-12-28 12:00:00,2024-12-28 12:00:00,DEV_004,4,42,17,20
DEV_004_2024-12-28 15:00:00,2024-12-28 15:00:00,DEV_004,38,58,50,57
DEV_004_2024-12-28 18:00:00,2024-12-28 18:00:00,DEV_004,12,62,8,7
DEV_004_2024-12-28 21:00:00,2024-12-28 21:00:00,DEV_004,24,74,75,74
DEV_004_2024-12-29 00:00:00,2024-12-29 00:00:00,DEV_004,3,30,20,75
DEV_004_2024-12-29 03:00:00,2024-12-29 03:00:00,DEV_004,53,56,41,3
DEV_004_2024-12-29 06:00:00,2024-12-29 06:00:00,DEV_004,67,48,21,13
DEV_004_2024-12-29 09:00:00,2024-12-29 09:00:00,DEV_004,10,96,57,59
DEV_004_2024-12-29 12:00:00,2024-12-29 12:00:00,DEV_004,30,35,76,90
DEV_004_2024-12-29 15:00:00,2024-12-29 15:00:00,DEV_004,99,1,73,8
DEV_004_2024-12-29 18:00:00,2024-12-29 18:00:00,DEV_004,8,44,28,23
DEV_004_2024-12-29 21:00:00,2024-12-29 21:00:00,DEV_004,14,40,49,47
DEV_005_2024-09-01 00:00:00,2024-09-01 00:00:00,DEV_005,57,94,1,97
DEV_005_2024-09-01 01:00:00,2024-09-01 01:00:00,DEV_005,61,9,12,18
DEV_005_2024-09-01 02:00:00,2024-09-01 02:00:00,DEV_005,91,1,71,18
DEV_005_2024-09-01 03:00:00,2024-09-01 03:00:00,DEV_005,8,11,30,73
DEV_005_2024-09-01 04:00:00,2024-09-01 04:00:00,DEV_005,43,11,23,6
DEV_005_2024-09-01 05:00:00,2024-09-01 05:00:00,DEV_005,26,94,8,52
DEV_005_2024-09-01 06:00:00,2024-09-01 06:00:00,DEV_005,98,16,27,25
DEV_005_2024-09-01 07:00:00,2024-09-01 07:00:00,DEV_005,14,48,40,25
DEV_005_2024-09-01 08:00:00,2024-09-01 08:00:00,DEV_005,55,14,86,22
DEV_005_2024-09-01 09:00:00,2024-09-01 09:00:00,DEV_005,8,19,28,60
DEV_005_2024-09-01 10:00:00,2024-09-01 10:00:00,DEV_005,93,57,21,89
DEV_005_2024-09-01 11:00:00,2024-09-01 11:00:00,DEV_005,67,27,4,65
DEV_005_2024-09-01 12:00:00,2024-09-01 12:00:00,DEV_005,73,71,36,93
DEV_005_2024-09-01 13:00:00,2024-09-01 13:00:00,DEV_005,29,48,45,38
DEV_005_2024-09-01 14:00:00,2024-09-01 14:00:00,DEV_005,11,91,58,83
DEV_005_2024-09-01 15:00:00,2024-09-01 15:00:00,DEV_005,31,39,29,85
DEV_005_2024-09-01 16:00:00,2024-09-01 16:00:00,DEV_005,27,56,62,10
DEV_005_2024-09-01 17:00:00,2024-09-01 17:00:00,DEV_005,42,57,86,73
DEV_005_2024-09-01 18:00:00,2024-09-01 18:00:00,DEV_005,40,62,34,54
DEV_005_2024-09-01 19:00:00,2024-09-01 19:00:00,DEV_005,80,42,92,53
DEV_005_2024-09-01 20:00:00,2024-09-01 20:00:00,DEV_005,6,79,12,39
DEV_005_2024-09-01 21:00:00,2024-09-01 21:00:00,DEV_005,27,2,21,56
DEV_005_2024-09-01 22:00:00,2024-09-01 22:00:00,DEV_005,89,14,10,87
DEV_005_2024-09-01 23:00:00,2024-09-01 23:00:00,DEV_005,83,41,6,19
DEV_005_2024-09-02 00:00:00,2024-09-02 00:00:00,DEV_005,51,3,19,47
DEV_005_2024-09-02 01:00:00,2024-09-02 01:00:00,DEV_005,15,51,39,87
DEV_005_2024-09-02 02:00:00,2024-09-02 02:00:00,DEV_005,46,84,86,24
DEV_005_2024-09-02 03:00:00,2024-09-02 03:00:00,DEV_005,93,27,71,22
DEV_005_2024-09-02 04:00:00,2024-09-02 04:00:00,DEV_005,38,20,5,11
DEV_005_2024-09-02 05:00:00,2024-09-02 05:00:00,DEV_005,60,59,9,50
DEV_005_2024-09-02 06:00:00,2024-09-02 06:00:00,DEV_005,84,34,80,18
DEV_005_2024-09-02 07:00:00,2024-09-02 07:00:00,DEV_005,33,93,7,32
DEV_005_2024-09-02 08:00:00,2024-09-02 08:00:00,DEV_005,92,71,42,22
DEV_005_2024-09-02 09:00:00,2024-09-02 09:00:00,DEV_005,92,93,80,92
DEV_005_2024-09-02 10:00:00,2024-09-02 10:00:00,DEV_005,39,28,68,73
DEV_005_2024-09-02 11:00:00,2024-09-02 11:00:00,DEV_005,71,9,10,6
DEV_005_2024-09-02 12:00:00,2024-09-02 12:00:00,DEV_005,98,76,38,11
DEV_005_2024-09-02 13:00:00,2024-09-02 13:00:00,DEV_005,94,2,7,32
DEV_005_2024-09-02 14:00:00,2024-09-02 14:00:00,DEV_005,89,61,71,63
DEV_005_2024-09-02 15:00:00,2024-09-02 15:00:00,DEV_005,99,54,37,88
DEV_005_2024-09-02 16:00:00,2024-09-02 16:00:00,DEV_005,30,8,17,78
DEV_005_2024-09-02 17:00:00,2024-09-02 17:00:00,DEV_005,6,14,50,26
DEV_005_2024-09-02 18:00:00,2024-09-02 18:00:00,DEV_005,91,87,41,11
DEV_005_2024-09-02 19:00:00,2024-09-02 19:00:00,DEV_005,14,58,67,69
DEV_005_2024-09-02 20:00:00,2024-09-02 20:00:00,DEV_005,21,99,79,72
DEV_005_2024-09-02 21:00:00,2024-09-02 21:00:00,DEV_005,98,45,64,44
DEV_005_2024-09-02 22:00:00,2024-09-02 22:00:00,DEV_005,81,65,41,31
DEV_005_2024-09-02 23:00:00,2024-09-02 23:00:00,DEV_005,90,15,11,37
DEV_005_2024-09-03 00:00:00,2024-09-03 00:00:00,DEV_005,99,19,16,16
DEV_005_2024-09-03 01:00:00,2024-09-03 01:00:00,DEV_005,19,91,33,38
DEV_005_2024-09-03 02:00:00,2024-09-03 02:00:00,DEV_005,8,12,32,72
DEV_005_2024-09-03 03:00:00,2024-09-03 03:00:00,DEV_005,40,95,70,72
DEV_005_2024-09-03 04:00:00,2024-09-03 04:00:00,DEV_005,18,4,82,99
DEV_005_2024-09-03 05:00:00,2024-09-03 05:00:00,DEV_005,64,48,49,17
DEV_005_2024-09-03 06:00:00,2024-09-03 06:00:00,DEV_005,31,29,7,81
DEV_005_2024-09-03 07:00:00,2024-09-03 07:00:00,DEV_005,88,45,66,13
DEV_005_2024-09-03 08:00:00,2024-09-03 08:00:00,DEV_005,44,10,5,2
DEV_005_2024-09-03 09:00:00,2024-09-03 09:00:00,DEV_005,80,58,60,43
DEV_005_2024-09-03 10:00:00,2024-09-03 10:00:00,DEV_005,51,29,94,73
DEV_005_2024-09-03 11:00:00,2024-09-03 11:00:00,DEV_005,63,47,98,46
DEV_005_2024-09-03 12:00:00,2024-09-03 12:00:00,DEV_005,19,35,98,77
DEV_005_2024-09-03 13:00:00,2024-09-03 13:00:00,DEV_005,87,58,42,35
DEV_005_2024-09-03 14:00:00,2024-09-03 14:00:00,DEV_005,49,51,30,89
DEV_005_2024-09-03 15:00:00,2024-09-03 15:00:00,DEV_005,31,55,48,86
DEV_005_2024-09-03 16:00:00,2024-09-03 16:00:00,DEV_005,31,19,99,26
DEV_005_2024-09-03 17:00:00,2024-09-03 17:00:00,DEV_005,4,46,15,54
DEV_005_2024-09-03 18:00:00,2024-09-03 18:00:00,DEV_005,31,33,71,78
DEV_005_2024-09-03 19:00:00,2024-09-03 19:00:00,DEV_005,95,65,27,40
DEV_005_2024-09-03 20:00:00,2024-09-03 20:00:00,DEV_005,42,49,71,83
DEV_005_2024-09-03 21:00:00,2024-09-03 21:00:00,DEV_005,33,89,44,90
DEV_005_2024-09-03 22:00:00,2024-09-03 22:00:00,DEV_005,29,3,65,52
DEV_005_2024-09-03 23:00:00,2024-09-03 23:00:00,DEV_005,39,48,54,36
DEV_005_2024-09-04 00:00:00,2024-09-04 00:00:00,DEV_005,90,42,57,14
DEV_005_2024-09-04 01:00:00,2024-09-04 01:00:00,DEV_005,8,15,75,29
DEV_005_2024-09-04 02:00:00,2024-09-04 02:00:00,DEV_005,29,7,13,87
DEV_005_2024-09-04 03:00:00,2024-09-04 03:00:00,DEV_005,20,1,11,14
DEV_005_2024-09-04 04:00:00,2024-09-04 04:00:00,DEV_005,98,57,46,69
DEV_005_2024-09-04 05:00:00,2024-09-04 05:00:00,DEV_005,84,73,7,81
DEV_005_2024-09-04 06:00:00,2024-09-04 06:00:00,DEV_005,22,1,48,96
DEV_005_2024-09-04 07:00:00,2024-09-04 07:00:00,DEV_005,48,17,31,16
DEV_005_2024-09-04 08:00:00,2024-09-04 08:00:00,DEV_005,38,84,7,87
DEV_005_2024-09-04 09:00:00,2024-09-04 09:00:00,DEV_005,80,17,48,28
DEV_005_2024-09-04 10:00:00,2024-09-04 10:00:00,DEV_005,99,23,24,50
DEV_005_2024-09-04 11:00:00,2024-09-04 11:00:00,DEV_005,87,90,27,13
DEV_005_2024-09-04 12:00:00,2024-09-04 12:00:00,DEV_005,28,41,48,7
DEV_005_2024-09-04 13:00:00,2024-09-04 13:00:00,DEV_005,60,23,37,78
DEV_005_2024-09-04 14:00:00,2024-09-04 14:00:00,DEV_005,7,67,95,19
DEV_005_2024-09-04 15:00:00,2024-09-04 15:00:00,DEV_005,59,21,96,66
DEV_005_2024-09-04 16:00:00,2024-09-04 16:00:00,DEV_005,12,18,72,26
DEV_005_2024-09-04 17:00:00,2024-09-04 17:00:00,DEV_005,55,94,46,22
DEV_005_2024-09-04 18:00:00,2024-09-04 18:00:00,DEV_005,5,29,97,41
DEV_005_2024-09-04 19:00:00,2024-09-04 19:00:00,DEV_005,74,18,27,34
DEV_005_2024-09-04 20:00:00,2024-09-04 20:00:00,DEV_005,14,72,61,17
DEV_005_2024-09-04 21:00:00,2024-09-04 21:00:00,DEV_005,45,92,27,94
DEV_005_2024-09-04 22:00:00,2024-09-04 22:00:00,DEV_005,66,5,57,25
DEV_005_2024-09-04 23:00:00,2024-09-04 23:00:00,DEV_005,71,57,37,74
DEV_005_2024-09-05 00:00:00,2024-09-05 00:00:00,DEV_005,84,86,72,85
DEV_005_2024-09-05 01:00:00,2024-09-05 01:00:00,DEV_005,97,69,27,25
DEV_005_2024-09-05 02:00:00,2024-09-05 02:00:00,DEV_005,49,52,91,23
DEV_005_2024-09-05 03:00:00,2024-09-05 03:00:00,DEV_005,8,29,89,74
DEV_005_2024-09-05 04:00:00,2024-09-05 04:00:00,DEV_005,61,11,52,54
DEV_005_2024-09-05 05:00:00,2024-09-05 05:00:00,DEV_005,61,11,4,17
DEV_005_2024-09-05 06:00:00,2024-09-05 06:00:00,DEV_005,31,5,94,89
DEV_005_2024-09-05 07:00:00,2024-09-05 07:00:00,DEV_005,70,3,56,28
DEV_005_2024-09-05 08:00:00,2024-09-05 08:00:00,DEV_005,13,33,35,15
DEV_005_2024-09-05 09:00:00,2024-09-05 09:00:00,DEV_005,95,37,19,73
DEV_005_2024-09-05 10:00:00,2024-09-05 10:00:00,DEV_005,73,61,99,97
DEV_005_2024-09-05 11:00:00,2024-09-05 11:00:00,DEV_005,69,83,33,17
DEV_005_2024-09-05 12:00:00,2024-09-05 12:00:00,DEV_005,9,1,73,22
DEV_005_2024-09-05 13:00:00,2024-09-05 13:00:00,DEV_005,28,32,93,84
DEV_005_2024-09-05 14:00:00,2024-09-05 14:00:00,DEV_005,49,99,64,49
DEV_005_2024-09-05 15:00:00,2024-09-05 15:00:00,DEV_005,60,27,83,56
DEV_005_2024-09-05 16:00:00,2024-09-05 16:00:00,DEV_005,86,1,78,71
DEV_005_2024-09-05 17:00:00,2024-09-05 17:00:00,DEV_005,74,51,39,50
DEV_005_2024-09-05 18:00:00,2024-09-05 18:00:00,DEV_005,70,54,92,56
DEV_005_2024-09-05 19:00:00,2024-09-05 19:00:00,DEV_005,32,27,47,50
DEV_005_2024-09-05 20:00:00,2024-09-05 20:00:00,DEV_005,48,86,71,6
DEV_005_2024-09-05 21:00:00,2024-09-05 21:00:00,DEV_005,31,45,77,2
DEV_005_2024-09-05 22:00:00,2024-09-05 22:00:00,DEV_005,68,39,67,99
DEV_005_2024-09-05 23:00:00,2024-09-05 23:00:00,DEV_005,94,89,55,64
DEV_005_2024-09-06 00:00:00,2024-09-06 00:00:00,DEV_005,49,73,67,66
DEV_005_2024-09-06 01:00:00,2024-09-06 01:00:00,DEV_005,60,36,84,47
DEV_005_2024-09-06 02:00:00,2024-09-06 02:00:00,DEV_005,93,10,17,93
DEV_005_2024-09-06 03:00:00,2024-09-06 03:00:00,DEV_005,61,30,13,75
DEV_005_2024-09-06 04:00:00,2024-09-06 04:00:00,DEV_005,69,19,55,7
DEV_005_2024-09-06 05:00:00,2024-09-06 05:00:00,DEV_005,93,22,47,23
DEV_005_2024-09-06 06:00:00,2024-09-06 06:00:00,DEV_005,83,40,84,82
DEV_005_2024-09-06 07:00:00,2024-09-06 07:00:00,DEV_005,95,8,32,79
DEV_005_2024-09-06 08:00:00,2024-09-06 08:00:00,DEV_005,15,62,90,14
DEV_005_2024-09-06 09:00:00,2024-09-06 09:00:00,DEV_005,72,81,70,32
DEV_005_2024-09-06 10:00:00,2024-09-06 10:00:00,DEV_005,36,98,14,45
DEV_005_2024-09-06 11:00:00,2024-09-06 11:00:00,DEV_005,35,91,81,3
DEV_005_2024-09-06 12:00:00,2024-09-06 12:00:00,DEV_005,92,12,30,65
DEV_005_2024-09-06 13:00:00,2024-09-06 13:00:00,DEV_005,15,47,21,64
DEV_005_2024-09-06 14:00:00,2024-09-06 14:00:00,DEV_005,8,25,21,58
DEV_005_2024-09-06 15:00:00,2024-09-06 15:00:00,DEV_005,24,34,37,98
DEV_005_2024-09-06 16:00:00,2024-09-06 16:00:00,DEV_005,82,47,33,65
DEV_005_2024-09-06 17:00:00,2024-09-06 17:00:00,DEV_005,75,72,97,24
DEV_005_2024-09-06 18:00:00,2024-09-06 18:00:00,DEV_005,77,54,59,16
DEV_005_2024-09-06 19:00:00,2024-09-06 19:00:00,DEV_005,11,15,77,33
DEV_005_2024-09-06 20:00:00,2024-09-06 20:00:00,DEV_005,62,81,4,88
DEV_005_2024-09-06 21:00:00,2024-09-06 21:00:00,DEV_005,29,63,4,15
DEV_005_2024-09-06 22:00:00,2024-09-06 22:00:00,DEV_005,23,16,82,19
DEV_005_2024-09-06 23:00:00,2024-09-06 23:00:00,DEV_005,43,88,1,37
DEV_005_2024-09-07 00:00:00,2024-09-07 00:00:00,DEV_005,46,71,45,38
DEV_005_2024-09-07 01:00:00,2024-09-07 01:00:00,DEV_005,63,61,89,8
DEV_005_2024-09-07 02:00:00,2024-09-07 02:00:00,DEV_005,78,86,98,53
DEV_005_2024-09-07 03:00:00,2024-09-07 03:00:00,DEV_005,89,74,26,26
DEV_005_2024-09-07 04:00:00,2024-09-07 04:00:00,DEV_005,86,29,67,26
DEV_005_2024-09-07 05:00:00,2024-09-07 05:00:00,DEV_005,65,21,90,33
DEV_005_2024-09-07 06:00:00,2024-09-07 06:00:00,DEV_005,8,22,96,39
DEV_005_2024-09-07 07:00:00,2024-09-07 07:00:00,DEV_005,80,88,25,83
DEV_005_2024-09-07 08:00:00,2024-09-07 08:00:00,DEV_005,83,84,99,41
DEV_005_2024-09-07 09:00:00,2024-09-07 09:00:00,DEV_005,90,9,60,34
DEV_005_2024-09-07 10:00:00,2024-09-07 10:00:00,DEV_005,23,38,21,37
DEV_005_2024-09-07 11:00:00,2024-09-07 11:00:00,DEV_005,26,86,49,27
DEV_005_2024-09-07 12:00:00,2024-09-07 12:00:00,DEV_005,44,53,61,65
DEV_005_2024-09-07 13:00:00,2024-09-07 13:00:00,DEV_005,25,29,53,1
DEV_005_2024-09-07 14:00:00,2024-09-07 14:00:00,DEV_005,49,73,58,57
DEV_005_2024-09-07 15:00:00,2024-09-07 15:00:00,DEV_005,63,64,18,29
DEV_005_2024-09-07 16:00:00,2024-09-07 16:00:00,DEV_005,12,83,78,13
DEV_005_2024-09-07 17:00:00,2024-09-07 17:00:00,DEV_005,80,53,69,32
DEV_005_2024-09-07 18:00:00,2024-09-07 18:00:00,DEV_005,52,1,81,32
DEV_005_2024-09-07 19:00:00,2024-09-07 19:00:00,DEV_005,44,67,99,82
DEV_005_2024-09-07 20:00:00,2024-09-07 20:00:00,DEV_005,14,60,4,64
DEV_005_2024-09-07 21:00:00,2024-09-07 21:00:00,DEV_005,18,19,63,62
DEV_005_2024-09-07 22:00:00,2024-09-07 22:00:00,DEV_005,81,5,60,8
DEV_005_2024-09-07 23:00:00,2024-09-07 23:00:00,DEV_005,91,39,38,65
DEV_005_2024-09-08 00:00:00,2024-09-08 00:00:00,DEV_005,30,74,8,1
DEV_005_2024-09-08 01:00:00,2024-09-08 01:00:00,DEV_005,39,66,39,30
DEV_005_2024-09-08 02:00:00,2024-09-08 02:00:00,DEV_005,56,40,17,30
DEV_005_2024-09-08 03:00:00,2024-09-08 03:00:00,DEV_005,61,49,68,82
DEV_005_2024-09-08 04:00:00,2024-09-08 04:00:00,DEV_005,1,83,65,32
DEV_005_2024-09-08 05:00:00,2024-09-08 05:00:00,DEV_005,82,61,78,95
DEV_005_2024-09-08 06:00:00,2024-09-08 06:00:00,DEV_005,45,88,18,87
DEV_005_2024-09-08 07:00:00,2024-09-08 07:00:00,DEV_005,57,97,90,98
DEV_005_2024-09-08 08:00:00,2024-09-08 08:00:00,DEV_005,31,99,77,5
DEV_005_2024-09-08 09:00:00,2024-09-08 09:00:00,DEV_005,66,46,61,59
DEV_005_2024-09-08 10:00:00,2024-09-08 10:00:00,DEV_005,26,66,31,14
DEV_005_2024-09-08 11:00:00,2024-09-08 11:00:00,DEV_005,37,73,72,96
DEV_005_2024-09-08 12:00:00,2024-09-08 12:00:00,DEV_005,82,32,25,89
DEV_005_2024-09-08 13:00:00,2024-09-08 13:00:00,DEV_005,62,21,43,76
DEV_005_2024-09-08 14:00:00,2024-09-08 14:00:00,DEV_005,28,22,29,50
DEV_005_2024-09-08 15:00:00,2024-09-08 15:00:00,DEV_005,36,13,76,77
DEV_005_2024-09-08 16:00:00,2024-09-08 16:00:00,DEV_005,17,57,23,69
DEV_005_2024-09-08 17:00:00,2024-09-08 17:00:00,DEV_005,91,39,44,39
DEV_005_2024-09-08 18:00:00,2024-09-08 18:00:00,DEV_005,2,56,99,14
DEV_005_2024-09-08 19:00:00,2024-09-08 19:00:00,DEV_005,34,46,36,25
DEV_005_2024-09-08 20:00:00,2024-09-08 20:00:00,DEV_005,61,54,20,94
DEV_005_2024-09-08 21:00:00,2024-09-08 21:00:00,DEV_005,19,86,37,61
DEV_005_2024-09-08 22:00:00,2024-09-08 22:00:00,DEV_005,27,84,56,92
DEV_005_2024-09-08 23:00:00,2024-09-08 23:00:00,DEV_005,80,52,3,92
DEV_005_2024-09-09 00:00:00,2024-09-09 00:00:00,DEV_005,21,47,76,77
DEV_005_2024-09-09 01:00:00,2024-09-09 01:00:00,DEV_005,79,72,23,30
DEV_005_2024-09-09 02:00:00,2024-09-09 02:00:00,DEV_005,38,23,60,58
DEV_005_2024-09-09 03:00:00,2024-09-09 03:00:00,DEV_005,53,14,58,98
DEV_005_2024-09-09 04:00:00,2024-09-09 04:00:00,DEV_005,65,13,92,9
DEV_005_2024-09-09 05:00:00,2024-09-09 05:00:00,DEV_005,47,93,63,91
DEV_005_2024-09-09 06:00:00,2024-09-09 06:00:00,DEV_005,72,30,8,21
DEV_005_2024-09-09 07:00:00,2024-09-09 07:00:00,DEV_005,20,14,86,50
DEV_005_2024-09-09 08:00:00,2024-09-09 08:00:00,DEV_005,30,86,58,54
DEV_005_2024-09-09 09:00:00,2024-09-09 09:00:00,DEV_005,97,15,18,38
DEV_005_2024-09-09 10:00:00,2024-09-09 10:00:00,DEV_005,63,10,86,23
DEV_005_2024-09-09 11:00:00,2024-09-09 11:00:00,DEV_005,80,86,37,81
DEV_005_2024-09-09 12:00:00,2024-09-09 12:00:00,DEV_005,9,16,24,18
DEV_005_2024-09-09 13:00:00,2024-09-09 13:00:00,DEV_005,82,39,34,52
DEV_005_2024-09-09 14:00:00,2024-09-09 14:00:00,DEV_005,10,27,75,54
DEV_005_2024-09-09 15:00:00,2024-09-09 15:00:00,DEV_005,13,27,19,71
DEV_005_2024-09-09 16:00:00,2024-09-09 16:00:00,DEV_005,93,38,58,64
DEV_005_2024-09-09 17:00:00,2024-09-09 17:00:00,DEV_005,6,13,47,65
DEV_005_2024-09-09 18:00:00,2024-09-09 18:00:00,DEV_005,92,98,27,93
DEV_005_2024-09-09 19:00:00,2024-09-09 19:00:00,DEV_005,64,86,17,11
DEV_005_2024-09-09 20:00:00,2024-09-09 20:00:00,DEV_005,92,52,86,86
DEV_005_2024-09-09 21:00:00,2024-09-09 21:00:00,DEV_005,57,2,22,90
DEV_005_2024-09-09 22:00:00,2024-09-09 22:00:00,DEV_005,13,22,8,21
DEV_005_2024-09-09 23:00:00,2024-09-09 23:00:00,DEV_005,13,44,71,44
DEV_005_2024-09-10 00:00:00,2024-09-10 00:00:00,DEV_005,53,98,43,67
DEV_005_2024-09-10 01:00:00,2024-09-10 01:00:00,DEV_005,36,53,90,97
DEV_005_2024-09-10 02:00:00,2024-09-10 02:00:00,DEV_005,94,88,93,88
