distid,createdts,sn,wifi_ap_band_info_band_id,wifi_ap_band_info_channel,wifi_ap_band_info_wifi_name,wifi_ap_band_info_bssid
DEV_007_2024-11-17 15:00:00,2024-11-17 15:00:00,DEV_007,6G_iptv,34,12,07:1a:39:e3:30:b7
DEV_007_2024-11-17 18:00:00,2024-11-17 18:00:00,DEV_007,6G,17,26,56:80:12:62:f4:af
DEV_007_2024-11-17 21:00:00,2024-11-17 21:00:00,DEV_007,2.4G,56,40,6a:69:29:3e:5b:9a
DEV_007_2024-11-18 00:00:00,2024-11-18 00:00:00,DEV_007,5G_guest,55,15,81:f2:9d:d0:4e:83
DEV_007_2024-11-18 03:00:00,2024-11-18 03:00:00,DEV_007,6G_iptv,52,21,dd:cf:f1:1a:dc:a0
DEV_007_2024-11-18 06:00:00,2024-11-18 06:00:00,DEV_007,5G_guest,20,45,a1:78:91:ae:30:c8
DEV_007_2024-11-18 09:00:00,2024-11-18 09:00:00,DEV_007,6G_guest,19,87,d5:c7:b3:14:23:72
DEV_007_2024-11-18 12:00:00,2024-11-18 12:00:00,DEV_007,6G,96,2,56:22:95:93:60:db
DEV_007_2024-11-18 15:00:00,2024-11-18 15:00:00,DEV_007,6G_guest,13,15,f0:5e:4f:b9:d3:73
DEV_007_2024-11-18 18:00:00,2024-11-18 18:00:00,DEV_007,5G,56,12,38:a3:6d:d9:98:8d
DEV_007_2024-11-18 21:00:00,2024-11-18 21:00:00,DEV_007,6G,43,80,7c:01:b4:29:ef:fa
DEV_007_2024-11-19 00:00:00,2024-11-19 00:00:00,DEV_007,2.4G,52,42,04:70:af:54:27:b2
DEV_007_2024-11-19 03:00:00,2024-11-19 03:00:00,DEV_007,6G_guest,9,71,4f:f1:65:c5:81:fb
DEV_007_2024-11-19 06:00:00,2024-11-19 06:00:00,DEV_007,5G_guest,18,87,23:7a:4d:59:b8:3b
DEV_007_2024-11-19 09:00:00,2024-11-19 09:00:00,DEV_007,6G,92,15,3f:2e:ec:fd:15:e2
DEV_007_2024-11-19 12:00:00,2024-11-19 12:00:00,DEV_007,6G_guest,53,87,9b:6e:e0:dd:fd:9b
DEV_007_2024-11-19 15:00:00,2024-11-19 15:00:00,DEV_007,6G,64,10,f1:89:a1:ed:1d:d9
DEV_007_2024-11-19 18:00:00,2024-11-19 18:00:00,DEV_007,2.4G,87,31,86:9c:43:9c:c4:ae
DEV_007_2024-11-19 21:00:00,2024-11-19 21:00:00,DEV_007,6G,15,32,d3:08:2c:05:24:f4
DEV_007_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_007,6G,97,12,c4:f2:da:76:2c:26
DEV_007_2024-11-20 03:00:00,2024-11-20 03:00:00,DEV_007,5G,49,85,4b:e4:65:f9:81:2f
DEV_007_2024-11-20 06:00:00,2024-11-20 06:00:00,DEV_007,6G_iptv,81,88,8f:7b:46:b0:6f:9f
DEV_007_2024-11-20 09:00:00,2024-11-20 09:00:00,DEV_007,5G_guest,5,23,c0:dc:2e:57:ba:aa
DEV_007_2024-11-20 12:00:00,2024-11-20 12:00:00,DEV_007,6G,36,59,33:4c:80:70:98:a3
DEV_007_2024-11-20 15:00:00,2024-11-20 15:00:00,DEV_007,5G_iptv,26,42,a6:0e:c1:7c:0e:0c
DEV_007_2024-11-20 18:00:00,2024-11-20 18:00:00,DEV_007,5G_guest,29,80,f3:e9:09:ca:63:82
DEV_007_2024-11-20 21:00:00,2024-11-20 21:00:00,DEV_007,6G_guest,65,41,f8:92:6f:4b:51:3f
DEV_007_2024-11-21 00:00:00,2024-11-21 00:00:00,DEV_007,6G_iptv,63,46,97:dd:a7:ca:97:93
DEV_007_2024-11-21 03:00:00,2024-11-21 03:00:00,DEV_007,6G,2,86,d9:70:72:7e:e6:17
DEV_007_2024-11-21 06:00:00,2024-11-21 06:00:00,DEV_007,6G_guest,70,65,d9:ac:7e:45:7b:df
DEV_007_2024-11-21 09:00:00,2024-11-21 09:00:00,DEV_007,5G,68,60,8b:fa:9e:9a:b8:3e
DEV_007_2024-11-21 12:00:00,2024-11-21 12:00:00,DEV_007,2.4G,79,58,74:83:66:fe:24:f9
DEV_007_2024-11-21 15:00:00,2024-11-21 15:00:00,DEV_007,5G,72,71,c4:2c:55:75:2e:98
DEV_007_2024-11-21 18:00:00,2024-11-21 18:00:00,DEV_007,5G,59,63,7e:0f:6e:8c:60:f4
DEV_007_2024-11-21 21:00:00,2024-11-21 21:00:00,DEV_007,5G,2,8,0c:03:35:7b:5f:80
DEV_007_2024-11-22 00:00:00,2024-11-22 00:00:00,DEV_007,6G,35,15,3d:70:93:c9:71:6c
DEV_007_2024-11-22 03:00:00,2024-11-22 03:00:00,DEV_007,5G_guest,58,80,c0:54:eb:71:24:68
DEV_007_2024-11-22 06:00:00,2024-11-22 06:00:00,DEV_007,5G,6,93,e8:9c:6b:89:92:cf
DEV_007_2024-11-22 09:00:00,2024-11-22 09:00:00,DEV_007,6G_guest,53,59,96:93:f4:f3:5b:13
DEV_007_2024-11-22 12:00:00,2024-11-22 12:00:00,DEV_007,2.4G,17,71,d0:28:b1:24:6d:55
DEV_007_2024-11-22 15:00:00,2024-11-22 15:00:00,DEV_007,6G,62,21,30:3a:21:37:5d:28
DEV_007_2024-11-22 18:00:00,2024-11-22 18:00:00,DEV_007,6G_iptv,70,94,ab:85:18:12:24:82
DEV_007_2024-11-22 21:00:00,2024-11-22 21:00:00,DEV_007,6G_guest,39,86,61:ed:7e:12:1d:6a
DEV_007_2024-11-23 00:00:00,2024-11-23 00:00:00,DEV_007,5G_guest,26,35,98:c0:7a:c9:e3:88
DEV_007_2024-11-23 03:00:00,2024-11-23 03:00:00,DEV_007,6G_guest,15,92,93:58:22:07:75:f9
DEV_007_2024-11-23 06:00:00,2024-11-23 06:00:00,DEV_007,5G,32,17,01:14:3f:4b:19:08
DEV_007_2024-11-23 09:00:00,2024-11-23 09:00:00,DEV_007,2.4G,25,63,90:b2:39:80:60:02
DEV_007_2024-11-23 12:00:00,2024-11-23 12:00:00,DEV_007,5G_guest,80,11,d8:96:f6:55:08:1a
DEV_007_2024-11-23 15:00:00,2024-11-23 15:00:00,DEV_007,6G_guest,5,52,1e:bd:4c:f2:be:d5
DEV_007_2024-11-23 18:00:00,2024-11-23 18:00:00,DEV_007,2.4G,59,19,1b:4d:05:be:4b:60
DEV_007_2024-11-23 21:00:00,2024-11-23 21:00:00,DEV_007,6G,74,17,0c:5e:3b:8f:3e:56
DEV_007_2024-11-24 00:00:00,2024-11-24 00:00:00,DEV_007,6G_iptv,84,66,d1:ed:c4:cf:2b:35
DEV_007_2024-11-24 03:00:00,2024-11-24 03:00:00,DEV_007,6G_guest,37,47,78:bd:cd:4e:6f:ac
DEV_007_2024-11-24 06:00:00,2024-11-24 06:00:00,DEV_007,5G,63,11,13:ec:6a:34:de:c7
DEV_007_2024-11-24 09:00:00,2024-11-24 09:00:00,DEV_007,6G,89,81,80:24:b7:8e:d4:dc
DEV_007_2024-11-24 12:00:00,2024-11-24 12:00:00,DEV_007,5G_guest,9,72,bb:47:4e:9b:07:69
DEV_007_2024-11-24 15:00:00,2024-11-24 15:00:00,DEV_007,5G_guest,76,89,53:d8:ad:a9:52:c0
DEV_007_2024-11-24 18:00:00,2024-11-24 18:00:00,DEV_007,5G,71,93,3f:31:b6:6c:57:41
DEV_007_2024-11-24 21:00:00,2024-11-24 21:00:00,DEV_007,6G_guest,6,6,ae:63:f0:f0:fc:62
DEV_007_2024-11-25 00:00:00,2024-11-25 00:00:00,DEV_007,5G_iptv,61,98,97:38:fa:83:52:f8
DEV_007_2024-11-25 03:00:00,2024-11-25 03:00:00,DEV_007,5G_iptv,56,46,14:2d:f2:e7:20:74
DEV_007_2024-11-25 06:00:00,2024-11-25 06:00:00,DEV_007,5G_iptv,85,15,9b:cf:20:f4:30:07
DEV_007_2024-11-25 09:00:00,2024-11-25 09:00:00,DEV_007,5G_guest,50,35,8f:f7:74:22:2b:95
DEV_007_2024-11-25 12:00:00,2024-11-25 12:00:00,DEV_007,5G,94,48,e1:0c:ed:63:2a:4e
DEV_007_2024-11-25 15:00:00,2024-11-25 15:00:00,DEV_007,5G_guest,68,15,f1:e8:e2:84:9a:3d
DEV_007_2024-11-25 18:00:00,2024-11-25 18:00:00,DEV_007,6G_iptv,63,85,41:b6:fd:ee:1e:2b
DEV_007_2024-11-25 21:00:00,2024-11-25 21:00:00,DEV_007,5G,48,73,70:b9:46:ee:b1:dd
DEV_007_2024-11-26 00:00:00,2024-11-26 00:00:00,DEV_007,5G_iptv,19,79,cb:0c:e0:e7:9a:5a
DEV_007_2024-11-26 03:00:00,2024-11-26 03:00:00,DEV_007,6G,47,12,fc:fb:33:4a:c4:36
DEV_007_2024-11-26 06:00:00,2024-11-26 06:00:00,DEV_007,6G_guest,16,39,06:51:9b:75:73:4c
DEV_007_2024-11-26 09:00:00,2024-11-26 09:00:00,DEV_007,6G_guest,88,84,e1:ae:14:14:65:aa
DEV_007_2024-11-26 12:00:00,2024-11-26 12:00:00,DEV_007,6G_guest,40,92,51:5b:a0:6d:6d:dd
DEV_007_2024-11-26 15:00:00,2024-11-26 15:00:00,DEV_007,6G,21,42,2e:58:a7:3a:4d:f9
DEV_007_2024-11-26 18:00:00,2024-11-26 18:00:00,DEV_007,6G_guest,97,62,df:49:c4:5e:c8:59
DEV_007_2024-11-26 21:00:00,2024-11-26 21:00:00,DEV_007,6G,67,10,7d:2f:2e:24:7a:68
DEV_007_2024-11-27 00:00:00,2024-11-27 00:00:00,DEV_007,6G_guest,84,6,f3:9a:0a:29:e4:11
DEV_007_2024-11-27 03:00:00,2024-11-27 03:00:00,DEV_007,5G_iptv,58,81,ec:86:88:46:4c:a5
DEV_007_2024-11-27 06:00:00,2024-11-27 06:00:00,DEV_007,6G_guest,12,16,75:3c:01:ab:74:f4
DEV_007_2024-11-27 09:00:00,2024-11-27 09:00:00,DEV_007,2.4G,71,2,e2:95:a5:1d:b2:26
DEV_007_2024-11-27 12:00:00,2024-11-27 12:00:00,DEV_007,6G,62,73,de:c9:8c:56:f1:20
DEV_007_2024-11-27 15:00:00,2024-11-27 15:00:00,DEV_007,2.4G,23,8,7a:e5:d9:78:ac:a3
DEV_007_2024-11-27 18:00:00,2024-11-27 18:00:00,DEV_007,2.4G,80,14,a4:4f:e8:ca:0b:ec
DEV_007_2024-11-27 21:00:00,2024-11-27 21:00:00,DEV_007,5G_iptv,69,25,5a:78:c7:8d:82:a3
DEV_007_2024-11-28 00:00:00,2024-11-28 00:00:00,DEV_007,6G_iptv,97,93,bc:13:f6:67:95:88
DEV_007_2024-11-28 03:00:00,2024-11-28 03:00:00,DEV_007,5G,56,89,24:62:88:b1:7c:3a
DEV_007_2024-11-28 06:00:00,2024-11-28 06:00:00,DEV_007,6G_iptv,67,25,af:f5:a3:f7:da:e5
DEV_007_2024-11-28 09:00:00,2024-11-28 09:00:00,DEV_007,5G,48,61,46:8c:b1:b5:ec:fc
DEV_007_2024-11-28 12:00:00,2024-11-28 12:00:00,DEV_007,6G,29,58,63:af:8d:f0:92:bf
DEV_007_2024-11-28 15:00:00,2024-11-28 15:00:00,DEV_007,2.4G,27,3,06:b5:fb:a3:38:76
DEV_007_2024-11-28 18:00:00,2024-11-28 18:00:00,DEV_007,5G,5,83,30:cd:e8:56:56:dc
DEV_007_2024-11-28 21:00:00,2024-11-28 21:00:00,DEV_007,5G_iptv,62,68,99:a7:7e:d3:51:cb
DEV_007_2024-11-29 00:00:00,2024-11-29 00:00:00,DEV_007,5G_guest,98,27,a8:f7:77:c6:7e:96
DEV_007_2024-11-29 03:00:00,2024-11-29 03:00:00,DEV_007,6G,46,85,f1:f8:a6:3d:db:c8
DEV_007_2024-11-29 06:00:00,2024-11-29 06:00:00,DEV_007,5G,16,79,ed:27:97:7e:63:da
DEV_007_2024-11-29 09:00:00,2024-11-29 09:00:00,DEV_007,6G_iptv,88,29,a6:57:0e:4b:f7:ed
DEV_007_2024-11-29 12:00:00,2024-11-29 12:00:00,DEV_007,5G_guest,40,66,c2:19:08:3c:84:17
DEV_007_2024-11-29 15:00:00,2024-11-29 15:00:00,DEV_007,6G_iptv,8,56,22:d8:fd:46:8b:c7
DEV_007_2024-11-29 18:00:00,2024-11-29 18:00:00,DEV_007,5G_iptv,26,84,b8:39:ad:c8:5b:97
DEV_007_2024-11-29 21:00:00,2024-11-29 21:00:00,DEV_007,5G_guest,59,70,d5:6e:53:fd:0e:eb
DEV_007_2024-11-30 00:00:00,2024-11-30 00:00:00,DEV_007,5G,98,51,9c:8e:c9:e5:86:92
DEV_007_2024-11-30 03:00:00,2024-11-30 03:00:00,DEV_007,5G_iptv,46,80,53:b4:38:fe:31:67
DEV_007_2024-11-30 06:00:00,2024-11-30 06:00:00,DEV_007,6G_iptv,32,23,af:72:22:52:58:fe
DEV_007_2024-11-30 09:00:00,2024-11-30 09:00:00,DEV_007,5G,67,51,5f:be:d3:11:79:64
DEV_007_2024-11-30 12:00:00,2024-11-30 12:00:00,DEV_007,5G_iptv,41,48,ce:41:10:90:ac:b2
DEV_007_2024-11-30 15:00:00,2024-11-30 15:00:00,DEV_007,5G_iptv,7,65,4e:9c:a1:5b:90:ac
DEV_007_2024-11-30 18:00:00,2024-11-30 18:00:00,DEV_007,5G,36,2,23:c1:68:1d:c0:03
DEV_007_2024-11-30 21:00:00,2024-11-30 21:00:00,DEV_007,6G_iptv,61,23,a4:c4:33:58:90:4d
DEV_007_2024-12-01 00:00:00,2024-12-01 00:00:00,DEV_007,6G_iptv,39,81,eb:d2:f2:70:ea:dd
DEV_007_2024-12-01 03:00:00,2024-12-01 03:00:00,DEV_007,5G_guest,61,33,6b:8a:2d:a1:9a:a2
DEV_007_2024-12-01 06:00:00,2024-12-01 06:00:00,DEV_007,6G,55,1,15:62:5a:17:37:9b
DEV_007_2024-12-01 09:00:00,2024-12-01 09:00:00,DEV_007,5G_iptv,88,23,2f:eb:cc:38:38:47
DEV_007_2024-12-01 12:00:00,2024-12-01 12:00:00,DEV_007,5G_guest,69,79,ed:de:b9:a4:43:e7
DEV_007_2024-12-01 15:00:00,2024-12-01 15:00:00,DEV_007,2.4G,66,11,51:e0:93:97:ad:0b
DEV_007_2024-12-01 18:00:00,2024-12-01 18:00:00,DEV_007,5G_guest,76,15,85:60:95:7e:de:52
DEV_007_2024-12-01 21:00:00,2024-12-01 21:00:00,DEV_007,5G_iptv,52,69,3a:90:17:b5:e4:71
DEV_007_2024-12-02 00:00:00,2024-12-02 00:00:00,DEV_007,6G_guest,60,41,01:d3:c6:e7:4b:c6
DEV_007_2024-12-02 03:00:00,2024-12-02 03:00:00,DEV_007,6G,36,54,4e:66:70:1f:c1:c0
DEV_007_2024-12-02 06:00:00,2024-12-02 06:00:00,DEV_007,6G,15,39,9d:25:39:85:69:41
DEV_007_2024-12-02 09:00:00,2024-12-02 09:00:00,DEV_007,2.4G,31,73,c9:f0:bf:b2:46:a4
DEV_007_2024-12-02 12:00:00,2024-12-02 12:00:00,DEV_007,6G,62,93,d7:36:4c:15:35:c2
DEV_007_2024-12-02 15:00:00,2024-12-02 15:00:00,DEV_007,5G,50,89,c1:cc:90:ea:35:6e
DEV_007_2024-12-02 18:00:00,2024-12-02 18:00:00,DEV_007,6G_iptv,1,53,6f:d2:82:49:f0:78
DEV_007_2024-12-02 21:00:00,2024-12-02 21:00:00,DEV_007,6G_guest,41,38,2f:a6:6b:18:2d:e4
DEV_007_2024-12-03 00:00:00,2024-12-03 00:00:00,DEV_007,6G_guest,70,77,86:39:84:cc:3b:bf
DEV_007_2024-12-03 03:00:00,2024-12-03 03:00:00,DEV_007,6G_iptv,22,81,f6:f0:5e:f7:77:eb
DEV_007_2024-12-03 06:00:00,2024-12-03 06:00:00,DEV_007,5G_iptv,53,14,67:b3:7e:18:e4:4e
DEV_007_2024-12-03 09:00:00,2024-12-03 09:00:00,DEV_007,5G_guest,16,26,a7:30:96:d1:37:bc
DEV_007_2024-12-03 12:00:00,2024-12-03 12:00:00,DEV_007,6G_guest,89,99,39:d9:10:15:93:80
DEV_007_2024-12-03 15:00:00,2024-12-03 15:00:00,DEV_007,5G_iptv,5,99,77:21:be:46:06:32
DEV_007_2024-12-03 18:00:00,2024-12-03 18:00:00,DEV_007,2.4G,3,8,a6:2c:e8:d9:e3:60
DEV_007_2024-12-03 21:00:00,2024-12-03 21:00:00,DEV_007,5G,24,45,79:cc:7c:b2:b8:e3
DEV_007_2024-12-04 00:00:00,2024-12-04 00:00:00,DEV_007,2.4G,59,47,0e:61:04:8e:d6:ec
DEV_007_2024-12-04 03:00:00,2024-12-04 03:00:00,DEV_007,5G_iptv,20,2,57:c8:e1:59:83:ce
DEV_007_2024-12-04 06:00:00,2024-12-04 06:00:00,DEV_007,5G_iptv,74,26,82:da:c0:1b:18:dc
DEV_007_2024-12-04 09:00:00,2024-12-04 09:00:00,DEV_007,6G_guest,63,3,e0:8e:71:a7:ed:00
DEV_007_2024-12-04 12:00:00,2024-12-04 12:00:00,DEV_007,6G_iptv,88,71,0e:78:36:dd:79:dc
DEV_007_2024-12-04 15:00:00,2024-12-04 15:00:00,DEV_007,5G_iptv,56,10,28:7a:43:9b:54:49
DEV_007_2024-12-04 18:00:00,2024-12-04 18:00:00,DEV_007,6G_iptv,19,10,9a:37:98:23:15:b5
DEV_007_2024-12-04 21:00:00,2024-12-04 21:00:00,DEV_007,5G,28,72,b4:ef:92:c1:30:67
DEV_007_2024-12-05 00:00:00,2024-12-05 00:00:00,DEV_007,2.4G,56,94,36:17:51:b5:c1:80
DEV_007_2024-12-05 03:00:00,2024-12-05 03:00:00,DEV_007,6G_iptv,37,45,b0:66:d4:75:a1:32
DEV_007_2024-12-05 06:00:00,2024-12-05 06:00:00,DEV_007,6G,74,64,9b:56:50:a6:29:5c
DEV_007_2024-12-05 09:00:00,2024-12-05 09:00:00,DEV_007,5G_guest,43,10,d4:8b:06:bd:ef:48
DEV_007_2024-12-05 12:00:00,2024-12-05 12:00:00,DEV_007,6G,16,10,76:c5:6f:6d:42:31
DEV_007_2024-12-05 15:00:00,2024-12-05 15:00:00,DEV_007,6G,37,60,ac:9e:b8:5d:2b:b2
DEV_007_2024-12-05 18:00:00,2024-12-05 18:00:00,DEV_007,6G,23,74,8f:ce:4d:b8:3e:59
DEV_007_2024-12-05 21:00:00,2024-12-05 21:00:00,DEV_007,5G_guest,24,63,e8:e5:f1:04:bc:f8
DEV_007_2024-12-06 00:00:00,2024-12-06 00:00:00,DEV_007,5G,20,86,6e:ea:38:2d:a9:84
DEV_007_2024-12-06 03:00:00,2024-12-06 03:00:00,DEV_007,5G,72,35,43:f1:e4:a4:85:67
DEV_007_2024-12-06 06:00:00,2024-12-06 06:00:00,DEV_007,6G,15,48,dc:c5:aa:bc:1f:4c
DEV_007_2024-12-06 09:00:00,2024-12-06 09:00:00,DEV_007,6G_guest,46,11,e1:c1:c5:ab:c8:fd
DEV_007_2024-12-06 12:00:00,2024-12-06 12:00:00,DEV_007,6G,53,55,44:b5:f7:fb:02:c0
DEV_007_2024-12-06 15:00:00,2024-12-06 15:00:00,DEV_007,2.4G,75,37,ae:e4:f3:2b:4d:cd
DEV_007_2024-12-06 18:00:00,2024-12-06 18:00:00,DEV_007,6G_iptv,3,98,c8:ec:c6:21:b5:73
DEV_007_2024-12-06 21:00:00,2024-12-06 21:00:00,DEV_007,6G_guest,20,35,00:1a:e9:29:91:dc
DEV_007_2024-12-07 00:00:00,2024-12-07 00:00:00,DEV_007,5G_guest,9,80,b8:7a:71:81:7c:9e
DEV_007_2024-12-07 03:00:00,2024-12-07 03:00:00,DEV_007,6G_iptv,74,66,55:3a:9e:7b:f9:a7
DEV_007_2024-12-07 06:00:00,2024-12-07 06:00:00,DEV_007,5G,55,86,4e:c9:2c:12:f1:52
DEV_007_2024-12-07 09:00:00,2024-12-07 09:00:00,DEV_007,5G,24,28,8e:a1:e4:21:1b:75
DEV_007_2024-12-07 12:00:00,2024-12-07 12:00:00,DEV_007,2.4G,66,68,e4:5d:d6:ee:92:41
DEV_007_2024-12-07 15:00:00,2024-12-07 15:00:00,DEV_007,6G,48,38,26:42:4a:96:1b:16
DEV_007_2024-12-07 18:00:00,2024-12-07 18:00:00,DEV_007,5G,65,75,e3:b1:96:fb:d4:b6
DEV_007_2024-12-07 21:00:00,2024-12-07 21:00:00,DEV_007,6G,22,56,d8:e4:20:16:87:50
DEV_007_2024-12-08 00:00:00,2024-12-08 00:00:00,DEV_007,2.4G,2,88,5d:25:3c:07:6c:b7
DEV_007_2024-12-08 03:00:00,2024-12-08 03:00:00,DEV_007,6G_guest,68,31,e4:62:9d:4a:bc:96
DEV_007_2024-12-08 06:00:00,2024-12-08 06:00:00,DEV_007,5G_guest,10,95,34:b8:b6:f3:a9:af
DEV_007_2024-12-08 09:00:00,2024-12-08 09:00:00,DEV_007,6G_iptv,97,23,f9:a7:3c:e3:62:6d
DEV_007_2024-12-08 12:00:00,2024-12-08 12:00:00,DEV_007,6G,30,54,ed:65:91:c1:d2:39
DEV_007_2024-12-08 15:00:00,2024-12-08 15:00:00,DEV_007,5G_iptv,35,46,53:5e:62:7b:e3:3e
DEV_007_2024-12-08 18:00:00,2024-12-08 18:00:00,DEV_007,5G_iptv,13,55,52:69:6d:05:4c:cc
DEV_007_2024-12-08 21:00:00,2024-12-08 21:00:00,DEV_007,5G_iptv,40,1,d4:b4:0d:c1:2d:62
DEV_007_2024-12-09 00:00:00,2024-12-09 00:00:00,DEV_007,6G,42,55,6f:0a:1a:27:a5:50
DEV_007_2024-12-09 03:00:00,2024-12-09 03:00:00,DEV_007,5G_iptv,80,3,33:4c:04:ed:95:ca
DEV_007_2024-12-09 06:00:00,2024-12-09 06:00:00,DEV_007,5G,95,54,f1:57:71:1a:80:54
DEV_007_2024-12-09 09:00:00,2024-12-09 09:00:00,DEV_007,5G_iptv,60,38,1f:71:b4:c5:70:eb
DEV_007_2024-12-09 12:00:00,2024-12-09 12:00:00,DEV_007,6G_guest,71,48,66:13:24:a5:18:96
DEV_007_2024-12-09 15:00:00,2024-12-09 15:00:00,DEV_007,5G,58,93,a1:41:ae:c6:31:bf
DEV_007_2024-12-09 18:00:00,2024-12-09 18:00:00,DEV_007,6G,60,45,30:b8:98:29:ca:cd
DEV_007_2024-12-09 21:00:00,2024-12-09 21:00:00,DEV_007,2.4G,58,31,52:3b:b4:e4:c7:6c
DEV_007_2024-12-10 00:00:00,2024-12-10 00:00:00,DEV_007,6G_guest,45,71,15:2a:4e:80:d0:07
DEV_007_2024-12-10 03:00:00,2024-12-10 03:00:00,DEV_007,5G_iptv,39,53,ea:87:bc:75:81:4f
DEV_007_2024-12-10 06:00:00,2024-12-10 06:00:00,DEV_007,5G_guest,70,9,2e:16:d6:e2:a8:ec
DEV_007_2024-12-10 09:00:00,2024-12-10 09:00:00,DEV_007,2.4G,23,54,84:e9:b1:b1:df:32
DEV_007_2024-12-10 12:00:00,2024-12-10 12:00:00,DEV_007,5G_iptv,41,93,d9:74:cc:9d:83:be
DEV_007_2024-12-10 15:00:00,2024-12-10 15:00:00,DEV_007,6G_guest,52,89,1d:47:f5:df:6a:4a
DEV_007_2024-12-10 18:00:00,2024-12-10 18:00:00,DEV_007,6G_iptv,74,12,72:42:76:bd:82:25
DEV_007_2024-12-10 21:00:00,2024-12-10 21:00:00,DEV_007,2.4G,53,62,f7:cf:f5:4f:fb:e9
DEV_007_2024-12-11 00:00:00,2024-12-11 00:00:00,DEV_007,2.4G,51,42,ef:9a:1b:5a:93:87
DEV_007_2024-12-11 03:00:00,2024-12-11 03:00:00,DEV_007,5G,46,12,a3:ea:f8:0b:28:1c
DEV_007_2024-12-11 06:00:00,2024-12-11 06:00:00,DEV_007,6G_iptv,18,27,d3:7b:d3:52:ec:df
DEV_007_2024-12-11 09:00:00,2024-12-11 09:00:00,DEV_007,5G_iptv,70,2,82:27:b4:80:a6:0f
DEV_007_2024-12-11 12:00:00,2024-12-11 12:00:00,DEV_007,6G_guest,8,23,a5:46:58:56:5b:d2
DEV_007_2024-12-11 15:00:00,2024-12-11 15:00:00,DEV_007,5G_guest,83,57,02:3f:bd:32:7f:7a
DEV_007_2024-12-11 18:00:00,2024-12-11 18:00:00,DEV_007,5G_guest,38,28,11:b4:92:59:ee:2f
DEV_007_2024-12-11 21:00:00,2024-12-11 21:00:00,DEV_007,6G_iptv,74,89,85:68:09:84:9c:7a
DEV_007_2024-12-12 00:00:00,2024-12-12 00:00:00,DEV_007,6G,59,32,20:41:03:59:a6:88
DEV_007_2024-12-12 03:00:00,2024-12-12 03:00:00,DEV_007,5G,77,35,af:9c:fc:b9:22:0d
DEV_007_2024-12-12 06:00:00,2024-12-12 06:00:00,DEV_007,2.4G,17,75,6c:e6:ac:87:b5:39
DEV_007_2024-12-12 09:00:00,2024-12-12 09:00:00,DEV_007,2.4G,6,90,19:2e:dc:9e:4b:78
DEV_007_2024-12-12 12:00:00,2024-12-12 12:00:00,DEV_007,5G_iptv,69,20,12:75:e3:2b:9b:b4
DEV_007_2024-12-12 15:00:00,2024-12-12 15:00:00,DEV_007,6G_iptv,64,50,66:0a:e7:1a:bf:cc
DEV_007_2024-12-12 18:00:00,2024-12-12 18:00:00,DEV_007,6G_iptv,18,24,fc:00:65:2d:07:4c
DEV_007_2024-12-12 21:00:00,2024-12-12 21:00:00,DEV_007,6G_iptv,72,48,73:7c:eb:6c:8d:e5
DEV_007_2024-12-13 00:00:00,2024-12-13 00:00:00,DEV_007,6G_iptv,28,54,e6:08:be:7e:43:65
DEV_007_2024-12-13 03:00:00,2024-12-13 03:00:00,DEV_007,6G,59,37,13:f9:90:49:05:9d
DEV_007_2024-12-13 06:00:00,2024-12-13 06:00:00,DEV_007,2.4G,65,50,cf:4a:cc:4b:a7:c8
DEV_007_2024-12-13 09:00:00,2024-12-13 09:00:00,DEV_007,6G_iptv,21,7,07:25:3b:03:a7:f3
DEV_007_2024-12-13 12:00:00,2024-12-13 12:00:00,DEV_007,5G,36,82,9e:9c:c9:48:92:65
DEV_007_2024-12-13 15:00:00,2024-12-13 15:00:00,DEV_007,5G_iptv,51,98,2d:c9:61:f1:b4:17
DEV_007_2024-12-13 18:00:00,2024-12-13 18:00:00,DEV_007,5G,7,14,c6:de:fb:6d:03:d5
DEV_007_2024-12-13 21:00:00,2024-12-13 21:00:00,DEV_007,5G,60,14,cf:9b:21:11:e5:63
DEV_007_2024-12-14 00:00:00,2024-12-14 00:00:00,DEV_007,2.4G,68,76,b6:c7:7a:a2:41:ed
DEV_007_2024-12-14 03:00:00,2024-12-14 03:00:00,DEV_007,5G_iptv,48,50,66:bd:21:89:a8:0d
DEV_007_2024-12-14 06:00:00,2024-12-14 06:00:00,DEV_007,6G_guest,60,58,ec:e5:07:77:32:9e
DEV_007_2024-12-14 09:00:00,2024-12-14 09:00:00,DEV_007,2.4G,42,67,6a:1c:ca:59:e1:39
DEV_007_2024-12-14 12:00:00,2024-12-14 12:00:00,DEV_007,5G_guest,87,82,7a:9c:9a:25:66:0c
DEV_007_2024-12-14 15:00:00,2024-12-14 15:00:00,DEV_007,6G_guest,70,4,a7:1d:50:9c:b8:fa
DEV_007_2024-12-14 18:00:00,2024-12-14 18:00:00,DEV_007,6G_guest,90,10,51:a3:f1:88:9f:2c
DEV_007_2024-12-14 21:00:00,2024-12-14 21:00:00,DEV_007,6G_iptv,76,45,39:16:59:69:50:00
DEV_007_2024-12-15 00:00:00,2024-12-15 00:00:00,DEV_007,2.4G,12,36,59:f8:a2:23:52:92
DEV_007_2024-12-15 03:00:00,2024-12-15 03:00:00,DEV_007,5G_iptv,17,6,d9:57:19:0b:6e:7b
